,bop date,eop date,day count,bop RSP price,eop RSP price,,,bop SPY price,eop SPY price,,,,,,,eop SPY / eop RSP,bop SPY / RSP moving avg,eop SPY / RSP moving avg,current position,new position,bop RSP shares,eop RSP shares,eop RSP shares bought,eop RSP shares sold,eop RSP shares traded,bop SPY shares,eop SPY shares,eop SPY shares bought,eop SPY shares sold,eop SPY shares traded,RSP daily commission,SPY daily commission,daily total commissions,RSP cop,RSP pct cop,RSP daily position pnl,SPY cop,SPY pct cop,SPY daily position pnl,daily position pnl,short RSP investment amount,long RSP investment amount,RSP investment amount,daily RSP borrow cost,short SPY investment amount,long SPY investment amount,SPY investment amount,daily SPY borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
421,9/8/2025,9/9/2025,1,188.29,187.71,1.206983025,-0.31%,648.83,650.33,1.387252288,0.23%,0.54%,13.92%,0.54%,13.92%,3.464546375,3.438965041,3.438044041,1,1,531.0956503,532.7366683,1.641017938,0,1.641017938,-154.1235763,-153.768087,0.355489312,0,0.355489312,-0.00820509,-0.001777447,-0.009982536,-0.58,-0.003085109,-308.0354772,1.5,0.002309185,-231.1853644,-539.2208416,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-542.0086019,-183.5965009,-7468.345139
422,9/9/2025,9/10/2025,1,187.71,187.52,1.205761317,-0.10%,650.33,652.21,1.391262612,0.29%,0.39%,14.31%,0.39%,14.31%,3.478082338,3.438044041,3.438154216,1,1,532.7366683,533.2764505,0.539782247,0,0.539782247,-153.768087,-153.3248494,0.443237613,0,0.443237613,-0.002698911,-0.002216188,-0.004915099,-0.19,-0.001012712,-101.219967,1.88,0.00288667,-289.0840035,-390.3039705,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-393.0866634,-576.6831643,-7861.431802
423,9/10/2025,9/11/2025,1,187.52,190.33,1.223829733,1.49%,652.21,657.63,1.402824292,0.83%,-0.66%,13.65%,-0.66%,13.65%,3.455209373,3.438154216,3.438980697,1,1,533.2764505,525.403247,0,7.87320352,-7.87320352,-153.3248494,-152.0611894,1.263659936,0,1.263659936,-0.039366018,-0.0063183,-0.045684317,2.81,0.014873901,1498.506826,5.42,0.008275867,-831.0206835,667.4861424,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,664.6626803,87.97951606,-7196.769122
424,9/11/2025,9/12/2025,1,190.33,188.96,1.215020576,-0.72%,657.63,657.41,1.402354999,-0.03%,0.69%,14.34%,0.69%,14.34%,3.479096105,3.438980697,3.439859611,1,1,525.403247,529.2125318,3.809284761,0,3.809284761,-152.0611894,-152.1120762,0,0.050886755,-0.050886755,-0.019046424,-0.000254434,-0.019300858,-1.37,-0.007224055,-719.8024484,-0.22,-0.000334591,33.45346167,-686.3489867,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-689.1460653,-601.1665493,-7885.915187
425,9/12/2025,9/15/2025,3,188.96,188.63,1.212898663,-0.17%,657.41,660.91,1.409821029,0.53%,0.71%,15.04%,0.71%,15.04%,3.503737475,3.439859611,3.441948454,1,1,529.2125318,530.1383661,0.925834361,0,0.925834361,-152.1120762,-151.3065319,0.805544275,0,0.805544275,-0.004629172,-0.004027721,-0.008656893,-0.33,-0.001747928,-174.6401355,3.5,0.005309801,-532.3922666,-707.0324021,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-715.3743923,-1316.540942,-8601.28958
426,9/15/2025,9/16/2025,1,188.63,188.13,1.209683642,-0.27%,660.91,660,1.407879861,-0.14%,0.13%,15.17%,0.13%,15.17%,3.508212406,3.441948454,3.444261453,1,1,530.1383661,531.5473343,1.408968177,0,1.408968177,-151.3065319,-151.5151515,0,0.208619612,-0.208619612,-0.007044841,-0.001043098,-0.008087939,-0.5,-0.002654211,-265.0691831,-0.91,-0.001377838,137.688944,-127.380239,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-130.1661047,-1446.707046,-8731.455684
427,9/16/2025,9/17/2025,1,188.13,188.31,1.210841049,0.10%,660,659.18,1.406130677,-0.12%,-0.22%,14.95%,-0.22%,14.95%,3.500504487,3.444261453,3.447930418,1,1,531.5473343,531.0392438,0,0.50809049,-0.50809049,-151.5151515,-151.7036318,0,0.18848027,-0.18848027,-0.002540452,-0.000942401,-0.003482854,0.18,0.000956328,95.67852017,-0.82,-0.001243197,124.2424242,219.9209444,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,217.1396838,-1229.567363,-8514.316001
428,9/17/2025,9/18/2025,1,188.31,189.54,1.21875,0.65%,659.18,662.26,1.412700783,0.47%,-0.18%,14.77%,-0.18%,14.77%,3.494038198,3.447930418,3.451575605,1,1,531.0392438,527.5931202,0,3.446123614,-3.446123614,-151.7036318,-150.9980974,0.705534361,0,0.705534361,-0.017230618,-0.003527672,-0.02075829,1.23,0.006510543,653.1782699,3.08,0.00466159,-467.2471859,185.931084,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,183.1325479,-1046.434815,-8331.183453
429,9/18/2025,9/19/2025,1,189.54,189.21,1.216628086,-0.17%,662.26,663.7,1.415772521,0.22%,0.39%,15.16%,0.39%,15.16%,3.50774272,3.451575605,3.455996474,1,1,527.5931202,528.5132921,0.920171924,0,0.920171924,-150.9980974,-150.6704837,0.327613772,0,0.327613772,-0.00460086,-0.001638069,-0.006238928,-0.33,-0.001742575,-174.1057297,1.44,0.002172012,-217.4372603,-391.54299,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-394.3270067,-1440.761821,-8725.510459
430,9/19/2025,9/22/2025,3,189.21,188.48,1.211934156,-0.39%,663.7,666.84,1.422470616,0.47%,0.86%,16.02%,0.86%,16.02%,3.537988115,3.455996474,3.462620404,1,1,528.5132921,530.5602716,2.046979538,0,2.046979538,-150.6704837,-149.9610101,0.709473515,0,0.709473515,-0.010234898,-0.003547368,-0.013782265,-0.73,-0.003865609,-385.8147032,3.14,0.004719897,-473.1053187,-858.9200219,0,100000,100000,0,-100000,0,-100000,-8.333333333,2.91E-11,200000,-100000,-8.333333333,-867.2671375,-2308.028959,-9592.777597
431,9/22/2025,9/23/2025,1,188.48,188.71,1.213413066,0.12%,666.84,663.21,1.414727277,-0.55%,-0.67%,15.35%,-0.67%,15.35%,3.514440146,3.462620404,3.467509078,1,1,530.5602716,529.9136241,0,0.646647568,-0.646647568,-149.9610101,-150.7818037,0,0.820793515,-0.820793515,-0.003233238,-0.004103968,-0.007337205,0.23,0.001219545,122.0288625,-3.63,-0.005458455,544.3584668,666.3873293,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,663.6022143,-1644.426745,-8929.175383
432,9/23/2025,9/24/2025,1,188.71,188.27,1.210583848,-0.23%,663.21,661.1,1.410226327,-0.32%,-0.09%,15.26%,-0.09%,15.26%,3.511446327,3.467509078,3.471651304,1,1,529.9136241,531.1520688,1.238444758,0,1.238444758,-150.7818037,-151.2630464,0,0.481242786,-0.481242786,-0.006192224,-0.002406214,-0.008598438,-0.44,-0.002334342,-233.1619946,-2.11,-0.003186568,318.1496057,84.98761111,0,100000,100000,0,-100000,0,-100000,-2.777777778,2.91E-11,200000,-100000,-2.777777778,82.2012349,-1562.22551,-8846.974148
433,9/24/2025,9/25/2025,1,188.27,186.72,1.200617284,-0.83%,661.1,658.05,1.403720216,-0.46%,0.36%,15.63%,0.36%,15.63%,3.524260925,3.471651304,3.476662339,1,1,531.1520688,535.5612682,4.409199372,0,4.409199372,-151.2630464,-151.9641365,0,0.701090026,-0.701090026,-0.022045997,-0.00350545,-0.025551447,-1.55,-0.008266934,-823.2857067,-3.05,-0.004624198,461.3522916,-361.9334151,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-364.7367443,-1926.962254,-9211.710892
434,9/25/2025,9/26/2025,1,186.72,188.57,1.21251286,0.99%,658.05,661.82,1.411762196,0.57%,-0.41%,15.21%,-0.41%,15.21%,3.509678104,3.476662339,3.480256013,1,1,535.5612682,530.3070478,0,5.254220428,-5.254220428,-151.9641365,-151.098486,0.865650471,0,0.865650471,-0.026271102,-0.004328252,-0.030599354,1.85,0.009859122,990.7883462,3.77,0.005712699,-572.9047945,417.8835517,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,415.0751746,-1511.887079,-8796.635717
435,9/26/2025,9/29/2025,3,188.57,189.2,1.216563786,0.33%,661.82,663.68,1.415729858,0.28%,-0.05%,15.16%,-0.05%,15.16%,3.50782241,3.480256013,3.484655192,1,1,530.3070478,528.5412262,0,1.765821565,-1.765821565,-151.098486,-150.6750241,0.423461885,0,0.423461885,-0.008829108,-0.002117309,-0.010946417,0.63,0.003335366,334.0934401,1.86,0.00280649,-281.0431839,53.05025615,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,44.7059764,-1467.181103,-8751.929741
436,9/29/2025,9/30/2025,1,189.2,189.7,1.219778807,0.26%,663.68,666.18,1.421062736,0.38%,0.11%,15.27%,0.11%,15.27%,3.511755403,3.484655192,3.489166705,1,1,528.5412262,527.1481286,0,1.393097592,-1.393097592,-150.6750241,-150.10958,0.565444115,0,0.565444115,-0.006965488,-0.002827221,-0.009792709,0.5,0.00263922,264.2706131,2.5,0.003759799,-376.6875603,-112.4169472,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-115.2045176,-1582.385621,-8867.134259
437,9/30/2025,10/1/2025,1,189.7,190.13,1.222543724,0.23%,666.18,668.45,1.425904989,0.34%,0.11%,15.39%,0.11%,15.39%,3.51575238,3.489166705,3.492683932,1,1,527.1481286,525.9559249,0,1.192203731,-1.192203731,-150.10958,-149.5998205,0.509759513,0,0.509759513,-0.005961019,-0.002548798,-0.008509816,0.43,0.002264172,226.6736953,2.27,0.003401695,-340.7487466,-114.0750513,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-116.8613389,-1699.246959,-8983.995597
438,10/1/2025,10/2/2025,1,190.13,190.58,1.225437243,0.24%,668.45,669.22,1.427547516,0.12%,-0.12%,15.27%,-0.12%,15.27%,3.511491237,3.492683932,3.495821983,1,1,525.9559249,524.7140309,0,1.24189404,-1.24189404,-149.5998205,-149.4276919,0.17212854,0,0.17212854,-0.00620947,-0.000860643,-0.007070113,0.45,0.002364005,236.6801662,0.77,0.001151256,-115.1918618,121.4883044,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,118.7034565,-1580.543503,-8865.292141
439,10/2/2025,10/3/2025,1,190.58,191.25,1.22974537,0.35%,669.22,669.21,1.427526184,0.00%,-0.35%,14.91%,-0.35%,14.91%,3.499137255,3.495821983,3.499042484,1,1,524.7140309,522.875817,0,1.83821386,-1.83821386,-149.4276919,-149.4299248,0,0.002232897,-0.002232897,-0.009191069,-1.12E-05,-0.009202234,0.67,0.003509419,351.5584007,-0.01,-1.49E-05,1.494276919,353.0526776,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,350.2656976,-1230.277805,-8515.026443
440,10/3/2025,10/6/2025,3,191.25,191.19,1.229359568,-0.03%,669.21,671.61,1.432645748,0.36%,0.39%,15.30%,0.39%,15.30%,3.512788326,3.499042484,3.502386505,1,1,522.875817,523.0399079,0.164090952,0,0.164090952,-149.4299248,-148.8959366,0.533988207,0,0.533988207,-0.000820455,-0.002669941,-0.003490396,-0.06,-0.000313775,-31.37254902,2.4,0.003579903,-358.6318196,-390.0043686,0,100000,100000,0,-100000,0,-100000,-8.333333333,-1.46E-11,200000,-100000,-8.333333333,-398.3411924,-1628.618998,-8913.367636
441,10/6/2025,10/7/2025,1,191.19,190.35,1.223958333,-0.44%,671.61,669.12,1.427334201,-0.37%,0.07%,15.37%,0.07%,15.37%,3.515208826,3.502386505,3.504919628,1,1,523.0399079,525.3480431,2.308135134,0,2.308135134,-148.8959366,-149.4500239,0,0.554087282,-0.554087282,-0.011540676,-0.002770436,-0.014311112,-0.84,-0.004403215,-439.3535227,-2.49,-0.003714399,370.7508822,-68.60264047,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-71.39472936,-1700.013727,-8984.762365
442,10/7/2025,10/8/2025,1,190.35,190.97,1.227944959,0.33%,669.12,673.11,1.435845475,0.59%,0.27%,15.64%,0.27%,15.64%,3.524689742,3.504919628,3.507249998,1,1,525.3480431,523.6424569,0,1.705586148,-1.705586148,-149.4500239,-148.5641277,0.885896206,0,0.885896206,-0.008527931,-0.004429481,-0.012957412,0.62,0.003251865,325.7157867,3.99,0.005945347,-596.3055954,-270.5898087,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-273.3805439,-1973.394271,-9258.142909
443,10/8/2025,10/9/2025,1,190.97,189.39,1.217785494,-0.83%,673.11,671.16,1.431685829,-0.29%,0.54%,16.18%,0.54%,16.18%,3.543798511,3.507249998,3.511679455,1,1,523.6424569,528.0109826,4.368525698,0,4.368525698,-148.5641277,-148.9957685,0,0.431640814,-0.431640814,-0.021842628,-0.002158204,-0.024000833,-1.58,-0.008307967,-827.355082,-1.95,-0.002901205,289.700049,-537.6550329,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-540.4568115,-2513.851082,-9798.59972
444,10/9/2025,10/10/2025,1,189.39,185.12,1.190329218,-2.28%,671.16,653.02,1.392990465,-2.74%,-0.46%,15.72%,-0.46%,15.72%,3.527549697,3.511679455,3.514102135,1,1,528.0109826,540.1901469,12.1791643,0,12.1791643,-148.9957685,-153.1346666,0,4.138898106,-4.138898106,-0.060895822,-0.020694491,-0.081590312,-4.27,-0.022804118,-2254.606896,-18.14,-0.027399802,2702.783241,448.1763451,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,445.316977,-2068.534105,-9353.282743
445,10/10/2025,10/13/2025,3,185.12,186.92,1.201903292,0.97%,653.02,663.04,1.414364641,1.52%,0.56%,16.28%,0.56%,16.28%,3.547185962,3.514102135,3.516274559,1,1,540.1901469,534.9882303,0,5.201916673,-5.201916673,-153.1346666,-150.8204633,2.314203305,0,2.314203305,-0.026009583,-0.011571017,-0.0375806,1.8,0.009676454,972.3422645,10.02,0.015227564,-1534.40936,-562.0670951,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-570.438009,-2638.972114,-9923.720752
446,10/13/2025,10/14/2025,1,186.92,188.47,1.211869856,0.83%,663.04,662.23,1.412636788,-0.12%,-0.95%,15.33%,-0.95%,15.33%,3.513715711,3.516274559,3.516549724,1,-1,534.9882303,-530.5884226,0,1065.576653,-1065.576653,-150.8204633,151.0049379,301.8254012,0,301.8254012,-5.327883264,-1.509127006,-6.83701027,1.55,0.008258125,829.2317569,-0.81,-0.001222393,122.1645753,951.3963322,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,941.7815441,-1697.19057,-8981.939208
447,10/14/2025,10/15/2025,1,188.47,188.85,1.214313272,0.20%,662.23,665.17,1.418908253,0.44%,0.24%,15.57%,0.24%,15.57%,3.522213397,3.516549724,3.51763517,-1,1,-530.5884226,529.5207837,1060.109206,0,1060.109206,151.0049379,-150.3375077,0,301.3424456,-301.3424456,-5.300546031,-1.506712228,-6.807258259,0.38,0.002014206,-201.6236006,2.94,0.004429719,443.9545173,242.3309167,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,232.7458807,-1464.44469,-8749.193328
448,10/15/2025,10/16/2025,1,188.85,187.06,1.202803498,-0.95%,665.17,660.64,1.409245078,-0.68%,0.27%,15.84%,0.27%,15.84%,3.531701058,3.51763517,3.519518313,1,1,529.5207837,534.5878328,5.06704909,0,5.06704909,-150.3375077,-151.3683701,0,1.030862361,-1.030862361,-0.025335245,-0.005154312,-0.030489557,-1.79,-0.009523628,-947.8422028,-4.53,-0.006833585,681.0289099,-266.8132929,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-269.6215602,-1734.06625,-9018.814888
449,10/16/2025,10/17/2025,1,187.06,188.01,1.208912037,0.51%,660.64,664.39,1.417244395,0.57%,0.06%,15.90%,0.06%,15.90%,3.533801394,3.519518313,3.520821246,1,1,534.5878328,531.8866018,0,2.701231004,-2.701231004,-151.3683701,-150.5140053,0.854364737,0,0.854364737,-0.013506155,-0.004271824,-0.017777979,0.95,0.005065732,507.8584411,3.75,0.005660264,-567.6313877,-59.7729466,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-62.56850236,-1796.634752,-9081.38339
450,10/17/2025,10/20/2025,3,188.01,189.89,1.221000514,0.99%,664.39,671.3,1.431984471,1.03%,0.04%,15.94%,0.04%,15.94%,3.535204592,3.520821246,3.52068207,1,1,531.8866018,526.6206751,0,5.265926649,-5.265926649,-150.5140053,-148.9646954,1.549309961,0,1.549309961,-0.026329633,-0.00774655,-0.034076183,1.88,0.009949804,999.9468113,6.91,0.010346804,-1040.051777,-40.10496548,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-48.47237499,-1845.107127,-9129.855765
451,10/20/2025,10/21/2025,1,189.89,190.76,1.22659465,0.46%,671.3,671.29,1.431963139,0.00%,-0.46%,15.48%,-0.46%,15.48%,3.519029147,3.52068207,3.52091152,1,-1,526.6206751,-524.2189138,0,1050.839589,-1050.839589,-148.9646954,148.9669144,297.9316098,0,297.9316098,-5.254197945,-1.489658049,-6.743855994,0.87,0.004571136,458.1599874,-0.01,-1.49E-05,1.489646954,459.6496343,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,450.1280005,-1394.979127,-8679.727765
452,10/21/2025,10/22/2025,1,190.76,189.84,1.220679012,-0.48%,671.29,667.8,1.424518441,-0.52%,-0.04%,15.44%,-0.04%,15.44%,3.517699115,3.52091152,3.52122416,-1,-1,-524.2189138,-526.7593763,0,2.540462498,-2.540462498,148.9669144,149.7454328,0.778518316,0,0.778518316,-0.012702312,-0.003892592,-0.016594904,-0.92,-0.004834481,482.2814007,-3.49,-0.005212507,-519.8945314,-37.61313071,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,-40.40750339,-1435.38663,-8720.135268
453,10/22/2025,10/23/2025,1,189.84,190.74,1.226466049,0.47%,667.8,671.76,1.43296572,0.59%,0.12%,15.56%,0.12%,15.56%,3.521862221,3.52122416,3.521104224,-1,1,-526.7593763,524.2738807,1051.033257,0,1051.033257,149.7454328,-148.8626891,0,298.6081218,-298.6081218,-5.255166285,-1.493040609,-6.748206894,0.9,0.004729632,-474.0834387,3.96,0.005912406,592.9919137,118.9084751,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,109.3824904,-1326.00414,-8610.752778
454,10/23/2025,10/24/2025,1,190.74,191.26,1.229809671,0.27%,671.76,677.25,1.444676721,0.81%,0.54%,16.10%,0.54%,16.10%,3.540991321,3.521104224,3.522669885,1,1,524.2738807,522.8484785,0,1.425402164,-1.425402164,-148.8626891,-147.6559616,1.206727446,0,1.206727446,-0.007127011,-0.006033637,-0.013160648,0.52,0.002722515,272.622418,5.49,0.008139347,-817.2561629,-544.633745,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-547.4246834,-1873.428823,-9158.177461
455,10/24/2025,10/27/2025,3,191.26,192.11,1.235275206,0.44%,677.25,685.24,1.4617206,1.17%,0.73%,16.83%,0.73%,16.83%,3.566914788,3.522669885,3.525624504,1,1,522.8484785,520.5351101,0,2.313368418,-2.313368418,-147.6559616,-145.9342712,1.721690405,0,1.721690405,-0.011566842,-0.008608452,-0.020175294,0.85,0.004434366,444.4212067,7.99,0.011728661,-1179.771133,-735.3499265,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-743.7034352,-2617.132258,-9901.880896
456,10/27/2025,10/28/2025,1,192.11,190.46,1.224665638,-0.86%,685.24,687.06,1.465602935,0.27%,1.13%,17.96%,1.13%,17.96%,3.607371627,3.525624504,3.530405315,1,1,520.5351101,525.0446288,4.5095187,0,4.5095187,-145.9342712,-145.547696,0.386575224,0,0.386575224,-0.022547594,-0.001932876,-0.02448047,-1.65,-0.008625926,-858.8829317,1.82,0.002652483,-265.6003736,-1124.483305,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-1127.285563,-3744.417822,-11029.16646
457,10/28/2025,10/29/2025,1,190.46,188.33,1.21096965,-1.12%,687.06,687.39,1.466306875,0.05%,1.17%,19.13%,1.17%,19.13%,3.649923007,3.530405315,3.537113847,1,1,525.0446288,530.9828493,5.938220461,0,5.938220461,-145.547696,-145.4778219,0.069874074,0,0.069874074,-0.029691102,-0.00034937,-0.030040473,-2.13,-0.011246456,-1118.345059,0.33,0.000480192,-48.03073967,-1166.375799,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-1169.183617,-4913.601439,-12198.35008
458,10/29/2025,10/30/2025,1,188.33,187.52,1.205761317,-0.43%,687.39,679.83,1.450180251,-1.11%,-0.67%,18.46%,-0.67%,18.46%,3.625373294,3.537113847,3.542807949,1,1,530.9828493,533.2764505,2.293601258,0,2.293601258,-145.4778219,-147.0955974,0,1.617775523,-1.617775523,-0.011468006,-0.008088878,-0.019556884,-0.81,-0.004310237,-430.0961079,-7.56,-0.01105905,1099.812334,669.7162257,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,666.9188911,-4246.682548,-11531.43119
459,10/30/2025,10/31/2025,1,187.52,187.93,1.208397634,0.22%,679.83,682.06,1.454937179,0.33%,0.11%,18.57%,0.11%,18.57%,3.62933007,3.542807949,3.54931759,1,1,533.2764505,532.1130208,0,1.163429706,-1.163429706,-147.0955974,-146.6146673,0.480930097,0,0.480930097,-0.005817149,-0.00240465,-0.008221799,0.41,0.002184047,218.6433447,2.23,0.003274864,-328.0231823,-109.3798376,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-112.1658371,-4358.848385,-11643.59702
460,10/31/2025,11/3/2025,3,187.93,187.47,1.205439815,-0.25%,682.06,683.34,1.457667612,0.19%,0.43%,19.00%,0.43%,19.00%,3.64506321,3.54931759,3.555931334,1,1,532.1130208,533.4186803,1.305659517,0,1.305659517,-146.6146673,-146.3400357,0.274631624,0,0.274631624,-0.006528298,-0.001373158,-0.007901456,-0.46,-0.00245072,-244.7719896,1.28,0.001874909,-187.6667742,-432.4387638,0,100000,100000,0,-100000,0,-100000,-8.333333333,-2.91E-11,200000,-100000,-8.333333333,-440.7799985,-4799.628384,-12084.37702
461,11/3/2025,11/4/2025,1,187.47,186.23,1.197466564,-0.66%,683.34,675.24,1.440389087,-1.19%,-0.53%,18.47%,-0.53%,18.47%,3.625839016,3.555931334,3.561462844,1,1,533.4186803,536.9704129,3.551732608,0,3.551732608,-146.3400357,-148.095492,0,1.755456266,-1.755456266,-0.017758663,-0.008777281,-0.026535944,-1.24,-0.006636364,-661.4391636,-8.1,-0.011924356,1185.354289,523.9151256,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,521.1108119,-4278.517572,-11563.26621
462,11/4/2025,11/5/2025,1,186.23,187.32,1.204475309,0.58%,675.24,677.58,1.445380661,0.35%,-0.24%,18.23%,-0.24%,18.23%,3.617232543,3.561462844,3.566089984,1,1,536.9704129,533.8458253,0,3.124587605,-3.124587605,-148.095492,-147.5840491,0.511442857,0,0.511442857,-0.015622938,-0.002557214,-0.018180152,1.09,0.005835915,585.2977501,2.34,0.003459444,-346.5434512,238.7542989,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,235.9583409,-4042.559231,-11327.30787
463,11/5/2025,11/6/2025,1,187.32,186,1.195987654,-0.71%,677.58,670.31,1.429872651,-1.08%,-0.37%,17.86%,-0.37%,17.86%,3.603817204,3.566089984,3.569090919,1,1,533.8458253,537.6344086,3.788583277,0,3.788583277,-147.5840491,-149.1847056,0,1.600656468,-1.600656468,-0.018942916,-0.008003282,-0.026946199,-1.32,-0.007071711,-704.6764894,-7.27,-0.010787335,1072.936037,368.2595476,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,365.4548237,-3677.104407,-10961.85305
464,11/6/2025,11/7/2025,1,186,187.56,1.206018519,0.84%,670.31,670.97,1.431280531,0.10%,-0.74%,17.12%,-0.74%,17.12%,3.577361911,3.569090919,3.571581529,1,1,537.6344086,533.1627213,0,4.47168734,-4.47168734,-149.1847056,-149.03796,0.146745616,0,0.146745616,-0.022358437,-0.000733728,-0.023092165,1.56,0.008352121,838.7096774,0.66,0.000984135,-98.46190569,740.2477717,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,737.4469018,-2939.657505,-10224.40614
