,bop date,eop date,day count,bop RSP price,eop RSP price,,,bop SPY price,eop SPY price,,,,,,,eop SPY / eop RSP,bop SPY / RSP moving avg,eop SPY / RSP moving avg,current position,new position,bop RSP shares,eop RSP shares,eop RSP shares bought,eop RSP shares sold,eop RSP shares traded,bop SPY shares,eop SPY shares,eop SPY shares bought,eop SPY shares sold,eop SPY shares traded,RSP daily commission,SPY daily commission,daily total commissions,RSP cop,RSP pct cop,RSP daily position pnl,SPY cop,SPY pct cop,SPY daily position pnl,daily position pnl,short RSP investment amount,long RSP investment amount,RSP investment amount,daily RSP borrow cost,short SPY investment amount,long SPY investment amount,SPY investment amount,daily SPY borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
373,6/30/2025,7/1/2025,1,181.74,183.87,1.182291667,1.17%,617.85,617.65,1.317540903,-0.03%,-1.20%,10.83%,-1.20%,10.83%,3.359166803,3.366356939,3.366475329,1,-1,550.2366017,-543.8625116,0,1094.099113,-1094.099113,-161.8515821,161.9039909,323.755573,0,323.755573,-5.470495566,-1.618777865,-7.089273432,2.13,0.011651892,1172.003962,-0.2,-0.000323756,32.37031642,1204.374278,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,1194.507227,-1118.140652,-8402.88929
374,7/1/2025,7/2/2025,1,183.87,184.29,1.184992284,0.23%,617.65,620.45,1.323513727,0.45%,0.22%,11.06%,0.22%,11.06%,3.36670465,3.366475329,3.367407169,-1,1,-543.8625116,542.6230398,1086.485551,0,1086.485551,161.9039909,-161.1733419,0,323.0773329,-323.0773329,-5.432427757,-1.615386664,-7.047814421,0.42,0.002281618,-228.4222549,2.8,0.004523067,453.3311746,224.9089198,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,215.0833276,-903.0573241,-8187.805962
375,7/2/2025,7/3/2025,1,184.29,185.18,1.190715021,0.48%,620.45,625.34,1.333944837,0.79%,0.30%,11.36%,0.30%,11.36%,3.376930554,3.367407169,3.368518389,1,1,542.6230398,540.0151204,0,2.607919351,-2.607919351,-161.1733419,-159.9130073,1.260334605,0,1.260334605,-0.013039597,-0.006301673,-0.01934127,0.89,0.004817721,482.9345054,4.89,0.007850481,-788.137642,-305.2031366,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-308.0002557,-1211.05758,-8495.806218
376,7/3/2025,7/7/2025,4,185.18,183.7,1.18119856,-0.80%,625.34,620.68,1.324004352,-0.75%,0.05%,11.41%,0.05%,11.41%,3.378769733,3.368518389,3.370079928,1,1,540.0151204,544.3658138,4.350693404,0,4.350693404,-159.9130073,-161.1136173,0,1.200609999,-1.200609999,-0.021753467,-0.00600305,-0.027756517,-1.48,-0.008024333,-799.2223782,-4.66,-0.007479851,745.1946141,-54.0277641,0,100000,100000,0,-100000,0,-100000,-11.11111111,0,200000,-100000,-11.11111111,-65.16663172,-1276.224212,-8560.97285
377,7/7/2025,7/8/2025,1,183.7,184.16,1.184156379,0.25%,620.68,620.34,1.32327908,-0.05%,-0.30%,11.11%,-0.30%,11.11%,3.368483927,3.370079928,3.370856243,1,-1,544.3658138,-543.0060817,0,1087.371895,-1087.371895,-161.1136173,161.2019215,322.3155388,0,322.3155388,-5.436859477,-1.611577694,-7.048437172,0.46,0.002500953,250.4082744,-0.34,-0.000547936,54.77862989,305.1869043,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,295.3606893,-980.8635222,-8265.61216
378,7/8/2025,7/9/2025,1,184.16,184.71,1.187692901,0.30%,620.34,624.06,1.331214403,0.60%,0.30%,11.41%,0.30%,11.41%,3.378593471,3.370856243,3.372015102,-1,1,-543.0060817,541.3892047,1084.395286,0,1084.395286,161.2019215,-160.2410025,0,321.442924,-321.442924,-5.421976432,-1.60721462,-7.029191052,0.55,0.002982083,-298.6533449,3.72,0.005978803,599.6711481,301.0178032,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,291.2108343,-689.6526879,-7974.401326
379,7/9/2025,7/10/2025,1,184.71,185.78,1.194573045,0.58%,624.06,625.82,1.334968749,0.28%,-0.30%,11.11%,-0.30%,11.11%,3.368608031,3.372015102,3.372559528,1,-1,541.3892047,-538.2710733,0,1079.660278,-1079.660278,-160.2410025,159.7903551,320.0313575,0,320.0313575,-5.39830139,-1.600156788,-6.998458178,1.07,0.00577615,579.286449,1.76,0.002816272,-282.0241643,297.2622847,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,287.4860487,-402.1666391,-7686.915277
380,7/10/2025,7/11/2025,1,185.78,184.42,1.185828189,-0.73%,625.82,623.62,1.330275816,-0.35%,0.38%,11.49%,0.38%,11.49%,3.381520442,3.372559528,3.373751686,-1,1,-538.2710733,542.2405379,1080.511611,0,1080.511611,159.7903551,-160.3540618,0,320.1444168,-320.1444168,-5.402558056,-1.600722084,-7.00328014,-1.36,-0.007347413,732.0486597,-2.2,-0.003521581,-351.5387811,380.5098786,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,370.7288207,-31.43781848,-7316.186457
381,7/11/2025,7/14/2025,3,184.42,184.61,1.187049897,0.10%,623.62,624.81,1.332814267,0.19%,0.09%,11.58%,0.09%,11.58%,3.384486214,3.373751686,3.374819246,1,1,542.2405379,541.6824657,0,0.558072164,-0.558072164,-160.3540618,-160.0486548,0.305406977,0,0.305406977,-0.002790361,-0.001527035,-0.004317396,0.19,0.001029727,103.0257022,1.19,0.001906395,-190.8213335,-87.7956313,0,100000,100000,0,-100000,0,-100000,-8.333333333,-1.46E-11,200000,-100000,-8.333333333,-96.13328203,-127.5711005,-7412.319739
382,7/14/2025,7/15/2025,1,184.61,182.05,1.170588992,-1.40%,624.81,622.14,1.327118753,-0.43%,0.97%,12.55%,0.97%,12.55%,3.417412799,3.374819246,3.377378637,1,1,541.6824657,549.299643,7.617177217,0,7.617177217,-160.0486548,-160.7355258,0,0.686870975,-0.686870975,-0.038085886,-0.003434355,-0.041520241,-2.56,-0.013964117,-1386.707112,-2.67,-0.004282456,427.3299083,-959.377204,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-962.196502,-1089.767603,-8374.516241
383,7/15/2025,7/16/2025,1,182.05,182.76,1.175154321,0.39%,622.14,624.22,1.331555707,0.33%,-0.06%,12.49%,-0.06%,12.49%,3.415517619,3.377378637,3.379864559,1,1,549.299643,547.1656818,0,2.133961187,-2.133961187,-160.7355258,-160.1999295,0.535596254,0,0.535596254,-0.010669806,-0.002677981,-0.013347787,0.71,0.003892442,390.0027465,2.08,0.003337723,-334.3298936,55.67285291,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,52.88172734,-1036.885875,-8321.634513
384,7/16/2025,7/17/2025,1,182.76,184.25,1.184735082,0.81%,624.22,628.04,1.339704345,0.61%,-0.20%,12.29%,-0.20%,12.29%,3.408629579,3.379864559,3.381825868,1,1,547.1656818,542.7408412,0,4.42484052,-4.42484052,-160.1999295,-159.225527,0.974402476,0,0.974402476,-0.022124203,-0.004872012,-0.026996215,1.49,0.008119714,815.2768658,3.82,0.006100988,-611.9637307,203.3131351,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,200.5083611,-836.3775141,-8121.126152
385,7/17/2025,7/18/2025,1,184.25,184.18,1.184284979,-0.04%,628.04,627.58,1.338723096,-0.07%,-0.04%,12.26%,-0.04%,12.26%,3.407427517,3.381825868,3.383771443,1,1,542.7408412,542.947117,0.206275703,0,0.206275703,-159.225527,-159.3422353,0,0.116708216,-0.116708216,-0.001031379,-0.000583541,-0.00161492,-0.07,-0.000379991,-37.99185889,-0.46,-0.000732706,73.24374244,35.25188355,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,32.47249085,-803.9050232,-8088.653661
386,7/18/2025,7/21/2025,3,184.18,183.55,1.180234053,-0.34%,627.58,628.77,1.341261546,0.19%,0.53%,12.79%,0.53%,12.79%,3.425606102,3.383771443,3.387790279,1,1,542.947117,544.8106783,1.863561338,0,1.863561338,-159.3422353,-159.0406667,0.301568554,0,0.301568554,-0.009317807,-0.001507843,-0.010825649,-0.63,-0.00342643,-342.0566837,1.19,0.001894377,-189.61726,-531.6739436,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-540.0181026,-1343.923126,-8628.671764
387,7/21/2025,7/22/2025,1,183.55,185.89,1.19528035,1.27%,628.77,628.86,1.341453529,0.01%,-1.25%,11.54%,-1.25%,11.54%,3.382968422,3.387790279,3.388820038,1,-1,544.8106783,-537.9525526,0,1082.763231,-1082.763231,-159.0406667,159.0179054,318.0585721,0,318.0585721,-5.413816154,-1.590292861,-7.004109015,2.34,0.012667991,1274.856987,0.09,0.000143126,-14.31366,1260.543327,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,1250.76144,-93.16168544,-7377.910323
388,7/22/2025,7/23/2025,1,185.89,187.43,1.205182613,0.83%,628.86,634.21,1.352865889,0.85%,0.02%,11.56%,0.02%,11.56%,3.383716588,3.388820038,3.389624249,-1,-1,-537.9525526,-533.5325188,4.420033778,0,4.420033778,159.0179054,157.6764794,0,1.341426017,-1.341426017,-0.022100169,-0.00670713,-0.028807299,1.54,0.008250341,-828.446931,5.35,0.008471473,850.745794,22.298863,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,19.49227792,-73.66940752,-7358.418046
389,7/23/2025,7/24/2025,1,187.43,186.83,1.201324588,-0.32%,634.21,634.42,1.353313851,0.03%,0.35%,11.91%,0.35%,11.91%,3.395707328,3.389624249,3.389709257,-1,1,-533.5325188,535.2459455,1068.778464,0,1068.778464,157.6764794,-157.6242868,0,315.3007661,-315.3007661,-5.343892322,-1.576503831,-6.920396152,-0.6,-0.00320633,320.1195113,0.21,0.000331066,33.11206067,353.231572,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,343.533398,269.8639905,-7014.884648
390,7/24/2025,7/25/2025,1,186.83,187.73,1.207111626,0.48%,634.42,637.1,1.359030696,0.42%,-0.06%,11.85%,-0.06%,11.85%,3.393703723,3.389709257,3.389647454,1,1,535.2459455,532.6799126,0,2.566032871,-2.566032871,-157.6242868,-156.9612306,0.663056174,0,0.663056174,-0.012830164,-0.003315281,-0.016145445,0.9,0.004805648,481.721351,2.68,0.004215433,-422.4330885,59.28826247,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,56.49433925,326.3583298,-6958.390308
391,7/25/2025,7/28/2025,3,187.73,186.62,1.19997428,-0.59%,637.1,636.94,1.358689392,-0.03%,0.57%,12.42%,0.57%,12.42%,3.413031829,3.389647454,3.390331109,1,1,532.6799126,535.8482478,3.168335136,0,3.168335136,-156.9612306,-157.0006594,0,0.039428827,-0.039428827,-0.015841676,-0.000197144,-0.01603882,-1.11,-0.005930297,-591.274703,-0.16,-0.00025117,25.11379689,-566.1609061,0,100000,100000,0,-100000,0,-100000,-8.333333333,-1.46E-11,200000,-100000,-8.333333333,-574.5102783,-248.1519485,-7532.900587
392,7/28/2025,7/29/2025,1,186.62,186.53,1.199395576,-0.05%,636.94,635.26,1.355105698,-0.26%,-0.22%,12.21%,-0.22%,12.21%,3.40567201,3.390331109,3.390632867,1,1,535.8482478,536.1067925,0.258544697,0,0.258544697,-157.0006594,-157.4158612,0,0.415201819,-0.415201819,-0.001292723,-0.002076009,-0.003368733,-0.09,-0.00048238,-48.2263423,-1.68,-0.002641096,263.7611078,215.5347655,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,212.753619,-35.39832955,-7320.146968
393,7/29/2025,7/30/2025,1,186.53,185.32,1.191615226,-0.65%,635.26,634.46,1.353399177,-0.13%,0.52%,12.73%,0.52%,12.73%,3.423591625,3.390632867,3.393854108,1,1,536.1067925,539.607166,3.50037351,0,3.50037351,-157.4158612,-157.6143492,0,0.198487988,-0.198487988,-0.017501868,-0.00099244,-0.018494307,-1.21,-0.006508024,-648.6892189,-0.8,-0.001260121,125.932689,-522.7565299,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-525.552802,-560.9511316,-7845.69977
394,7/30/2025,7/31/2025,1,185.32,183.63,1.180748457,-0.92%,634.46,632.08,1.348322276,-0.38%,0.54%,13.27%,0.54%,13.27%,3.442139084,3.393854108,3.39762583,1,1,539.607166,544.5733268,4.966160815,0,4.966160815,-157.6143492,-158.2078218,0,0.593472584,-0.593472584,-0.024830804,-0.002967363,-0.027798167,-1.69,-0.009161197,-911.9361105,-2.38,-0.003758275,375.1221511,-536.8139594,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-539.6195353,-1100.570667,-8385.319305
395,7/31/2025,8/1/2025,1,183.63,181.56,1.167438272,-1.13%,632.08,621.72,1.326222829,-1.65%,-0.52%,12.75%,-0.52%,12.75%,3.424322538,3.39762583,3.399995429,1,1,544.5733268,550.7821106,6.208783799,0,6.208783799,-158.2078218,-160.8441099,0,2.636288094,-2.636288094,-0.031043919,-0.01318144,-0.044225359,-2.07,-0.011336686,-1127.266786,-10.36,-0.016526138,1639.033034,511.7662473,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,508.9442442,-591.6264227,-7876.375061
396,8/1/2025,8/4/2025,3,181.56,183.78,1.181712963,1.22%,621.72,631.17,1.346381109,1.51%,0.29%,13.05%,0.29%,13.05%,3.434378061,3.399995429,3.402775845,1,1,550.7821106,544.1288497,0,6.653260885,-6.653260885,-160.8441099,-158.4359206,2.408189297,0,2.408189297,-0.033266304,-0.012040946,-0.045307251,2.22,0.012153212,1222.736286,9.45,0.015085409,-1519.976838,-297.2405529,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-305.6191935,-897.2456162,-8181.994254
397,8/4/2025,8/5/2025,1,183.78,183.27,1.178433642,-0.28%,631.17,627.97,1.339555025,-0.51%,-0.23%,12.82%,-0.23%,12.82%,3.4264746,3.402775845,3.405675379,1,1,544.1288497,545.6430403,1.514190611,0,1.514190611,-158.4359206,-159.243276,0,0.807355361,-0.807355361,-0.007570953,-0.004036777,-0.01160773,-0.51,-0.002778915,-277.5057134,-3.2,-0.005082845,506.9949459,229.4892325,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,226.699847,-670.5457692,-7955.294407
398,8/5/2025,8/6/2025,1,183.27,182.86,1.175797325,-0.22%,627.97,632.78,1.349815482,0.76%,0.99%,13.80%,0.99%,13.80%,3.460461555,3.405675379,3.409768783,1,1,545.6430403,546.8664552,1.223414889,0,1.223414889,-159.243276,-158.0328076,1.210468342,0,1.210468342,-0.006117074,-0.006052342,-0.012169416,-0.41,-0.002239643,-223.7136465,4.81,0.007630416,-765.9601573,-989.6738039,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-992.4637511,-1663.00952,-8947.758158
399,8/6/2025,8/7/2025,1,182.86,182.75,1.175090021,-0.06%,632.78,632.25,1.348684912,-0.08%,-0.02%,13.78%,-0.02%,13.78%,3.459644323,3.409768783,3.414320598,1,1,546.8664552,547.1956224,0.329167223,0,0.329167223,-158.0328076,-158.1652827,0,0.13247511,-0.13247511,-0.001645836,-0.000662376,-0.002308212,-0.11,-0.000601734,-60.15531007,-0.53,-0.000837925,83.75738803,23.60207796,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,20.82199197,-1642.187528,-8926.936166
400,8/7/2025,8/8/2025,1,182.75,183.08,1.177211934,0.18%,632.25,637.18,1.359201348,0.78%,0.60%,14.37%,0.60%,14.37%,3.480336465,3.414320598,3.419261399,1,1,547.1956224,546.2093074,0,0.986315028,-0.986315028,-158.1652827,-156.9415236,1.223759132,0,1.223759132,-0.004931575,-0.006118796,-0.011050371,0.33,0.001804117,180.5745554,4.93,0.007767305,-779.7548438,-599.1802884,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-601.9691166,-2244.156645,-9528.905283
401,8/8/2025,8/11/2025,3,183.08,182.58,1.173996914,-0.27%,637.18,635.92,1.356513578,-0.20%,0.08%,14.45%,0.08%,14.45%,3.482966371,3.419261399,3.424185407,1,1,546.2093074,547.7051156,1.495808159,0,1.495808159,-156.9415236,-157.2524846,0,0.310961001,-0.310961001,-0.007479041,-0.001554805,-0.009033846,-0.5,-0.002734783,-273.1046537,-1.26,-0.001979421,197.7463197,-75.35833398,0,100000,100000,0,-100000,0,-100000,-8.333333333,1.46E-11,200000,-100000,-8.333333333,-83.70070116,-2327.857346,-9612.605984
402,8/11/2025,8/12/2025,1,182.58,184.9,1.188914609,1.26%,635.92,642.69,1.370955012,1.06%,-0.20%,14.25%,-0.20%,14.25%,3.475878853,3.424185407,3.42710871,1,1,547.7051156,540.8328826,0,6.872232927,-6.872232927,-157.2524846,-155.5960105,1.656474071,0,1.656474071,-0.034361165,-0.00828237,-0.042643535,2.32,0.012626705,1270.675868,6.77,0.010589724,-1064.599321,206.0765474,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,203.2561261,-2124.60122,-9409.349858
403,8/12/2025,8/13/2025,1,184.9,187.54,1.205889918,1.42%,642.69,644.89,1.375647945,0.34%,-1.08%,13.17%,-1.08%,13.17%,3.438679748,3.42710871,3.428266816,1,1,540.8328826,533.2195798,0,7.613302816,-7.613302816,-155.5960105,-155.0652049,0.5308056,0,0.5308056,-0.038066514,-0.002654028,-0.040720542,2.64,0.014177018,1427.79881,2.2,0.003417267,-342.3112231,1085.487587,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,1082.669089,-1041.932131,-8326.680769
404,8/13/2025,8/14/2025,1,187.54,186.32,1.198045267,-0.65%,644.89,644.95,1.375775934,0.01%,0.66%,13.83%,0.66%,13.83%,3.461517819,3.428266816,3.430911228,1,1,533.2195798,536.7110348,3.491454956,0,3.491454956,-155.0652049,-155.0507791,0.014425789,0,0.014425789,-0.017457275,-7.21E-05,-0.017529404,-1.22,-0.00652653,-650.5278874,0.06,9.30E-05,-9.303912295,-659.8317997,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-662.6271069,-1704.559238,-8989.307876
405,8/14/2025,8/15/2025,1,186.32,185.86,1.195087449,-0.25%,644.95,643.44,1.372554875,-0.23%,0.01%,13.85%,0.01%,13.85%,3.461960616,3.430911228,3.433637883,1,1,536.7110348,538.0393845,1.328349704,0,1.328349704,-155.0507791,-155.4146463,0,0.363867146,-0.363867146,-0.006641749,-0.001819336,-0.008461084,-0.46,-0.002471923,-246.887076,-1.51,-0.002344012,234.1266765,-12.76039951,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-15.54663837,-1720.105876,-9004.854514
406,8/15/2025,8/18/2025,3,185.86,185.82,1.194830247,-0.02%,643.44,643.3,1.372256234,-0.02%,0.00%,13.85%,0.00%,13.85%,3.461952427,3.433637883,3.435455199,1,1,538.0393845,538.155204,0.115819478,0,0.115819478,-155.4146463,-155.4484688,0,0.033822556,-0.033822556,-0.000579097,-0.000169113,-0.00074821,-0.04,-0.000215239,-21.52157538,-0.14,-0.000217604,21.75805048,0.236475099,0,100000,100000,0,-100000,0,-100000,-8.333333333,-1.46E-11,200000,-100000,-8.333333333,-8.097606444,-1728.203483,-9012.952121
407,8/18/2025,8/19/2025,1,185.82,186.69,1.200424383,0.47%,643.3,639.81,1.364811536,-0.54%,-1.01%,12.83%,-1.01%,12.83%,3.427125181,3.435455199,3.437663037,1,-1,538.155204,-535.6473298,0,1073.802534,-1073.802534,-155.4484688,156.2964005,311.7448693,0,311.7448693,-5.369012669,-1.558724347,-6.927737015,0.87,0.004671024,468.1950274,-3.49,-0.005439921,542.5151562,1010.710184,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,1001.004669,-727.1988139,-8011.947452
408,8/19/2025,8/20/2025,1,186.69,186.52,1.199331276,-0.09%,639.81,638.11,1.361185179,-0.27%,-0.17%,12.66%,-0.17%,12.66%,3.421134463,3.437663037,3.439533931,-1,-1,-535.6473298,-536.1355351,0,0.488205265,-0.488205265,156.2964005,156.7127925,0.416391971,0,0.416391971,-0.002441026,-0.00208196,-0.004522986,-0.17,-0.000911015,91.06004607,-1.7,-0.002660575,-265.7038808,-174.6438348,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,-177.4261355,-904.6249495,-8189.373588
409,8/20/2025,8/21/2025,1,186.52,185.87,1.195151749,-0.35%,638.11,635.55,1.355724312,-0.40%,-0.05%,12.61%,-0.05%,12.61%,3.419325335,3.439533931,3.440714831,-1,-1,-536.1355351,-538.0104374,0,1.874902339,-1.874902339,156.7127925,157.3440327,0.631240262,0,0.631240262,-0.009374512,-0.003156201,-0.012530713,-0.65,-0.003490967,348.4880978,-2.56,-0.004019917,-401.1847487,-52.69665092,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-55.48695941,-960.1119089,-8244.860547
410,8/21/2025,8/22/2025,1,185.87,189.49,1.218428498,1.93%,635.55,645.31,1.376543868,1.52%,-0.40%,12.20%,-0.40%,12.20%,3.405509526,3.440714831,3.441305121,-1,-1,-538.0104374,-527.7323342,10.27810324,0,10.27810324,157.3440327,154.9642807,0,2.379751994,-2.379751994,-0.051390516,-0.01189876,-0.063289276,3.62,0.019288748,-1947.597783,9.76,0.015240056,1535.677759,-411.920024,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,-414.761091,-1374.873,-8659.621638
411,8/22/2025,8/25/2025,3,189.49,188.04,1.209104938,-0.77%,645.31,642.47,1.370485719,-0.44%,0.33%,12.53%,0.33%,12.53%,3.416666667,3.441305121,3.441486863,-1,-1,-527.7323342,-531.8017443,0,4.06941015,-4.06941015,154.9642807,155.649291,0.685010284,0,0.685010284,-0.020347051,-0.003425051,-0.023772102,-1.45,-0.007681547,765.2118845,-2.84,-0.004410698,-440.0985573,325.1133272,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,316.7562218,-1058.116778,-8342.865416
412,8/25/2025,8/26/2025,1,188.04,188.17,1.209940844,0.07%,642.47,645.16,1.376223896,0.42%,0.35%,12.88%,0.35%,12.88%,3.428601796,3.441486863,3.442633353,-1,-1,-531.8017443,-531.4343413,0.367403023,0,0.367403023,155.649291,155.00031,0,0.648981017,-0.648981017,-0.001837015,-0.003244905,-0.00508192,0.13,0.000691103,-69.13422676,2.69,0.004178225,418.6965928,349.5623661,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,346.7795064,-711.3372717,-7996.08591
413,8/26/2025,8/27/2025,1,188.17,188.85,1.214313272,0.36%,645.16,646.63,1.379359628,0.23%,-0.13%,12.74%,-0.13%,12.74%,3.424040244,3.442633353,3.442655784,-1,-1,-531.4343413,-529.5207837,1.913557596,0,1.913557596,155.00031,154.647944,0,0.352366045,-0.352366045,-0.009567788,-0.00176183,-0.011329618,0.68,0.00360724,-361.3753521,1.47,0.002275913,227.8504557,-133.5248964,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-136.3140038,-847.6512755,-8132.399914
414,8/27/2025,8/28/2025,1,188.85,188.76,1.213734568,-0.05%,646.63,648.92,1.384244544,0.35%,0.40%,13.15%,0.40%,13.15%,3.43780462,3.442655784,3.44243906,-1,-1,-529.5207837,-529.773257,0,0.252473355,-0.252473355,154.647944,154.1022006,0,0.545743376,-0.545743376,-0.001262367,-0.002728717,-0.003991084,-0.09,-0.000476682,47.65687053,2.29,0.003535182,354.1437917,401.8006622,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,399.0188933,-448.6323822,-7733.38102
415,8/28/2025,8/29/2025,1,188.76,188.62,1.212834362,-0.07%,648.92,645.05,1.375989249,-0.60%,-0.52%,12.62%,-0.52%,12.62%,3.419838829,3.44243906,3.442214875,-1,-1,-529.773257,-530.1664723,0,0.393215226,-0.393215226,154.1022006,155.0267421,0.924541534,0,0.924541534,-0.001966076,-0.004622708,-0.006588784,-0.14,-0.000741958,74.16825599,-3.87,-0.005981609,-596.3755162,-522.2072603,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-524.9916268,-973.624009,-8258.372647
416,8/29/2025,9/2/2025,4,188.62,187.13,1.203253601,-0.79%,645.05,640.27,1.365792786,-0.74%,0.05%,12.67%,0.05%,12.67%,3.421525143,3.442214875,3.441572229,-1,-1,-530.1664723,-534.3878587,0,4.221386436,-4.221386436,155.0267421,156.1841098,1.157367716,0,1.157367716,-0.021106932,-0.005786839,-0.026893771,-1.49,-0.007930847,789.9480437,-4.78,-0.007437871,-741.0278273,48.92021639,-100000,0,-100000,-11.11111111,0,100000,100000,0,0,200000,-100000,-11.11111111,37.7822115,-935.8417975,-8220.590436
417,9/2/2025,9/3/2025,1,187.13,186.84,1.201388889,-0.16%,640.27,643.74,1.373194821,0.54%,0.70%,13.37%,0.70%,13.37%,3.445407836,3.441572229,3.442518891,-1,1,-534.3878587,535.2172982,1069.605157,0,1069.605157,156.1841098,-155.3422189,0,311.5263287,-311.5263287,-5.348025785,-1.557631644,-6.905657428,-0.29,-0.001550927,154.972479,3.47,0.005404955,541.9588611,696.9313401,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,687.2479049,-248.5938926,-7533.342531
418,9/3/2025,9/4/2025,1,186.84,188.22,1.210262346,0.74%,643.74,649.12,1.384671175,0.83%,0.10%,13.46%,0.10%,13.46%,3.448730209,3.442518891,3.441932323,1,1,535.2172982,531.2931676,0,3.924130653,-3.924130653,-155.3422189,-154.0547202,1.287498672,0,1.287498672,-0.019620653,-0.006437493,-0.026058147,1.38,0.007358856,738.5998715,5.38,0.008322682,-835.7411377,-97.14126618,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-99.9451021,-348.5389947,-7633.287633
419,9/4/2025,9/5/2025,1,188.22,188.44,1.211676955,0.12%,649.12,647.24,1.38066085,-0.29%,-0.41%,13.06%,-0.41%,13.06%,3.434727234,3.441932323,3.440686469,1,-1,531.2931676,-530.6728932,0,1061.966061,-1061.966061,-154.0547202,154.5021939,308.5569142,0,308.5569142,-5.309830304,-1.542784571,-6.852614875,0.22,0.001168162,116.8844969,-1.88,-0.002900431,289.622874,406.5073709,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,396.8769783,48.33798359,-7236.410654
420,9/5/2025,9/8/2025,3,188.44,188.29,1.210712449,-0.08%,647.24,648.83,1.384052561,0.25%,0.32%,13.38%,0.32%,13.38%,3.445907908,3.440686469,3.438965041,-1,1,-530.6728932,531.0956503,1061.768544,0,1061.768544,154.5021939,-154.1235763,0,308.6257702,-308.6257702,-5.308842718,-1.543128851,-6.851971569,-0.15,-0.000796326,79.60093398,1.59,0.002453572,245.6584884,325.2594223,-100000,0,-100000,-8.333333333,0,100000,100000,0,-1.46E-11,200000,-100000,-8.333333333,310.0741174,358.412101,-6926.336537
