date,XLE,IYE,IYE/XLE,IYE/XLE avg,IYE/XLE 10 dma,IYE/XLE 20 dma,XLE avg,XLE 10 dma,XLE 20 dma,avg diff,10 dma diff,20 dma diff,XLE div,IYE div,XLE*,IYE*,IYE*/XLE*,IYE*/XLE* avg,IYE*/XLE* 10 dma,IYE*/XLE* 20 dma,XLE* avg,XLE* 10 dma,XLE* 20 dma,avg diff*,10 dma diff*,20 dma diff*
2026-02-04,52.83,55.83,1.056785917092561,1.0597116636322679,1.0580079941155769,1.0585575931252804,55.98456718969271,55.90666571374131,55.935652859532496,-0.002764707533763888,-0.0013722572672505583,-0.0018906146620188279,0.0,0.0,52.83,55.83,1.056785917092561,1.059991528542074,1.0580079941155769,1.0585575931252804,55.999352452877766,55.90666571374131,55.935652859532496,-0.0030287680045558013,-0.0013722572672505583,-0.0018906146620188279
2026-02-05,52.21,55.19,1.0570771882781076,1.0597116636322679,1.0578682379893904,1.058375777821703,55.327545958240705,55.23859737277427,55.267291937070894,-0.0024891256508596167,-0.0008801592534497414,-0.0013994902161840086,0.0,0.0,52.21,55.19,1.0570771882781076,1.059991528542074,1.0578682379893904,1.058375777821703,55.342157705181684,55.23859737277427,55.267291937070894,-0.0027531861216516062,-0.0008801592534497414,-0.0013994902161840086
2026-02-06,53.25,56.24,1.0561502347417842,1.0597116636322679,1.0576487422523473,1.058240217593164,56.42964608841827,56.33148367293504,56.358510169005676,-0.0033664127669335376,-0.0016253440052462138,-0.0021050049878657776,0.0,0.0,53.25,56.24,1.0561502347417842,1.059991528542074,1.0576487422523473,1.058240217593164,56.44454889486544,56.33148367293504,56.358510169005676,-0.0036304732377253784,-0.0016253440052462138,-0.0021050049878657776
2026-02-09,53.64,56.69,1.0568605518269947,1.0597116636322679,1.0575038344118854,1.0581691676186256,56.84293363723485,56.73227853441591,56.764005271697314,-0.0026940857570740256,-0.0007455067367778013,-0.0013045865065084068,0.0,0.0,53.64,56.69,1.0568605518269947,1.059991528542074,1.0575038344118854,1.0581691676186256,56.85794559099685,56.73227853441591,56.764005271697314,-0.0029581462278658625,-0.0007455067367778013,-0.0013045865065084068
2026-02-10,53.58,56.64,1.0571108622620382,1.0597116636322679,1.057376386311534,1.05807909139638,56.77935093741691,56.66105544778882,56.696704001005955,-0.002457270410806823,-0.00037167258412533906,-0.001000629164877257,0.0,0.0,53.58,56.64,1.0571108622620382,1.059991528542074,1.057376386311534,1.05807909139638,56.794346099284326,56.66105544778882,56.696704001005955,-0.00272133088159873,-0.00037167258412533906,-0.001000629164877257
2026-02-11,54.98,58.07,1.0562022553655877,1.0597116636322679,1.0571424659939468,1.0579423956540208,58.26294726650208,58.13455371940813,58.17318844497297,-0.0033171590329495837,-0.0011110360821906219,-0.0017753895683281183,0.0,0.0,54.98,58.07,1.0562022553655877,1.059991528542074,1.0571424659939468,1.0579423956540208,58.27833423924323,58.13455371940813,58.17318844497297,-0.0035812195037415303,-0.0011110360821906219,-0.0017753895683281183
2026-02-12,53.98,56.98,1.0555761393108558,1.0597116636322679,1.056859652286941,1.0578289845588063,57.20323560286982,57.06455031435324,57.10773051740404,-0.003910134199904868,-0.0014827596691125448,-0.002239164022166005,0.0,0.0,53.98,56.98,1.0555761393108558,1.059991528542074,1.056859652286941,1.0578289845588063,57.21834271070115,57.06455031435324,57.10773051740404,-0.004174194670696762,-0.0014827596691125448,-0.002239164022166005
2026-02-13,54.35,57.41,1.0563017479300827,1.0597116636322679,1.0567699446117809,1.0576825092583981,57.59532891841376,57.44032210179524,57.493005310771125,-0.003222965067481632,-0.0005280281664840677,-0.0014447894549932073,0.0,0.0,54.35,57.41,1.0563017479300827,1.059991528542074,1.0567699446117809,1.0576825092583981,57.61053957626172,57.44032210179524,57.493005310771125,-0.0034870255382735177,-0.0005280281664840677,-0.0014447894549932073
2026-02-17,53.75,56.79,1.0565581395348838,1.0597116636322679,1.0565716127111233,1.057511884048101,56.959501920234395,56.80138452288322,56.8504348726389,-0.002980268798239464,-0.00020044694356280258,-0.0010636157526855564,0.0,0.0,53.75,56.79,1.0565581395348838,1.059991528542074,1.0565716127111233,1.057511884048101,56.97454465913648,56.80138452288322,56.8504348726389,-0.003244329269031465,-0.00020044694356280258,-0.0010636157526855564
2026-02-18,54.78,57.9,1.0569550930996714,1.0597116636322679,1.0565578129442568,1.0573974538291349,58.05100493377564,57.878992944315335,57.93050100815498,-0.002604634935791151,0.00036288199406416276,-0.000526649001678895,0.0,0.0,54.78,57.9,1.0569550930996714,1.059991528542074,1.0565578129442568,1.0573974538291349,58.066335933534816,57.878992944315335,57.93050100815498,-0.002868695406583042,0.00036288199406416276,-0.000526649001678895
2026-02-19,55.18,58.29,1.0563610003624502,1.0597116636322679,1.0565153212712457,1.0572616576934113,58.47488959922854,58.30086011826409,58.347191502291665,-0.003166872411490089,-0.00018629450515215076,-0.000980673593706425,0.0,0.0,55.18,58.29,1.0563610003624502,1.059991528542074,1.0565153212712457,1.0572616576934113,58.49033254495164,58.30086011826409,58.347191502291665,-0.003430932882282053,-0.00018629450515215076,-0.000980673593706425
2026-02-20,54.88,58.06,1.0579446064139941,1.0597116636322679,1.0566020630848343,1.0572351505371125,58.15697610013886,57.98156083136597,58.022519774214416,-0.0016688805009544732,0.001351915296878737,0.0006457514389058705,0.0,0.0,54.88,58.06,1.0579446064139941,1.059991528542074,1.0566020630848343,1.0572351505371125,58.172335086389026,57.98156083136597,58.022519774214416,-0.001932940971746453,0.001351915296878737,0.0006457514389058705
2026-02-23,55.15,58.29,1.0569356300997281,1.0597116636322679,1.0566806026206286,1.057164672436488,58.44309824931957,58.27160377912861,58.30651855212175,-0.0026230493218615232,0.0003156480423687986,-0.00028334554817579263,0.0,0.0,55.15,58.29,1.0569356300997281,1.059991528542074,1.0566806026206286,1.057164672436488,58.45853279909538,58.27160377912861,58.30651855212175,-0.0028871097926535254,0.0003156480423687986,-0.00028334554817579263
2026-02-24,55.1,58.28,1.0577132486388385,1.0597116636322679,1.056765872301813,1.0571348533568492,58.39011266613796,58.223101204396635,58.24977345125049,-0.0018875905116732027,0.0009767774340605038,0.0005187781376758167,0.0,0.0,55.1,58.28,1.0577132486388385,1.059991528542074,1.056765872301813,1.0571348533568492,58.40553322266828,58.223101204396635,58.24977345125049,-0.0021516509824651897,0.0009767774340605038,0.0005187781376758167
