date, KBE , KBWB ,KBE log rtn,KBWB log rtn, KBE div , KBE div cumsum , KBWB div , KBWB div cumsum , KBE div adjustment , KBWB div adjustment , KBE* , KBWB* , KBWB/KBE , KBWB/KBE avg , KBWB/KBE 10 dma , KBWB/KBE 20 dma , KBE x avg , KBE x 10 dma , KBE x 20 dma ,log diff KBE x avg / KBWB,log diff KBE x 10 dma / KBWB,log diff KBE x 20 dma / KBWB, KBWB*/KBE* , KBWB*/KBE* avg , KBWB*/KBE* 10 dma , KBWB*/KBE* 20 dma , KBE* x avg , KBE* x 10 dma , KBE* x 20 dma ,log diff KBE* x avg / KBWB*,log diff KBE* x 10 dma / KBWB*,log diff KBE* x 20 dma / KBWB*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71%,,,,,,,,,,,,6.78%,,,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2026, $63.3000 , $85.3300 ,-1.2091%,-1.7081%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.3000 , $85.3300 , 1.3480 , 1.3664 , 1.3548 , 1.3520 , $86.4919 , $85.7938 , $85.5332 ,1.3524%,0.5421%,0.2379%, 1.3480 , 1.3664 , 1.3548 , 1.3520 , $86.4919 , $85.7938 , $85.5332 ,1.3524%,0.5421%,0.2379%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2026, $64.0800 , $86.2200 ,1.2247%,1.0376%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.0800 , $86.2200 , 1.3455 , 1.3664 , 1.3527 , 1.3527 , $87.5576 , $86.8127 , $86.6390 ,1.5395%,0.6851%,0.4848%, 1.3455 , 1.3664 , 1.3527 , 1.3527 , $87.5576 , $86.8127 , $86.6390 ,1.5395%,0.6851%,0.4848%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2026, $64.7200 , $87.3000 ,0.9938%,1.2448%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.7200 , $87.3000 , 1.3489 , 1.3664 , 1.3508 , 1.3529 , $88.4321 , $87.5450 , $87.5435 ,1.2885%,0.2802%,0.2786%, 1.3489 , 1.3664 , 1.3508 , 1.3529 , $88.4321 , $87.5450 , $87.5435 ,1.2885%,0.2802%,0.2786%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2026, $64.1100 , $85.8600 ,-0.9470%,-1.6632%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.1100 , $85.8600 , 1.3393 , 1.3664 , 1.3496 , 1.3527 , $87.5986 , $86.6021 , $86.7315 ,2.0047%,0.8606%,1.0099%, 1.3393 , 1.3664 , 1.3496 , 1.3527 , $87.5986 , $86.6021 , $86.7315 ,2.0047%,0.8606%,1.0099%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2026, $64.0500 , $85.2400 ,-0.0936%,-0.7247%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.0500 , $85.2400 , 1.3308 , 1.3664 , 1.3476 , 1.3517 , $87.5166 , $86.4398 , $86.6376 ,2.6358%,1.3978%,1.6263%, 1.3308 , 1.3664 , 1.3476 , 1.3517 , $87.5166 , $86.4398 , $86.6376 ,2.6358%,1.3978%,1.6263%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2026, $62.9200 , $84.2400 ,-1.7800%,-1.1801%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $62.9200 , $84.2400 , 1.3388 , 1.3664 , 1.3464 , 1.3510 , $85.9726 , $84.7888 , $85.0480 ,2.0359%,0.6493%,0.9546%, 1.3388 , 1.3664 , 1.3464 , 1.3510 , $85.9726 , $84.7888 , $85.0480 ,2.0359%,0.6493%,0.9546%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2026, $62.7000 , $84.6700 ,-0.3503%,0.5091%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $62.7000 , $84.6700 , 1.3504 , 1.3664 , 1.3469 , 1.3508 , $85.6720 , $84.4168 , $84.7052 ,1.1765%,-0.2995%,0.0416%, 1.3504 , 1.3664 , 1.3469 , 1.3508 , $85.6720 , $84.4168 , $84.7052 ,1.1765%,-0.2995%,0.0416%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2026, $61.7800 , $83.5600 ,-1.4782%,-1.3196%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $61.7800 , $83.5600 , 1.3525 , 1.3664 , 1.3470 , 1.3506 , $84.4150 , $83.2144 , $83.4554 ,1.0180%,-0.4144%,-0.1253%, 1.3525 , 1.3664 , 1.3470 , 1.3506 , $84.4150 , $83.2144 , $83.4554 ,1.0180%,-0.4144%,-0.1253%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2026, $62.3800 , $84.3400 ,0.9665%,0.9291%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $62.3800 , $84.3400 , 1.3520 , 1.3664 , 1.3461 , 1.3503 , $85.2348 , $84.0231 , $84.2474 ,1.0553%,-0.3764%,-0.1099%, 1.3520 , 1.3664 , 1.3461 , 1.3503 , $85.2348 , $84.0231 , $84.2474 ,1.0553%,-0.3764%,-0.1099%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2026, $61.6800 , $83.7100 ,-1.1285%,-0.7498%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $61.6800 , $83.7100 , 1.3572 , 1.3664 , 1.3463 , 1.3509 , $84.2783 , $83.0281 , $83.2857 ,0.6766%,-0.8180%,-0.5082%, 1.3572 , 1.3664 , 1.3463 , 1.3509 , $84.2783 , $83.0281 , $83.2857 ,0.6766%,-0.8180%,-0.5082%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2026, $62.4700 , $84.3000 ,1.2727%,0.7023%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $62.4700 , $84.3000 , 1.3494 , 1.3664 , 1.3465 , 1.3506 , $85.3578 , $84.1065 , $84.3877 ,1.2469%,-0.2298%,0.1040%, 1.3494 , 1.3664 , 1.3465 , 1.3506 , $85.3578 , $84.1065 , $84.3877 ,1.2469%,-0.2298%,0.1040%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2026, $61.9800 , $83.5900 ,-0.7875%,-0.8458%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $61.9800 , $83.5900 , 1.3487 , 1.3664 , 1.3468 , 1.3497 , $84.6882 , $83.4556 , $83.7116 ,1.3053%,-0.1609%,0.1454%, 1.3487 , 1.3664 , 1.3468 , 1.3497 , $84.6882 , $83.4556 , $83.7116 ,1.3053%,-0.1609%,0.1454%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2026, $63.3600 , $85.6600 ,2.2021%,2.4462%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.3600 , $85.6600 , 1.3520 , 1.3664 , 1.3471 , 1.3490 , $86.5738 , $85.3337 , $85.5195 ,1.0612%,-0.3816%,-0.1641%, 1.3520 , 1.3664 , 1.3471 , 1.3490 , $86.5738 , $85.3337 , $85.5195 ,1.0612%,-0.3816%,-0.1641%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2026, $63.4600 , $86.1000 ,0.1577%,0.5123%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.4600 , $86.1000 , 1.3568 , 1.3664 , 1.3489 , 1.3492 , $86.7105 , $85.4879 , $85.6060 ,0.7065%,-0.7135%,-0.5755%, 1.3568 , 1.3664 , 1.3489 , 1.3492 , $86.7105 , $85.4879 , $85.6060 ,0.7065%,-0.7135%,-0.5755%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2026, $63.5400 , $86.5300 ,0.1260%,0.4982%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.5400 , $86.5300 , 1.3618 , 1.3664 , 1.3520 , 1.3498 , $86.8198 , $85.7069 , $85.7292 ,0.3343%,-0.9558%,-0.9298%, 1.3618 , 1.3664 , 1.3520 , 1.3498 , $86.8198 , $85.7069 , $85.7292 ,0.3343%,-0.9558%,-0.9298%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2026, $64.2400 , $87.2700 ,1.0956%,0.8516%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.2400 , $87.2700 , 1.3585 , 1.3664 , 1.3539 , 1.3501 , $87.7763 , $86.8501 , $86.7088 ,0.5784%,-0.4823%,-0.6451%, 1.3585 , 1.3664 , 1.3539 , 1.3501 , $87.7763 , $86.8501 , $86.7088 ,0.5784%,-0.4823%,-0.6451%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2026, $63.6000 , $86.5800 ,-1.0013%,-0.7938%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.6000 , $86.5800 , 1.3613 , 1.3664 , 1.3550 , 1.3510 , $86.9018 , $86.1099 , $85.8692 ,0.3710%,-0.5445%,-0.8244%, 1.3613 , 1.3664 , 1.3550 , 1.3510 , $86.9018 , $86.1099 , $85.8692 ,0.3710%,-0.5445%,-0.8244%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2026, $63.4800 , $86.4900 ,-0.1889%,-0.1040%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.4800 , $86.4900 , 1.3625 , 1.3664 , 1.3560 , 1.3515 , $86.7378 , $86.0167 , $85.7605 ,0.2861%,-0.5487%,-0.8470%, 1.3625 , 1.3664 , 1.3560 , 1.3515 , $86.7378 , $86.0167 , $85.7605 ,0.2861%,-0.5487%,-0.8470%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2026, $63.4900 , $87.1400 ,0.0158%,0.7487%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.4900 , $87.1400 , 1.3725 , 1.3664 , 1.3581 , 1.3521 , $86.7515 , $86.0934 , $85.8058 ,-0.4469%,-1.2084%,-1.5430%, 1.3725 , 1.3664 , 1.3581 , 1.3521 , $86.7515 , $86.0934 , $85.8058 ,-0.4469%,-1.2084%,-1.5430%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2026, $62.5300 , $86.8800 ,-1.5236%,-0.2988%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $62.5300 , $86.8800 , 1.3894 , 1.3664 , 1.3613 , 1.3538 , $85.4397 , $84.9195 , $84.5459 ,-1.6717%,-2.2824%,-2.7233%, 1.3894 , 1.3664 , 1.3613 , 1.3538 , $85.4397 , $84.9195 , $84.5459 ,-1.6717%,-2.2824%,-2.7233%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2026, $63.5200 , $88.3900 ,1.5708%,1.7231%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.5200 , $88.3900 , 1.3915 , 1.3664 , 1.3655 , 1.3560 , $86.7925 , $86.4689 , $85.9945 ,-1.8239%,-2.1975%,-2.7476%, 1.3915 , 1.3664 , 1.3655 , 1.3560 , $86.7925 , $86.4689 , $85.9945 ,-1.8239%,-2.1975%,-2.7476%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2026, $62.0700 , $87.1600 ,-2.3092%,-1.4013%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $62.0700 , $87.1600 , 1.4042 , 1.3664 , 1.3710 , 1.3589 , $84.8112 , $84.7562 , $84.1665 ,-2.7318%,-2.7967%,-3.4949%, 1.4042 , 1.3664 , 1.3710 , 1.3589 , $84.8112 , $84.7562 , $84.1665 ,-2.7318%,-2.7967%,-3.4949%,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2026, $63.9400 , $90.3400 ,2.9682%,3.5835%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $63.9400 , $90.3400 , 1.4129 , 1.3664 , 1.3771 , 1.3621 , $87.3663 , $87.6649 , $86.8899 ,-3.3470%,-3.0059%,-3.8939%, 1.4129 , 1.3664 , 1.3771 , 1.3621 , $87.3663 , $87.6649 , $86.8899 ,-3.3470%,-3.0059%,-3.8939%,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,2.97%,-3.58%,-0.62%,-0.62%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,-0.62%,1.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2026, $64.1200 , $89.5600 ,0.2811%,-0.8672%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.1200 , $89.5600 , 1.3968 , 1.3664 , 1.3811 , 1.3650 , $87.6123 , $88.3024 , $87.3397 ,-2.1988%,-1.4142%,-2.5104%, 1.3968 , 1.3664 , 1.3811 , 1.3650 , $87.6123 , $88.3024 , $87.3397 ,-2.1988%,-1.4142%,-2.5104%,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0.28%,0.87%,1.15%,0.53%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,1.15%,3.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2026, $64.2100 , $89.4400 ,0.1403%,-0.1341%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $64.2100 , $89.4400 , 1.3929 , 1.3664 , 1.3843 , 1.3681 , $87.7353 , $88.6831 , $87.6469 ,-1.9244%,-0.8498%,-2.0252%, 1.3929 , 1.3664 , 1.3843 , 1.3681 , $87.7353 , $88.6831 , $87.6469 ,-1.9244%,-0.8498%,-2.0252%,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0.14%,0.13%,0.27%,0.81%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.27%,3.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2026, $65.0900 , $90.1900 ,1.3612%,0.8351%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $65.0900 , $90.1900 , 1.3856 , 1.3664 , 1.3870 , 1.3704 , $88.9377 , $90.1010 , $89.0502 ,-1.3983%,-0.0987%,-1.2719%, 1.3856 , 1.3664 , 1.3870 , 1.3704 , $88.9377 , $90.1010 , $89.0502 ,-1.3983%,-0.0987%,-1.2719%,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1.36%,-0.84%,0.53%,1.33%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.53%,3.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2026, $65.2700 , $89.3500 ,0.2762%,-0.9357%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $65.2700 , $89.3500 , 1.3689 , 1.3664 , 1.3877 , 1.3714 , $89.1836 , $90.5272 , $89.4491 ,-0.1864%,1.3089%,0.1108%, 1.3689 , 1.3664 , 1.3877 , 1.3714 , $89.1836 , $90.5272 , $89.4491 ,-0.1864%,1.3089%,0.1108%,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0.28%,0.94%,1.21%,2.55%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,1.21%,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2026, $65.9900 , $91.0500 ,1.0971%,1.8848%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $65.9900 , $91.0500 , 1.3798 , 1.3664 , 1.3895 , 1.3727 , $90.1674 , $91.5761 , $90.4969 ,-0.9741%,0.5761%,-0.6093%, 1.3798 , 1.3664 , 1.3895 , 1.3727 , $90.1674 , $91.5761 , $90.4969 ,-0.9741%,0.5761%,-0.6093%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.55%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2026, $66.9400 , $92.6000 ,1.4293%,1.6880%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $66.9400 , $92.6000 , 1.3833 , 1.3664 , 1.3905 , 1.3743 , $91.4655 , $93.0101 , $91.8908 ,-1.2328%,0.4418%,-0.7688%, 1.3833 , 1.3664 , 1.3905 , 1.3743 , $91.4655 , $93.0101 , $91.8908 ,-1.2328%,0.4418%,-0.7688%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.55%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2026, $66.0900 , $92.0700 ,-1.2779%,-0.5740%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $66.0900 , $92.0700 , 1.3931 , 1.3664 , 1.3909 , 1.3761 , $90.3041 , $91.9006 , $90.8274 ,-1.9367%,-0.1842%,-1.3588%, 1.3931 , 1.3664 , 1.3909 , 1.3761 , $90.3041 , $91.9006 , $90.8274 ,-1.9367%,-0.1842%,-1.3588%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.55%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2026, $66.4700 , $93.5500 ,0.5733%,1.5947%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $66.4700 , $93.5500 , 1.4074 , 1.3664 , 1.3925 , 1.3790 , $90.8233 , $92.4535 , $91.4691 ,-2.9580%,-1.1790%,-2.2495%, 1.4074 , 1.3664 , 1.3925 , 1.3790 , $90.8233 , $92.4535 , $91.4691 ,-2.9580%,-1.1790%,-2.2495%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.55%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2026, $65.3600 , $93.2300 ,-1.6840%,-0.3426%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $65.3600 , $93.2300 , 1.4264 , 1.3664 , 1.3947 , 1.3829 , $89.3066 , $91.0133 , $90.1310 ,-4.2994%,-2.4064%,-3.3805%, 1.4264 , 1.3664 , 1.3947 , 1.3829 , $89.3066 , $91.0133 , $90.1310 ,-4.2994%,-2.4064%,-3.3805%,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0.00%,0.00%,0.00%,2.55%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2026, $65.7100 , $92.6400 ,0.5341%,-0.6349%, $-   , $0.3357 , $-   , $0.4898 , $-   , $-   , $65.7100 , $92.6400 , 1.4098 , 1.3664 , 1.3944 , 1.3858 , $89.7848 , $91.6465 , $90.8691 ,-3.1305%,-1.0782%,-1.9301%, 1.4098 , 1.3664 , 1.3944 , 1.3858 , $89.7848 , $91.6465 , $90.8691 ,-3.1305%,-1.0782%,-1.9301%,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0.53%,0.63%,1.17%,3.71%,,,,0,1,0,0,0,0.00%,0.00%,0.00%,2.50%,,1.17%,6.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2026, $65.9600 , $93.4800 ,0.3797%,0.9026%, $0.3509 , $0.6866 , $0.4729 , $0.9627 , $-   , $-   , $65.9600 , $93.4800 , 1.4172 , 1.3664 , 1.3965 , 1.3888 , $90.1264 , $91.9750 , $91.4057 ,-3.6534%,-1.6231%,-2.2440%, 1.4172 , 1.3664 , 1.3965 , 1.3888 , $90.1264 , $91.9750 , $91.4057 ,-3.6534%,-1.6231%,-2.2440%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,6.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2026, $66.8400 , $94.1200 ,1.3253%,0.6823%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $66.8400 , $94.1200 , 1.4081 , 1.3664 , 1.3980 , 1.3911 , $91.3288 , $93.3389 , $92.8272 ,-3.0104%,-0.8334%,-1.3831%, 1.4081 , 1.3664 , 1.3980 , 1.3911 , $91.3288 , $93.3389 , $92.8272 ,-3.0104%,-0.8334%,-1.3831%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,6.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2026, $67.4900 , $93.7300 ,0.9678%,-0.4152%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $67.4900 , $93.7300 , 1.3888 , 1.3664 , 1.3983 , 1.3926 , $92.2170 , $94.3492 , $93.8862 ,-1.6274%,0.6585%,0.1666%, 1.3888 , 1.3664 , 1.3983 , 1.3926 , $92.2170 , $94.3492 , $93.8862 ,-1.6274%,0.6585%,0.1666%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,6.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2026, $68.2200 , $94.6900 ,1.0758%,1.0190%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.2200 , $94.6900 , 1.3880 , 1.3664 , 1.4002 , 1.3940 , $93.2144 , $95.3914 , $95.0051 ,-1.5706%,0.7380%,0.3322%, 1.3880 , 1.3664 , 1.4002 , 1.3940 , $93.2144 , $95.3914 , $95.0051 ,-1.5706%,0.7380%,0.3322%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,6.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2026, $68.4200 , $93.4600 ,0.2927%,-1.3075%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.4200 , $93.4600 , 1.3660 , 1.3664 , 1.3988 , 1.3941 , $93.4877 , $95.8016 , $95.3749 ,0.0297%,2.4746%,2.0282%, 1.3660 , 1.3664 , 1.3988 , 1.3941 , $93.4877 , $95.8016 , $95.3749 ,0.0297%,2.4746%,2.0282%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,1,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,6.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
