date,FIDU,IYJ,VIS,XLI
2021-08-30,55.32,114.94,199.9,104.8
2021-08-31,55.12,114.57,199.21,104.51
2021-09-01,54.97,114.26,198.87,104.11
2021-09-02,55.54,114.98,200.92,105.23
2021-09-03,55.23,114.67,199.57,104.59
2021-09-07,54.38,113.06,196.6,102.78
2021-09-08,54.38,113.0,196.53,102.92
2021-09-09,54.09,112.47,195.7,102.42
2021-09-10,53.84,111.94,194.56,101.96
2021-09-13,53.98,111.86,195.21,102.23
2021-09-14,53.29,110.78,192.73,101.0
2021-09-15,53.83,111.75,194.84,102.11
2021-09-16,53.5,111.2,193.7,101.41
2021-09-17,52.86,109.93,191.91,100.33
2021-09-20,52.21,108.57,189.63,98.86
2021-09-21,52.03,107.97,188.74,98.34
2021-09-22,52.5,109.19,190.73,99.12
2021-09-23,53.33,111.16,193.69,100.64
2021-09-24,53.39,110.99,194.06,100.85
2021-09-27,53.56,110.9,194.74,100.95
2021-09-28,52.85,108.95,192.17,99.78
2021-09-29,52.89,108.94,191.52,99.89
2021-09-30,51.89,107.16,187.89,97.84
2021-10-01,52.65,108.98,190.79,99.18
2021-10-04,52.28,107.53,189.71,98.64
2021-10-05,52.81,108.66,191.52,99.74
2021-10-06,53.02,109.19,192.19,100.18
2021-10-07,53.55,110.18,193.95,100.96
2021-10-08,53.49,109.8,193.75,100.95
2021-10-11,53.08,108.54,192.13,100.14
2021-10-12,53.0,108.39,191.85,99.81
2021-10-13,53.14,108.48,192.35,100.02
2021-10-14,54.1,110.67,195.79,101.91
2021-10-15,54.55,112.05,197.38,102.89
2021-10-18,54.69,112.38,197.77,102.96
2021-10-19,54.98,113.18,198.68,103.57
2021-10-20,55.26,113.2,199.96,104.22
2021-10-21,55.44,113.02,200.54,104.43
2021-10-22,55.58,113.38,200.84,104.8
2021-10-25,55.83,113.86,201.79,105.04
2021-10-26,55.48,113.18,200.32,104.39
2021-10-27,54.68,110.65,197.64,103.17
2021-10-28,55.51,111.41,200.47,104.46
2021-10-29,55.53,111.24,200.65,104.49
2021-11-01,55.92,111.65,202.06,104.78
2021-11-02,56.12,111.61,202.9,105.13
2021-11-03,56.13,111.64,202.83,104.9
2021-11-04,56.37,112.04,203.68,105.32
2021-11-05,56.96,113.23,205.95,106.39
2021-11-08,57.22,113.87,206.93,106.83
2021-11-09,57.31,113.23,207.22,107.1
2021-11-10,56.95,112.97,205.88,106.5
2021-11-11,56.86,112.5,205.49,106.06
2021-11-12,57.33,113.65,207.08,106.9
2021-11-15,57.31,113.79,207.2,107.1
2021-11-16,57.46,114.29,207.5,107.12
2021-11-17,57.17,112.97,206.36,106.48
2021-11-18,56.99,112.25,205.63,106.26
2021-11-19,56.77,111.47,204.89,105.73
2021-11-22,56.86,110.7,205.25,106.02
2021-11-23,56.94,110.95,205.45,106.2
2021-11-24,56.87,111.33,205.32,106.08
2021-11-26,55.31,108.47,199.16,103.21
2021-11-29,55.42,108.71,199.76,103.39
2021-11-30,53.77,106.09,194.37,100.77
2021-12-01,53.1,104.49,191.31,99.37
2021-12-02,54.63,107.64,197.09,102.32
2021-12-03,54.43,107.1,196.3,102.2
2021-12-06,55.34,108.98,199.71,103.93
2021-12-07,55.94,110.71,201.98,104.99
2021-12-08,56.15,111.32,202.46,105.25
2021-12-09,55.79,110.89,201.29,104.92
2021-12-10,55.89,111.36,201.79,105.35
2021-12-13,55.31,110.09,199.69,104.26
2021-12-14,54.77,109.05,197.65,103.27
2021-12-15,55.3,110.2,199.51,104.17
2021-12-16,55.15,110.54,198.25,104.22
2021-12-17,54.23,108.99,195.55,102.44
2021-12-20,53.24,106.81,192.26,100.42
2021-12-21,54.47,109.47,196.6,102.42
2021-12-22,54.71,110.33,197.54,102.71
2021-12-23,55.35,111.22,199.84,103.92
2021-12-27,55.96,112.33,201.98,105.02
2021-12-28,56.09,112.63,202.51,105.55
2021-12-29,56.2,112.87,202.94,105.74
2021-12-30,56.0,112.62,202.15,105.36
2021-12-31,56.2,112.74,202.96,105.81
2022-01-03,55.88,112.7,201.71,104.94
2022-01-04,56.85,114.07,205.34,107.05
2022-01-05,56.08,112.77,202.6,106.03
2022-01-06,56.23,112.81,203.02,106.52
2022-01-07,55.97,112.24,202.28,106.49
2022-01-10,55.41,110.98,200.25,105.29
2022-01-11,55.79,112.05,201.74,105.92
2022-01-12,55.89,112.16,202.07,106.26
2022-01-13,55.91,111.8,202.18,106.49
2022-01-14,55.59,111.08,201.03,105.85
2022-01-18,54.8,109.56,198.42,104.63
2022-01-19,54.12,108.39,195.69,103.46
2022-01-20,53.44,107.34,193.13,102.14
2022-01-21,52.82,105.5,191.04,101.2
2022-01-24,53.28,105.75,192.23,101.78
2022-01-25,52.51,104.62,190.0,100.78
2022-01-26,51.99,103.84,188.17,99.9
2022-01-27,51.4,103.23,185.72,99.01
2022-01-28,51.84,105.75,187.43,99.7
2022-01-31,52.59,107.36,190.23,100.74
2022-02-01,53.35,108.93,192.98,102.13
2022-02-02,53.6,108.44,193.78,102.84
2022-02-03,52.63,106.26,190.35,101.2
2022-02-04,52.18,105.58,188.67,100.11
2022-02-07,52.19,105.2,188.89,100.19
2022-02-08,52.86,106.01,191.28,101.19
2022-02-09,53.64,107.89,194.32,102.58
2022-02-10,52.72,105.85,190.87,100.9
2022-02-11,51.83,104.27,187.61,99.36
2022-02-14,51.74,104.07,187.24,98.99
2022-02-15,52.59,105.51,190.59,100.48
2022-02-16,52.88,105.84,191.58,101.01
2022-02-17,51.9,103.58,188.02,99.16
2022-02-18,51.48,102.7,186.35,98.34
2022-02-22,50.87,101.71,184.15,97.39
2022-02-23,49.86,99.66,180.53,95.6
2022-02-24,50.66,101.0,183.46,96.82
2022-02-25,51.93,103.55,187.79,99.13
2022-02-28,52.36,103.66,189.3,99.89
2022-03-01,51.49,101.19,186.35,98.4
2022-03-02,52.67,103.0,190.36,100.5
2022-03-03,52.62,102.47,189.99,100.61
2022-03-04,52.34,101.37,189.08,100.39
2022-03-07,50.98,97.89,183.69,97.7
2022-03-08,50.82,97.52,183.16,97.1
2022-03-09,51.84,100.23,187.02,98.86
2022-03-10,51.79,99.77,186.89,98.73
2022-03-11,51.44,99.07,185.51,97.94
2022-03-14,51.43,99.23,185.55,98.27
2022-03-15,52.16,101.09,188.46,99.83
2022-03-16,53.05,103.18,191.71,101.15
2022-03-17,53.77,104.49,194.41,102.45
2022-03-18,53.89,105.67,195.29,102.84
2022-03-21,53.87,105.31,195.32,102.73
2022-03-22,54.17,106.12,196.34,103.29
2022-03-23,53.59,104.58,194.28,102.3
2022-03-24,53.96,105.22,195.1,103.08
2022-03-25,54.17,105.65,195.83,103.72
2022-03-28,54.18,105.91,195.98,103.75
2022-03-29,54.85,107.85,198.45,104.71
2022-03-30,54.6,107.06,197.49,104.59
2022-03-31,53.81,105.43,194.47,102.98
2022-04-01,53.49,105.45,193.42,102.18
2022-04-04,53.46,105.81,193.45,102.05
2022-04-05,52.59,104.3,190.16,100.6
2022-04-06,52.05,102.97,188.17,99.82
2022-04-07,52.17,102.9,188.41,100.16
2022-04-08,51.79,102.55,187.11,99.6
2022-04-11,51.63,101.75,186.64,99.28
2022-04-12,51.54,101.35,186.35,99.12
2022-04-13,52.05,102.34,188.43,100.05
2022-04-14,51.88,101.95,187.85,99.94
2022-04-18,51.66,101.62,187.1,99.59
2022-04-19,52.7,103.64,190.93,101.4
2022-04-20,53.03,104.0,191.96,101.95
2022-04-21,52.36,102.75,189.71,100.91
2022-04-22,51.08,99.81,185.16,98.43
2022-04-25,51.15,100.32,185.36,98.43
2022-04-26,49.98,97.56,181.01,96.28
2022-04-27,50.09,98.54,181.41,96.64
2022-04-28,50.72,100.65,183.9,97.73
2022-04-29,49.37,97.52,179.15,95.14
2022-05-02,49.53,97.77,179.67,95.34
2022-05-03,49.82,98.26,180.69,95.97
2022-05-04,51.21,101.39,185.68,98.75
2022-05-05,49.79,97.84,180.31,96.17
2022-05-06,49.32,96.57,178.77,95.52
2022-05-09,48.04,93.71,173.98,93.21
2022-05-10,47.7,93.2,172.8,92.6
2022-05-11,47.1,92.16,170.67,91.76
2022-05-12,47.33,92.25,171.27,91.93
2022-05-13,48.05,94.03,174.03,93.1
2022-05-16,47.93,93.56,173.56,92.97
2022-05-17,49.04,95.88,177.77,95.08
2022-05-18,47.24,92.57,171.12,91.54
2022-05-19,46.98,92.1,170.19,90.72
2022-05-20,46.51,91.62,168.59,89.74
2022-05-23,47.24,93.52,171.06,91.21
2022-05-24,47.09,92.72,170.45,91.16
2022-05-25,47.45,93.49,171.68,91.69
2022-05-26,48.43,95.53,175.35,93.55
2022-05-27,49.45,97.81,179.23,95.47
2022-05-31,49.08,97.02,177.71,94.7
2022-06-01,48.79,96.26,176.68,94.12
2022-06-02,49.84,98.44,180.5,95.92
2022-06-03,49.66,97.75,179.7,95.55
2022-06-06,49.93,98.26,180.71,95.95
2022-06-07,50.53,99.36,183.02,97.24
2022-06-08,49.63,97.82,179.59,95.48
2022-06-09,48.73,95.32,176.24,93.6
2022-06-10,47.24,92.2,170.79,90.84
2022-06-13,45.64,88.92,164.99,88.11
2022-06-14,45.5,88.7,164.4,87.89
2022-06-15,46.0,89.76,166.13,88.74
2022-06-16,44.24,86.15,159.78,85.78
2022-06-17,44.06,86.43,159.81,85.56
2022-06-21,44.78,87.85,162.4,86.74
2022-06-22,44.6,87.53,161.79,86.26
2022-06-23,44.5,87.52,160.77,85.82
2022-06-24,46.03,90.86,166.34,88.82
2022-06-27,46.03,90.53,166.36,88.61
2022-06-28,45.4,88.94,164.12,87.58
2022-06-29,45.08,88.51,162.94,87.07
2022-06-30,45.2,88.13,163.34,87.34
2022-07-01,45.64,89.15,164.94,88.1
2022-07-05,45.11,88.57,163.04,86.78
2022-07-06,45.29,88.92,163.64,87.28
2022-07-07,45.95,90.02,165.98,88.31
2022-07-08,45.76,89.67,165.35,87.91
2022-07-11,45.36,89.06,163.85,87.32
2022-07-12,45.19,88.83,163.29,87.05
2022-07-13,44.72,88.11,161.69,85.99
2022-07-14,44.4,87.54,160.59,85.5
2022-07-15,45.09,89.2,163.11,86.84
2022-07-18,44.9,88.65,162.37,86.32
2022-07-19,46.52,91.83,168.4,89.4
2022-07-20,46.97,92.63,169.95,90.09
2022-07-21,47.34,93.72,171.16,90.74
2022-07-22,47.13,93.33,170.34,90.45
2022-07-25,47.33,93.64,171.03,90.88
2022-07-26,47.06,92.88,170.03,90.39
2022-07-27,47.88,94.47,173.04,91.79
2022-07-28,49.04,96.23,177.02,93.71
2022-07-29,50.03,97.84,180.6,95.64
2022-08-01,50.08,97.86,180.93,95.74
2022-08-02,49.67,96.78,179.43,94.73
2022-08-03,50.14,98.03,181.04,95.62
2022-08-04,50.38,98.25,181.87,95.97
2022-08-05,50.5,98.35,182.26,96.12
2022-08-08,50.54,98.29,182.49,96.09
2022-08-09,50.2,97.55,181.39,95.74
2022-08-10,51.43,99.85,185.78,97.84
2022-08-11,51.67,100.18,186.58,98.36
2022-08-12,52.47,101.66,189.54,99.84
2022-08-15,52.66,102.13,190.16,100.08
2022-08-16,52.89,102.55,190.84,100.53
2022-08-17,52.36,101.46,188.93,99.73
2022-08-18,52.58,101.86,189.64,100.13
2022-08-19,51.82,100.49,186.84,98.84
2022-08-22,50.76,98.35,183.08,96.96
2022-08-23,50.81,98.17,183.24,97.14
2022-08-24,51.06,98.45,184.14,97.46
2022-08-25,51.82,100.04,187.1,98.95
2022-08-26,50.05,96.44,180.66,95.52
2022-08-29,49.81,95.86,179.74,95.09
2022-08-30,49.11,94.79,177.32,93.72
2022-08-31,48.71,93.96,175.81,92.93
2022-09-01,48.67,93.96,175.64,93.06
2022-09-02,48.18,92.97,173.95,92.16
2022-09-06,48.3,93.02,174.29,92.31
2022-09-07,49.18,94.71,177.52,93.79
2022-09-08,49.34,95.16,178.11,94.07
2022-09-09,50.09,96.65,180.76,95.29
2022-09-12,50.44,97.47,182.02,95.86
2022-09-13,48.53,93.62,175.36,92.25
2022-09-14,48.44,93.27,174.95,92.07
2022-09-15,47.91,92.22,173.24,91.11
2022-09-16,46.79,90.45,169.5,89.21
2022-09-19,47.37,91.41,171.94,89.99
2022-09-20,46.75,90.25,169.64,88.87
2022-09-21,46.22,88.82,167.5,87.69
2022-09-22,45.4,87.28,164.49,86.37
2022-09-23,44.5,85.87,161.36,84.75
2022-09-26,44.04,84.49,159.48,83.86
2022-09-27,43.89,84.08,159.16,83.58
2022-09-28,44.97,86.01,162.27,85.42
2022-09-29,44.12,84.64,159.06,83.94
2022-09-30,43.68,83.78,157.54,82.84
2022-10-03,44.97,86.11,162.35,85.34
2022-10-04,46.6,89.16,168.18,88.31
2022-10-05,46.39,89.13,167.42,87.83
2022-10-06,45.92,88.14,165.69,86.82
2022-10-07,44.92,86.23,162.05,85.16
2022-10-10,45.08,86.0,162.53,85.46
2022-10-11,44.98,85.44,162.14,85.44
2022-10-12,44.61,84.86,160.93,84.77
2022-10-13,45.49,86.85,164.2,86.64
2022-10-14,44.39,84.9,160.22,84.74
2022-10-17,45.44,87.05,164.26,86.59
2022-10-18,46.56,88.84,168.06,88.68
2022-10-19,46.07,87.85,166.41,88.05
2022-10-20,45.23,86.57,163.29,86.32
2022-10-21,46.42,88.71,167.55,88.69
2022-10-24,46.99,89.68,169.84,89.87
2022-10-25,47.73,91.32,172.37,91.08
2022-10-26,47.87,92.02,172.86,91.4
2022-10-27,48.29,92.62,174.53,92.47
2022-10-28,49.4,94.81,178.52,94.62
2022-10-31,49.28,94.13,177.93,94.35
2022-11-01,49.35,94.17,178.2,94.26
2022-11-02,48.32,91.76,174.39,92.6
2022-11-03,48.7,91.0,175.78,93.57
2022-11-04,49.37,92.56,178.26,95.07
2022-11-07,49.91,93.86,180.41,96.09
2022-11-08,50.32,94.83,181.5,96.93
2022-11-09,49.53,93.05,178.67,95.58
2022-11-10,51.81,98.15,187.15,99.59
2022-11-11,51.84,98.63,187.17,99.53
2022-11-14,51.49,97.94,185.88,98.92
2022-11-15,52.0,98.81,187.53,99.6
2022-11-16,51.57,97.94,185.88,98.88
2022-11-17,51.35,97.48,185.37,98.71
2022-11-18,51.71,98.05,186.68,99.44
2022-11-21,51.91,97.89,187.13,99.76
2022-11-22,52.25,99.07,188.49,100.53
2022-11-23,52.47,99.55,189.21,100.91
2022-11-25,52.67,100.0,189.92,101.3
2022-11-28,51.68,98.19,186.31,99.46
2022-11-29,51.88,98.34,187.3,100.07
2022-11-30,52.79,100.63,190.79,101.72
2022-12-01,52.86,100.88,190.71,101.75
2022-12-02,53.15,101.21,191.74,102.33
2022-12-05,52.18,99.32,188.37,100.62
2022-12-06,51.54,97.83,186.0,99.43
2022-12-07,51.46,97.83,185.73,99.3
2022-12-08,51.73,98.54,186.82,99.89
2022-12-09,51.34,97.81,185.23,99.07
2022-12-12,52.12,99.59,188.11,100.77
2022-12-13,52.46,99.88,189.13,101.15
2022-12-14,52.34,99.47,188.79,100.96
2022-12-15,50.99,96.7,183.09,98.52
2022-12-16,50.53,95.87,182.11,98.1
2022-12-19,50.18,95.05,180.85,97.12
2022-12-20,50.27,95.37,181.16,97.24
2022-12-21,51.18,96.92,184.43,99.07
2022-12-22,50.48,95.64,181.86,97.81
2022-12-23,50.74,96.24,182.83,98.39
2022-12-27,50.88,96.52,183.29,98.69
2022-12-28,50.22,95.35,180.75,97.4
2022-12-29,50.95,96.83,183.5,98.6
2022-12-30,50.71,96.46,182.64,98.21
2023-01-03,50.86,96.76,183.08,98.42
2023-01-04,51.32,97.94,184.8,99.29
2023-01-05,50.69,96.66,182.76,98.22
2023-01-06,52.06,99.3,187.64,100.91
2023-01-09,51.95,99.33,187.14,100.46
2023-01-10,52.27,99.87,188.69,101.01
2023-01-11,52.85,101.06,190.5,101.98
2023-01-12,53.15,101.65,191.86,102.58
2023-01-13,53.23,101.55,192.0,102.46
2023-01-17,52.8,101.05,190.7,101.59
2023-01-18,51.92,99.29,187.51,99.68
2023-01-19,50.88,97.69,183.81,97.63
2023-01-20,51.7,99.52,186.67,98.99
2023-01-23,52.29,100.58,188.87,100.07
2023-01-24,52.58,100.83,189.81,100.73
2023-01-25,52.37,100.45,189.13,100.17
2023-01-26,52.67,100.8,190.11,100.72
2023-01-27,52.92,101.53,191.07,101.14
2023-01-30,52.39,100.54,189.02,100.15
2023-01-31,53.4,102.26,192.81,101.85
2023-02-01,53.97,103.09,194.73,102.59
2023-02-02,54.45,104.26,196.68,103.39
2023-02-03,54.18,103.53,195.6,102.85
2023-02-06,53.98,102.86,194.94,102.6
2023-02-07,54.21,103.59,195.87,102.92
2023-02-08,53.91,102.64,194.61,102.34
2023-02-09,53.39,101.93,192.67,101.42
2023-02-10,53.63,102.22,193.65,102.14
2023-02-13,54.17,103.1,195.45,103.07
2023-02-14,54.08,102.88,195.15,102.79
2023-02-15,54.53,103.52,196.68,103.43
2023-02-16,54.03,102.32,194.9,102.36
2023-02-17,54.3,102.31,195.9,103.03
2023-02-21,52.98,100.04,191.04,100.67
2023-02-22,52.9,99.87,190.99,100.42
2023-02-23,53.2,100.33,191.94,100.89
2023-02-24,52.83,99.63,190.71,100.31
2023-02-27,53.27,100.24,192.2,101.2
2023-02-28,53.16,100.12,191.84,100.97
2023-03-01,53.39,100.28,192.72,101.37
2023-03-02,53.97,101.29,194.78,102.56
2023-03-03,54.58,102.7,196.87,103.67
2023-03-06,54.29,102.54,195.92,103.48
2023-03-07,53.68,100.97,193.78,102.15
2023-03-08,53.77,101.09,194.17,102.39
2023-03-09,52.94,99.6,190.93,100.88
2023-03-10,51.82,97.37,187.0,99.0
2023-03-13,51.4,96.31,185.32,98.44
2023-03-14,52.11,97.77,187.74,99.48
2023-03-15,50.84,95.68,182.97,97.03
2023-03-16,51.41,96.75,185.19,98.28
2023-03-17,50.27,95.26,181.58,96.67
2023-03-20,50.99,96.44,184.1,97.55
2023-03-21,51.69,97.94,186.72,98.68
2023-03-22,50.67,96.16,182.94,96.79
2023-03-23,50.51,95.9,182.48,96.51
2023-03-24,50.64,96.02,182.52,96.91
2023-03-27,51.08,96.83,183.97,97.72
2023-03-28,51.31,97.1,184.97,98.22
2023-03-29,52.01,98.5,187.41,99.65
2023-03-30,52.17,98.75,187.94,99.86
2023-03-31,52.89,100.16,190.51,101.18
2023-04-03,53.01,100.41,191.04,101.36
2023-04-04,51.68,98.52,186.27,99.09
2023-04-05,50.99,97.48,183.65,97.8
2023-04-06,50.89,97.29,183.36,97.77
2023-04-10,51.46,97.95,185.51,98.66
2023-04-11,51.82,98.66,186.81,99.25
2023-04-12,52.02,98.75,187.43,99.58
2023-04-13,52.28,99.57,188.19,99.95
2023-04-14,52.19,99.47,187.93,99.83
2023-04-17,52.55,100.1,189.51,100.62
2023-04-18,52.77,100.37,190.08,101.1
2023-04-19,52.69,100.26,190.05,101.02
2023-04-20,52.72,100.07,189.84,100.84
2023-04-21,52.55,99.99,189.5,100.61
2023-04-24,52.71,100.1,189.77,100.85
2023-04-25,51.76,98.23,186.48,98.99
2023-04-26,50.75,96.77,182.94,97.12
2023-04-27,51.84,98.6,186.79,99.04
2023-04-28,52.32,99.71,188.55,100.0
2023-05-01,52.65,99.9,189.7,100.54
2023-05-02,52.23,98.47,188.2,99.49
2023-05-03,52.09,98.13,187.86,99.11
2023-05-04,51.42,97.22,185.31,98.03
2023-05-05,52.29,99.02,188.67,99.51
2023-05-08,52.18,98.76,188.17,99.15
2023-05-09,52.24,98.59,188.33,99.37
2023-05-10,52.17,98.18,188.06,99.01
2023-05-11,51.88,97.82,186.97,98.41
2023-05-12,51.87,97.8,187.01,98.48
2023-05-15,52.21,98.46,188.06,98.96
2023-05-16,51.48,97.27,185.46,97.62
2023-05-17,52.28,98.85,188.53,99.3
2023-05-18,52.73,99.71,190.2,100.02
2023-05-19,52.55,99.31,189.32,99.78
2023-05-22,52.59,99.44,189.63,99.76
2023-05-23,51.96,97.99,187.27,98.56
2023-05-24,51.3,96.72,184.84,97.29
2023-05-25,51.46,96.9,185.68,97.61
2023-05-26,51.93,98.01,187.2,98.34
2023-05-30,51.85,97.73,186.92,98.19
2023-05-31,51.12,96.6,184.11,96.85
2023-06-01,51.75,97.91,186.52,98.09
2023-06-02,53.38,100.64,192.55,100.94
2023-06-05,52.99,99.75,191.06,100.24
2023-06-06,53.46,100.76,192.88,100.87
2023-06-07,54.32,101.58,195.95,102.49
2023-06-08,54.42,101.37,196.25,102.67
2023-06-09,54.25,101.19,195.61,102.4
2023-06-12,54.65,102.05,197.32,103.13
2023-06-13,55.27,102.86,199.44,104.33
2023-06-14,55.03,102.46,198.58,104.05
2023-06-15,55.82,104.01,201.62,105.62
2023-06-16,55.54,103.79,201.18,105.45
2023-06-20,55.2,103.1,200.0,104.25
2023-06-21,55.53,103.33,201.16,104.83
