date,FUTY,IDU,VPU,XLU
2021-08-30,44.24,84.56,149.57,34.31
2021-08-31,44.21,84.47,149.54,34.27
2021-09-01,44.78,85.61,151.37,34.72
2021-09-02,45.14,86.24,152.64,35.035
2021-09-03,44.73,85.54,151.44,34.745
2021-09-07,44.16,84.41,149.51,34.285
2021-09-08,44.95,85.94,151.98,34.9
2021-09-09,44.69,85.46,151.17,34.71
2021-09-10,44.04,84.22,148.93,34.225
2021-09-13,43.98,84.16,148.72,34.165
2021-09-14,43.81,83.77,148.08,34.05
2021-09-15,43.76,83.64,147.99,34.005
2021-09-16,43.34,83.02,146.61,33.72
2021-09-17,42.44,81.77,144.62,33.2
2021-09-20,42.28,81.58,144.18,32.89
2021-09-21,42.21,81.41,143.79,32.8
2021-09-22,42.17,81.39,143.76,32.78
2021-09-23,42.04,81.11,143.27,32.605
2021-09-24,41.98,80.52,143.0,32.57
2021-09-27,41.51,79.65,141.48,32.185
2021-09-28,40.99,78.65,139.75,31.78
2021-09-29,41.54,79.55,140.35,32.195
2021-09-30,41.16,78.94,139.14,31.94
2021-10-01,41.19,79.02,139.21,31.94
2021-10-04,41.8,79.85,141.17,32.38
2021-10-05,41.75,79.77,140.99,32.3
2021-10-06,42.34,80.94,143.08,32.8
2021-10-07,42.18,80.73,142.53,32.625
2021-10-08,41.89,80.33,141.52,32.385
2021-10-11,41.3,79.32,139.68,31.945
2021-10-12,41.6,79.89,140.62,32.16
2021-10-13,42.11,80.8,142.31,32.535
2021-10-14,42.62,81.82,143.94,32.935
2021-10-15,42.54,81.61,143.66,32.84
2021-10-18,42.12,80.89,142.33,32.525
2021-10-19,42.61,81.88,143.94,32.935
2021-10-20,43.26,83.09,146.1,33.455
2021-10-21,43.24,83.18,146.03,33.455
2021-10-22,43.42,83.68,146.87,33.625
2021-10-25,43.33,83.21,146.33,33.48
2021-10-26,43.52,83.49,146.95,33.66
2021-10-27,43.21,82.93,146.09,33.435
2021-10-28,43.5,83.5,147.04,33.655
2021-10-29,43.29,83.25,146.26,33.455
2021-11-01,43.51,83.5,146.91,33.575
2021-11-02,43.48,83.56,146.95,33.605
2021-11-03,43.4,83.23,146.63,33.48
2021-11-04,43.17,82.86,145.8,33.295
2021-11-05,43.56,83.5,147.03,33.61
2021-11-08,42.96,82.45,145.08,33.11
2021-11-09,43.17,82.83,145.83,33.28
2021-11-10,43.48,83.54,146.97,33.55
2021-11-11,43.28,83.11,146.28,33.345
2021-11-12,43.24,83.15,146.16,33.325
2021-11-15,43.8,84.07,147.93,33.765
2021-11-16,43.55,83.77,147.29,33.605
2021-11-17,43.6,83.94,147.43,33.635
2021-11-18,43.39,83.39,146.59,33.46
2021-11-19,43.64,83.81,147.51,33.65
2021-11-22,43.93,84.25,148.4,33.855
2021-11-23,43.99,84.36,148.6,33.89
2021-11-24,43.96,84.4,148.66,33.91
2021-11-26,43.27,83.11,146.18,33.38
2021-11-29,43.85,84.32,148.2,33.875
2021-11-30,42.56,81.72,143.93,32.885
2021-12-01,42.65,81.79,144.1,32.945
2021-12-02,43.25,82.97,146.11,33.365
2021-12-03,43.58,83.49,147.24,33.7
2021-12-06,44.32,84.79,149.82,34.215
2021-12-07,44.63,85.42,150.73,34.47
2021-12-08,44.64,85.4,150.75,34.435
2021-12-09,44.52,85.16,150.42,34.39
2021-12-10,44.74,85.58,151.06,34.575
2021-12-13,45.25,85.95,152.73,35.0
2021-12-14,44.98,85.31,151.88,34.79
2021-12-15,45.68,86.67,154.33,35.36
2021-12-16,45.88,87.12,153.91,35.54
2021-12-17,44.98,85.81,151.84,35.005
2021-12-20,44.93,85.69,151.95,34.765
2021-12-21,44.94,85.73,151.77,34.715
2021-12-22,45.15,86.11,152.39,34.865
2021-12-23,45.12,86.16,152.38,34.86
2021-12-27,45.35,86.58,153.03,35.03
2021-12-28,45.72,87.31,154.34,35.345
2021-12-29,45.97,87.83,155.16,35.535
2021-12-30,46.16,88.04,155.79,35.665
2021-12-31,46.32,88.43,156.4,35.79
2022-01-03,45.9,87.48,155.01,35.435
2022-01-04,45.77,87.4,154.73,35.325
2022-01-05,45.65,87.02,154.33,35.305
2022-01-06,45.22,86.25,152.78,34.94
2022-01-07,45.58,86.86,153.91,35.205
2022-01-10,45.25,86.27,152.87,34.975
2022-01-11,44.88,85.57,151.54,34.66
2022-01-12,45.05,85.89,151.96,34.77
2022-01-13,45.18,86.12,152.6,34.94
2022-01-14,44.98,85.68,151.85,34.7
2022-01-18,44.4,84.57,150.05,34.285
2022-01-19,44.59,84.86,150.55,34.44
2022-01-20,44.56,84.79,150.54,34.485
2022-01-21,44.48,84.56,150.09,34.42
2022-01-24,44.03,83.78,149.02,34.09
2022-01-25,43.46,82.6,146.67,33.555
2022-01-26,43.15,81.92,145.7,33.28
2022-01-27,43.4,82.37,146.62,33.575
2022-01-28,43.97,83.48,148.39,33.98
2022-01-31,44.78,85.01,151.15,34.625
2022-02-01,44.19,83.98,149.12,34.165
2022-02-02,44.75,85.05,151.33,34.67
2022-02-03,44.57,84.41,150.37,34.515
2022-02-04,44.19,83.87,149.1,34.24
2022-02-07,44.1,83.68,148.91,34.19
2022-02-08,44.15,83.81,149.19,34.215
2022-02-09,44.36,84.23,149.76,34.365
2022-02-10,43.23,82.12,145.91,33.495
2022-02-11,43.22,82.0,145.88,33.515
2022-02-14,42.89,81.33,144.75,33.23
2022-02-15,42.68,81.0,144.14,33.075
2022-02-16,42.78,81.22,144.52,33.15
2022-02-17,42.86,81.21,144.63,33.17
2022-02-18,42.74,80.98,144.22,33.11
2022-02-22,42.68,80.8,144.06,33.075
2022-02-23,41.94,79.56,141.64,32.515
2022-02-24,42.39,80.27,143.14,32.775
2022-02-25,43.66,82.7,147.39,33.79
2022-02-28,43.93,83.14,148.33,33.965
2022-03-01,43.54,82.53,146.84,33.67
2022-03-02,44.06,83.56,148.8,34.08
2022-03-03,44.79,84.97,151.28,34.68
2022-03-04,45.75,86.78,154.42,35.445
2022-03-07,46.23,87.59,156.0,35.905
2022-03-08,45.61,86.21,153.93,35.35
2022-03-09,45.3,85.78,152.91,35.1
2022-03-10,45.6,86.42,153.92,35.335
2022-03-11,45.37,86.0,153.37,35.215
2022-03-14,45.38,86.06,153.21,35.175
2022-03-15,45.91,87.21,155.06,35.625
2022-03-16,45.89,87.12,155.0,35.56
2022-03-17,46.05,87.45,155.53,35.71
2022-03-18,45.38,86.93,154.19,35.405
2022-03-21,45.65,87.27,155.21,35.405
2022-03-22,45.68,87.33,155.31,35.455
2022-03-23,45.73,87.34,155.37,35.505
2022-03-24,46.16,87.77,155.94,35.87
2022-03-25,46.86,89.01,158.27,36.39
2022-03-28,47.15,89.58,159.25,36.625
2022-03-29,47.59,90.41,160.79,36.965
2022-03-30,47.96,91.11,162.04,37.27
2022-03-31,47.92,91.0,161.81,37.23
2022-04-01,48.59,92.24,164.12,37.75
2022-04-04,48.19,91.57,162.75,37.46
2022-04-05,48.46,91.97,163.68,37.695
2022-04-06,49.39,93.61,166.71,38.445
2022-04-07,49.28,93.6,166.36,38.35
2022-04-08,49.41,93.89,166.95,38.48
2022-04-11,48.73,92.55,164.57,37.955
2022-04-12,48.93,92.89,165.26,38.1
2022-04-13,48.85,92.71,165.03,38.025
2022-04-14,48.77,92.52,164.85,38.045
2022-04-18,48.56,92.06,164.0,37.84
2022-04-19,48.87,92.67,165.07,38.085
2022-04-20,49.3,93.48,166.55,38.395
2022-04-21,48.55,92.09,163.99,37.76
2022-04-22,47.74,90.56,161.29,37.125
2022-04-25,47.35,89.81,159.95,36.87
2022-04-26,46.91,89.35,158.45,36.5
2022-04-27,46.68,89.16,157.59,36.325
2022-04-28,47.18,90.13,159.44,36.73
2022-04-29,45.82,87.41,154.73,35.63
2022-05-02,45.34,86.49,153.11,35.265
2022-05-03,45.57,86.87,153.84,35.4
2022-05-04,46.58,88.83,157.42,36.19
2022-05-05,46.07,87.88,155.68,35.82
2022-05-06,46.44,88.46,156.84,36.105
2022-05-09,46.06,87.58,155.54,35.835
2022-05-10,45.51,86.43,153.58,35.4
2022-05-11,45.8,87.07,154.7,35.655
2022-05-12,45.37,86.12,153.44,35.295
2022-05-13,45.91,87.2,155.08,35.715
2022-05-16,46.1,87.49,155.7,35.825
2022-05-17,46.59,88.44,157.44,36.195
2022-05-18,46.19,87.44,155.99,35.845
2022-05-19,46.14,87.41,155.85,35.77
2022-05-20,46.21,87.62,156.1,35.87
2022-05-23,46.72,88.61,157.92,36.3
2022-05-24,47.59,90.24,160.78,37.025
2022-05-25,47.65,90.21,160.9,37.0
2022-05-26,47.76,90.44,161.31,37.105
2022-05-27,48.49,91.99,163.8,37.685
2022-05-31,47.86,90.67,161.71,37.165
2022-06-01,47.78,90.61,161.39,37.105
2022-06-02,48.13,91.23,162.54,37.355
2022-06-03,47.94,90.94,161.8,37.175
2022-06-06,48.14,91.14,162.66,37.34
2022-06-07,48.47,91.76,163.63,37.565
2022-06-08,47.53,89.98,160.58,36.83
2022-06-09,46.44,87.42,156.82,35.945
2022-06-10,46.05,86.64,155.61,35.67
2022-06-13,43.86,82.68,148.31,34.03
2022-06-14,42.77,80.63,144.53,33.17
2022-06-15,43.08,81.16,145.54,33.385
2022-06-16,42.21,79.54,142.64,32.74
2022-06-17,41.6,78.85,141.44,32.435
2022-06-21,42.34,80.37,143.95,32.79
2022-06-22,42.75,81.1,145.44,33.135
2022-06-23,43.72,82.92,147.54,33.915
2022-06-24,44.47,84.32,150.1,34.505
2022-06-27,44.88,85.05,151.48,34.785
2022-06-28,44.68,84.7,150.94,34.655
2022-06-29,44.67,84.69,150.81,34.68
2022-06-30,45.13,85.6,152.35,35.065
2022-07-01,46.26,87.74,156.22,35.925
2022-07-05,44.69,84.74,150.81,34.7
2022-07-06,45.11,85.62,152.34,35.06
2022-07-07,45.11,85.64,152.29,35.025
2022-07-08,44.98,85.34,151.83,34.91
2022-07-11,45.2,85.75,152.59,35.13
2022-07-12,45.01,85.38,151.84,34.96
2022-07-13,44.84,85.0,151.35,34.815
2022-07-14,44.84,85.04,151.24,34.815
2022-07-15,44.96,85.21,151.85,34.88
2022-07-18,44.4,84.15,149.9,34.395
2022-07-19,44.74,84.81,151.01,34.615
2022-07-20,44.16,83.93,149.05,34.155
2022-07-21,44.23,84.17,149.3,34.245
2022-07-22,44.8,85.15,151.21,34.715
2022-07-25,45.4,86.17,153.24,35.15
2022-07-26,45.65,86.57,154.08,35.36
2022-07-27,45.7,86.91,154.36,35.39
2022-07-28,47.31,89.98,159.69,36.66
2022-07-29,47.74,90.79,161.05,36.975
2022-08-01,47.75,90.77,161.13,37.015
2022-08-02,47.67,90.63,160.83,36.94
2022-08-03,47.95,91.24,161.78,37.17
2022-08-04,48.0,91.43,162.02,37.25
2022-08-05,47.78,91.18,161.26,37.115
2022-08-08,47.9,91.43,161.66,37.17
2022-08-09,48.4,92.3,163.35,37.585
2022-08-10,48.62,92.75,164.16,37.75
2022-08-11,48.62,92.81,164.15,37.745
2022-08-12,49.44,94.33,166.83,38.36
2022-08-15,49.88,95.11,168.36,38.68
2022-08-16,50.01,95.4,168.64,38.79
2022-08-17,49.92,95.25,168.45,38.725
2022-08-18,50.11,95.5,168.99,38.87
2022-08-19,50.04,95.35,168.77,38.85
2022-08-22,49.31,94.06,166.46,38.32
2022-08-23,49.01,93.57,165.37,38.09
2022-08-24,49.19,93.93,165.96,38.21
2022-08-25,49.54,94.54,167.11,38.445
2022-08-26,48.77,93.04,164.57,37.855
2022-08-29,48.9,93.33,164.99,37.97
2022-08-30,48.15,92.02,162.43,37.415
2022-08-31,47.86,91.46,161.51,37.17
2022-09-01,48.52,92.62,163.67,37.705
2022-09-02,48.02,91.72,162.09,37.3
2022-09-06,48.06,91.9,162.25,37.395
2022-09-07,49.55,94.7,167.21,38.565
2022-09-08,49.52,94.73,167.09,38.535
2022-09-09,49.71,95.06,167.72,38.69
2022-09-12,50.2,95.89,169.41,39.06
2022-09-13,48.89,93.34,164.83,38.02
2022-09-14,49.3,94.12,166.3,38.33
2022-09-15,48.1,92.03,162.37,37.375
2022-09-16,47.59,91.67,161.81,37.235
2022-09-19,48.23,92.83,163.95,37.48
2022-09-20,47.53,91.54,161.63,36.935
2022-09-21,46.91,90.33,159.38,36.43
2022-09-22,46.71,89.86,158.91,36.3
2022-09-23,46.13,88.74,156.79,35.88
2022-09-26,45.1,86.25,153.23,35.015
2022-09-27,44.28,84.81,150.39,34.425
2022-09-28,44.8,85.79,150.85,34.795
2022-09-29,43.05,82.56,144.98,33.4
2022-09-30,42.22,81.13,142.26,32.755
2022-10-03,43.47,83.5,146.45,33.715
2022-10-04,44.42,85.24,149.6,34.43
2022-10-05,43.43,83.42,146.29,33.665
2022-10-06,42.06,80.68,141.62,32.555
2022-10-07,41.15,78.93,138.6,31.88
2022-10-10,41.22,78.99,138.86,31.935
2022-10-11,41.14,78.83,138.7,31.82
2022-10-12,39.83,76.38,134.2,30.76
2022-10-13,40.83,78.22,137.49,31.53
2022-10-14,40.24,77.0,135.6,31.075
2022-10-17,41.07,78.66,138.44,31.725
2022-10-18,41.81,80.06,140.88,32.305
2022-10-19,41.29,79.16,139.1,31.885
2022-10-20,40.26,77.22,135.65,31.08
2022-10-21,41.0,78.56,138.09,31.655
2022-10-24,41.31,79.2,139.14,31.92
2022-10-25,42.17,80.78,142.0,32.56
2022-10-26,42.16,80.64,142.05,32.545
2022-10-27,42.49,81.12,143.24,32.805
2022-10-28,43.66,83.08,147.02,33.705
2022-10-31,43.3,82.51,145.74,33.39
2022-11-01,43.43,82.71,146.28,33.52
2022-11-02,42.97,81.86,144.79,33.195
2022-11-03,43.15,82.31,145.35,33.34
2022-11-04,43.4,82.64,146.23,33.545
2022-11-07,42.62,81.34,143.66,32.905
2022-11-08,42.93,82.06,144.68,33.135
2022-11-09,42.61,81.34,143.55,32.875
2022-11-10,44.58,85.03,150.3,34.425
2022-11-11,44.11,84.06,148.73,34.04
2022-11-14,43.63,83.12,147.02,33.635
2022-11-15,44.11,83.9,148.59,34.005
2022-11-16,44.47,84.67,149.82,34.31
2022-11-17,43.7,83.33,147.25,33.71
2022-11-18,44.62,84.99,150.35,34.425
2022-11-21,44.88,85.46,151.19,34.58
2022-11-22,45.27,86.16,152.5,34.875
2022-11-23,45.74,87.04,154.09,35.265
2022-11-25,46.03,87.48,155.1,35.47
2022-11-28,45.52,86.69,153.35,35.105
2022-11-29,45.16,86.13,152.23,34.845
2022-11-30,46.28,88.24,156.0,35.715
2022-12-01,46.15,88.18,155.57,35.685
2022-12-02,45.96,87.9,154.89,35.515
2022-12-05,45.71,87.41,153.88,35.315
2022-12-06,45.93,87.66,154.81,35.535
2022-12-07,45.78,87.27,154.23,35.37
2022-12-08,46.01,87.77,155.14,35.6
2022-12-09,45.83,87.4,154.43,35.415
2022-12-12,46.79,89.16,157.64,36.225
2022-12-13,46.97,88.87,158.16,36.335
2022-12-14,46.87,88.82,158.01,36.29
2022-12-15,46.26,87.59,154.75,35.85
2022-12-16,45.23,86.16,152.16,35.24
2022-12-19,45.03,85.67,151.62,34.815
2022-12-20,45.08,85.69,151.73,34.825
2022-12-21,45.71,86.86,153.85,35.31
2022-12-22,45.41,86.22,152.82,35.095
2022-12-23,45.88,87.17,154.33,35.455
2022-12-27,46.16,87.64,155.23,35.675
2022-12-28,45.74,86.74,153.86,35.335
2022-12-29,46.06,87.38,155.06,35.59
2022-12-30,45.58,86.54,153.36,35.25
2023-01-03,45.59,86.5,153.39,35.25
2023-01-04,46.04,87.31,154.9,35.57
2023-01-05,45.04,85.35,151.49,34.8
2023-01-06,45.96,87.13,154.58,35.5
2023-01-09,46.22,87.64,155.46,35.74
2023-01-10,46.27,87.49,155.68,35.75
2023-01-11,46.68,88.37,156.95,36.04
2023-01-12,46.48,87.7,156.27,35.795
2023-01-13,46.23,87.42,155.47,35.665
2023-01-17,46.12,87.29,155.16,35.615
2023-01-18,45.05,85.27,151.55,34.76
2023-01-19,44.6,84.45,150.03,34.41
2023-01-20,44.83,84.95,150.87,34.615
2023-01-23,44.9,85.03,151.02,34.625
2023-01-24,45.13,85.42,151.76,34.8
2023-01-25,44.58,84.45,149.92,34.33
2023-01-26,44.72,84.65,150.5,34.445
2023-01-27,44.72,84.65,150.47,34.445
2023-01-30,44.47,84.34,149.64,34.29
2023-01-31,44.85,84.99,150.94,34.545
2023-02-01,45.0,85.19,151.4,34.605
2023-02-02,45.14,85.23,151.85,34.68
2023-02-03,44.25,83.69,148.95,33.955
2023-02-06,44.57,84.35,149.95,34.245
2023-02-07,44.56,84.25,149.86,34.23
2023-02-08,43.76,82.92,147.23,33.655
2023-02-09,43.15,81.93,145.21,33.195
2023-02-10,44.02,83.44,148.0,33.855
2023-02-13,44.26,83.86,148.95,34.06
2023-02-14,44.02,83.45,148.14,33.915
2023-02-15,44.33,84.0,149.09,34.135
2023-02-16,44.01,83.54,148.08,33.875
2023-02-17,44.47,84.44,149.78,34.24
2023-02-21,43.65,82.86,146.9,33.6
2023-02-22,43.51,82.54,146.36,33.47
2023-02-23,43.31,82.13,145.65,33.295
2023-02-24,43.26,82.04,145.56,33.305
2023-02-27,42.98,81.55,144.65,33.08
2023-02-28,42.3,80.31,142.27,32.5
2023-03-01,41.59,79.04,140.05,31.965
2023-03-02,42.32,80.37,142.37,32.57
2023-03-03,43.01,81.61,144.66,33.125
2023-03-06,43.21,82.03,145.42,33.285
2023-03-07,42.55,80.83,143.13,32.74
2023-03-08,42.87,81.4,144.22,32.99
2023-03-09,42.49,80.81,142.99,32.725
2023-03-10,41.81,79.47,140.73,32.21
2023-03-13,42.38,80.65,142.64,32.705
2023-03-14,43.0,81.81,144.76,33.135
2023-03-15,43.5,82.71,146.45,33.585
2023-03-16,43.8,83.3,147.45,33.81
2023-03-17,43.01,82.38,146.0,33.485
2023-03-20,43.36,83.08,147.24,33.5
2023-03-21,42.55,81.64,144.3,32.825
2023-03-22,41.68,80.02,141.42,32.18
2023-03-23,41.24,78.75,139.89,31.85
2023-03-24,42.52,80.99,143.14,32.845
2023-03-27,42.57,81.02,143.27,32.885
2023-03-28,42.7,81.33,143.75,32.975
2023-03-29,43.3,82.46,145.77,33.455
2023-03-30,43.45,83.03,146.36,33.6
2023-03-31,43.82,83.71,147.52,33.845
2023-04-03,43.49,83.13,146.39,33.615
2023-04-04,43.67,83.48,147.06,33.785
2023-04-05,44.81,85.32,150.86,34.66
2023-04-06,45.1,85.89,151.9,34.905
2023-04-10,45.06,85.73,151.62,34.835
2023-04-11,45.11,85.9,151.76,34.865
2023-04-12,45.01,85.85,151.51,34.83
2023-04-13,45.02,85.91,151.53,34.835
2023-04-14,44.49,85.01,149.73,34.445
2023-04-17,44.75,85.45,150.6,34.635
2023-04-18,44.5,85.04,149.83,34.455
2023-04-19,44.84,85.61,150.95,34.72
2023-04-20,44.82,85.63,150.87,34.71
2023-04-21,44.97,85.81,151.32,34.81
2023-04-24,45.15,86.19,152.05,34.985
2023-04-25,45.09,86.14,151.73,34.95
2023-04-26,44.01,84.19,148.21,34.13
2023-04-27,44.56,85.11,149.95,34.54
2023-04-28,44.49,85.22,149.73,34.49
2023-05-01,44.55,85.37,149.97,34.55
2023-05-02,44.0,84.42,148.13,34.13
2023-05-03,43.89,84.18,147.74,34.035
2023-05-04,44.21,84.65,148.79,34.295
2023-05-05,44.49,85.2,149.77,34.515
2023-05-08,44.39,85.02,149.39,34.41
2023-05-09,44.33,84.91,149.16,34.365
2023-05-10,44.69,85.74,150.61,34.68
2023-05-11,44.26,84.84,148.98,34.325
2023-05-12,44.48,85.25,149.85,34.515
2023-05-15,43.98,84.26,148.0,34.08
2023-05-16,43.02,82.51,144.74,33.325
2023-05-17,42.93,82.27,144.42,33.205
2023-05-18,42.78,81.94,143.9,33.105
2023-05-19,42.67,81.81,143.7,33.055
2023-05-22,42.73,81.86,143.77,33.065
2023-05-23,42.61,81.6,143.37,32.95
2023-05-24,42.33,81.07,142.5,32.735
2023-05-25,41.76,80.03,140.52,32.295
2023-05-26,41.79,80.02,140.6,32.295
2023-05-30,41.65,79.78,140.07,32.17
2023-05-31,41.97,80.41,141.32,32.465
2023-06-01,41.71,80.01,140.39,32.225
2023-06-02,42.2,80.9,141.95,32.56
2023-06-05,42.33,81.15,142.35,32.715
2023-06-06,42.33,81.13,142.48,32.69
2023-06-07,43.08,81.95,144.93,33.245
2023-06-08,43.23,82.27,145.52,33.39
2023-06-09,42.97,81.83,144.57,33.195
2023-06-12,42.88,81.78,144.3,33.135
2023-06-13,42.82,81.65,144.2,33.13
2023-06-14,42.77,81.59,143.99,33.11
2023-06-15,43.22,82.43,145.56,33.47
2023-06-16,43.12,82.85,146.24,33.65
2023-06-20,42.62,81.98,144.47,32.99
2023-06-21,42.96,82.59,145.56,33.255
2023-06-22,42.63,82.03,144.54,33.0
2023-06-23,41.96,80.9,142.19,32.515
2023-06-26,42.35,81.66,143.61,32.835
2023-06-27,42.41,81.84,143.7,32.845
2023-06-28,41.81,80.7,141.7,32.36
2023-06-29,41.8,80.8,140.63,32.36
2023-06-30,42.28,81.75,142.17,32.72
2023-07-03,42.53,82.19,143.21,32.965
2023-07-05,43.01,83.05,144.69,33.34
2023-07-06,42.48,82.11,142.94,32.935
2023-07-07,42.17,81.54,141.83,32.695
2023-07-10,42.0,81.28,141.28,32.555
2023-07-11,42.53,82.16,142.99,32.96
2023-07-12,43.16,83.2,145.13,33.44
2023-07-13,43.32,83.45,145.67,33.555
2023-07-14,43.13,83.09,145.1,33.425
2023-07-17,42.67,82.32,143.53,33.04
2023-07-18,42.37,81.74,142.59,32.785
2023-07-19,42.81,82.54,144.05,33.12
2023-07-20,43.55,84.1,146.54,33.725
2023-07-21,44.18,85.26,148.54,34.23
2023-07-24,44.03,84.97,148.14,34.14
2023-07-25,44.1,85.08,148.43,34.2
2023-07-26,44.11,84.83,148.47,34.2
2023-07-27,43.33,83.41,145.8,33.595
2023-07-28,43.23,83.23,145.39,33.52
2023-07-31,43.28,83.28,145.59,33.535
2023-08-01,42.72,82.37,143.76,33.125
2023-08-02,42.72,82.43,143.83,33.125
2023-08-03,41.81,80.6,140.58,32.37
2023-08-04,41.35,79.69,139.05,31.995
2023-08-07,41.37,79.75,139.18,31.99
2023-08-08,41.52,80.02,139.59,32.14
