date,ANGL,BNDX,BWX,CMF,CWB,EMB,FALN,IAGG,ICVT,IGOV,PFF,PFFD,VTEC,VWOB
2021-09-23,33.33,57.28,29.14,62.4,87.93,111.4,30.34,55.31,102.74,52.16,39.24,26.0,,79.19
2021-09-24,33.28,57.14,29.0,62.4,87.82,110.94,30.32,55.22,102.72,51.92,39.08,25.88,,78.73
2021-09-27,33.24,57.11,28.98,62.37,87.53,110.61,30.29,55.22,102.57,51.82,38.95,25.82,,78.59
2021-09-28,33.02,56.99,28.81,62.17,85.75,109.98,30.11,55.06,100.41,51.49,38.55,25.58,,78.16
2021-09-29,33.1,57.03,28.6,62.14,85.34,110.08,30.16,55.14,99.67,51.17,38.95,25.8,,78.24
2021-09-30,33.05,56.96,28.73,62.08,85.35,110.06,30.11,55.02,99.74,51.35,38.81,25.76,,78.3
2021-10-01,32.98,57.02,28.8,62.04,85.78,109.69,30.04,55.18,100.58,51.5,38.64,25.75,,77.97
2021-10-04,32.89,56.95,28.79,62.0,84.53,109.16,29.99,55.08,99.04,51.55,38.37,25.54,,77.59
2021-10-05,32.84,56.77,28.67,62.01,85.18,109.23,29.96,54.93,99.63,51.33,38.36,25.37,,77.73
2021-10-06,32.83,56.85,28.65,62.0,85.43,109.0,29.94,54.94,99.73,51.21,38.48,25.48,,77.55
2021-10-07,32.82,56.75,28.62,61.96,86.09,109.12,29.92,54.92,101.01,51.19,38.49,25.47,,77.64
2021-10-08,32.67,56.66,28.53,61.94,85.68,108.85,29.76,54.82,100.3,51.12,38.49,25.47,,77.37
2021-10-11,32.56,56.59,28.33,61.85,85.2,108.55,29.68,54.69,99.83,50.86,38.45,25.38,,77.16
2021-10-12,32.72,56.57,28.41,61.98,85.81,108.9,29.78,54.79,100.55,50.85,38.59,25.57,,77.29
2021-10-13,32.82,56.78,28.61,61.95,86.42,109.59,29.86,54.87,101.42,51.17,38.81,25.7,,77.89
2021-10-14,32.97,56.96,28.71,62.0,87.21,110.06,29.98,55.03,102.06,51.44,39.09,25.88,,78.13
2021-10-15,32.92,56.84,28.59,61.96,87.33,109.93,29.95,54.9,102.22,51.29,38.96,25.79,,78.04
2021-10-18,32.92,56.69,28.57,61.98,87.54,109.57,29.95,54.87,102.44,51.16,39.0,25.77,,77.86
2021-10-19,32.93,56.64,28.59,61.93,87.9,109.49,29.96,54.73,102.88,51.2,38.97,25.75,,77.83
2021-10-20,32.91,56.63,28.65,61.96,88.15,109.55,29.95,54.74,102.97,51.31,39.17,25.9,,77.84
2021-10-21,32.95,56.54,28.51,61.82,88.54,109.08,29.98,54.71,103.38,51.1,39.14,25.89,,77.53
2021-10-22,32.89,56.66,28.66,61.83,87.84,109.51,29.94,54.78,102.38,51.28,39.06,25.83,,77.79
2021-10-25,32.94,56.69,28.59,61.86,87.99,109.59,30.03,54.8,102.81,51.21,39.2,25.87,,77.9
2021-10-26,33.01,56.72,28.6,61.79,87.75,109.82,30.09,54.83,102.21,51.19,39.23,25.9,,78.06
2021-10-27,33.04,56.98,28.71,61.91,86.96,110.47,30.1,55.07,101.28,51.41,39.22,25.93,,78.42
2021-10-28,33.15,56.85,28.76,61.93,87.93,110.26,30.18,54.93,102.41,51.56,39.23,25.92,,78.29
2021-10-29,33.08,56.67,28.58,62.0,87.98,109.89,30.13,54.87,102.42,51.11,39.37,25.97,,78.0
2021-11-01,32.93,56.62,28.5,61.85,88.82,109.23,30.0,54.83,103.46,51.22,39.3,26.03,,77.59
2021-11-02,32.98,56.83,28.56,61.92,88.52,109.37,30.06,54.97,102.96,51.25,39.34,26.03,,77.7
2021-11-03,33.05,56.77,28.57,62.0,88.51,109.2,30.12,55.0,102.94,51.4,39.27,25.93,,77.51
2021-11-04,33.14,56.98,28.61,62.04,88.77,109.99,30.2,55.13,103.1,51.4,39.4,25.98,,78.05
2021-11-05,33.35,57.22,28.77,62.1,89.14,110.82,30.33,55.45,103.74,51.65,39.41,26.0,,78.65
2021-11-08,33.3,57.04,28.75,62.14,89.51,110.72,30.3,55.3,104.33,51.62,39.32,25.95,,78.67
2021-11-09,33.41,57.3,28.89,62.3,89.34,110.92,30.37,55.42,104.35,51.87,39.26,25.92,,78.73
2021-11-10,33.23,57.0,28.47,62.25,88.11,109.3,30.2,55.14,102.78,51.06,38.89,25.68,,77.72
2021-11-11,33.18,56.92,28.39,62.21,88.49,109.3,30.14,55.14,103.16,51.01,38.89,25.64,,77.6
2021-11-12,33.12,57.01,28.48,62.2,88.94,109.58,30.15,55.23,103.59,51.05,38.87,25.65,,77.72
2021-11-15,33.02,56.94,28.26,62.14,88.74,109.29,30.01,55.04,103.49,50.71,38.85,25.57,,77.63
2021-11-16,33.04,56.86,28.18,62.05,89.07,109.04,30.07,55.14,103.7,50.5,38.8,25.57,,77.47
2021-11-17,33.01,56.95,28.29,62.07,88.26,109.16,30.05,55.16,102.56,50.65,38.79,25.55,,77.59
2021-11-18,32.99,57.0,28.37,62.12,87.63,109.44,30.02,55.2,101.66,50.88,38.82,25.55,,77.78
2021-11-19,33.01,57.22,28.33,62.22,87.26,109.41,30.04,55.35,101.09,50.79,38.86,25.55,,77.78
2021-11-22,32.82,57.04,28.02,62.19,86.08,108.28,29.86,55.15,99.69,50.33,38.59,25.44,,77.1
2021-11-23,32.71,56.74,27.99,62.07,85.42,107.6,29.76,55.01,98.93,50.07,38.54,25.38,,76.56
2021-11-24,32.73,56.81,27.94,62.18,86.09,107.77,29.73,55.08,99.83,49.98,38.66,25.44,,76.71
2021-11-26,32.44,57.15,28.29,62.29,85.35,106.57,29.47,55.3,97.94,50.63,38.37,25.27,,75.86
2021-11-29,32.59,57.06,28.23,62.3,85.26,107.49,29.63,55.29,98.48,50.64,38.58,25.36,,76.48
2021-11-30,32.42,57.23,28.36,62.37,83.95,107.47,29.5,55.49,97.17,50.87,38.41,25.25,,76.53
2021-12-01,32.36,57.25,28.4,62.33,82.08,107.86,29.4,55.47,89.01,50.88,38.32,25.28,,76.77
2021-12-02,32.51,57.28,28.35,62.28,82.74,108.5,29.54,55.49,89.48,50.8,38.51,25.44,,77.22
2021-12-03,32.56,57.37,28.33,62.31,81.64,108.64,29.57,55.64,88.11,50.92,38.29,25.24,,77.27
2021-12-06,32.66,57.34,28.35,62.24,81.93,108.74,29.61,55.59,88.53,50.8,38.52,25.36,,77.47
2021-12-07,32.85,57.21,28.39,62.24,83.63,109.32,29.79,55.55,90.39,50.83,38.8,25.51,,77.75
2021-12-08,32.92,57.15,28.42,62.28,84.58,109.16,29.88,55.48,91.54,50.97,38.85,25.48,,77.61
2021-12-09,32.79,57.31,28.39,62.26,83.31,109.09,29.78,55.5,90.02,50.95,38.65,25.42,,77.6
2021-12-10,32.86,57.31,28.43,62.27,83.31,109.11,29.82,55.63,89.64,50.98,38.69,25.42,,77.61
2021-12-13,32.87,57.44,28.38,62.36,82.55,109.56,29.82,55.71,88.77,50.89,38.72,25.41,,77.95
2021-12-14,32.85,57.41,28.3,62.37,81.85,109.28,29.78,55.64,87.95,50.72,38.51,25.27,,77.81
2021-12-15,32.94,57.33,28.34,62.34,82.63,108.93,29.87,55.58,88.54,50.87,38.72,25.38,,77.52
2021-12-16,32.88,57.24,28.46,62.23,81.49,108.67,29.76,55.01,86.93,50.77,38.84,25.53,,77.61
2021-12-17,32.83,57.4,28.34,62.33,81.31,108.48,29.73,55.05,87.64,50.53,38.75,25.48,,77.51
2021-12-20,32.77,57.35,28.28,62.31,80.7,107.9,29.66,55.01,86.86,50.47,38.53,25.33,,77.21
2021-12-21,32.92,57.06,28.21,62.27,82.49,108.22,29.78,54.77,88.9,50.27,38.83,25.48,,77.32
2021-12-22,33.04,57.1,28.27,62.3,82.79,108.34,29.91,54.77,89.25,50.44,39.03,25.61,,77.44
2021-12-23,33.07,55.36,28.24,62.29,83.27,108.5,29.98,54.66,89.65,50.35,39.0,25.62,,77.31
2021-12-27,33.12,55.35,28.26,62.28,83.29,108.9,30.0,54.64,89.84,50.25,39.03,25.63,,77.48
2021-12-28,33.14,55.33,28.15,62.32,82.8,108.8,29.98,54.62,89.21,50.24,39.09,25.67,,77.56
2021-12-29,32.93,55.11,28.16,62.21,82.74,108.69,29.9,54.48,88.97,50.17,39.17,25.7,,77.52
2021-12-30,32.94,55.16,28.14,62.3,83.02,109.2,29.92,54.58,89.62,50.11,39.33,25.68,,77.84
2021-12-31,32.97,55.16,28.27,62.33,82.96,109.06,29.97,54.53,89.18,50.29,39.43,25.76,,77.66
2022-01-03,32.87,54.99,27.93,62.27,82.66,107.98,29.9,54.31,89.29,49.76,39.14,25.61,,76.89
2022-01-04,32.8,55.0,27.93,62.19,81.93,107.92,29.85,54.3,88.1,49.8,38.94,25.45,,76.97
2022-01-05,32.46,54.89,27.81,62.13,80.3,106.89,29.53,54.24,86.6,49.74,38.58,25.2,,76.06
2022-01-06,32.47,54.77,27.76,62.02,80.33,106.79,29.53,54.19,86.23,49.47,38.79,25.37,,76.0
2022-01-07,32.35,54.78,27.83,61.98,79.7,106.58,29.41,54.13,85.88,49.7,38.63,25.35,,75.79
2022-01-10,32.35,54.73,27.86,61.8,79.98,106.22,29.43,54.03,85.91,49.66,38.61,25.26,,75.68
2022-01-11,32.51,54.75,27.91,61.74,80.68,106.44,29.63,54.05,86.97,49.83,38.81,25.41,,75.73
2022-01-12,32.55,54.82,28.14,61.73,80.72,106.22,29.62,54.09,86.98,50.26,38.88,25.44,,75.67
2022-01-13,32.46,54.91,28.22,61.74,79.51,105.86,29.58,54.24,85.66,50.38,38.85,25.45,,75.51
2022-01-14,32.41,54.77,28.08,61.61,79.22,104.93,29.51,54.1,85.38,50.01,38.62,25.35,,74.92
2022-01-18,32.16,54.5,27.78,61.41,78.01,103.96,29.29,53.91,84.12,49.38,38.32,25.15,,74.25
2022-01-19,32.13,54.5,27.91,61.41,77.4,104.66,29.32,53.93,83.64,49.63,38.3,25.18,,74.61
2022-01-20,32.04,54.65,27.85,61.38,77.41,105.03,29.21,54.02,83.37,49.52,38.16,25.1,,74.99
2022-01-21,32.0,54.76,27.97,61.25,75.94,105.59,29.2,54.12,82.14,49.75,38.06,25.03,,75.24
2022-01-24,31.98,54.77,27.9,61.01,76.0,104.88,29.2,54.16,82.1,49.63,38.02,25.0,,74.75
2022-01-25,31.85,54.63,27.83,60.97,74.97,105.04,29.05,54.06,81.12,49.55,37.71,24.87,,74.89
2022-01-26,31.68,54.44,27.51,60.76,74.62,104.49,28.84,53.89,80.93,49.12,37.39,24.62,,74.44
2022-01-27,31.55,54.56,27.55,60.58,74.0,105.08,28.7,54.06,80.22,48.83,36.93,24.21,,74.88
2022-01-28,31.63,54.6,27.42,60.4,74.79,105.41,28.75,53.97,80.93,48.78,37.05,24.32,,75.06
2022-01-31,31.61,54.4,27.53,60.45,76.82,105.38,28.76,53.8,82.73,48.98,37.65,24.67,,75.08
2022-02-01,31.62,54.31,27.6,60.56,77.29,105.28,28.76,53.83,83.84,49.17,37.56,24.65,,75.02
2022-02-02,31.65,54.35,27.7,60.68,76.85,105.76,28.75,53.83,83.07,49.28,37.33,24.51,,75.34
2022-02-03,31.34,54.0,27.63,60.78,75.6,104.85,28.47,53.46,81.56,49.24,37.06,24.2,,74.89
2022-02-04,31.09,53.8,27.53,60.59,76.61,104.35,28.26,53.3,82.71,49.03,36.76,23.97,,74.43
2022-02-07,31.07,53.66,27.47,60.69,76.52,104.23,28.33,53.23,83.1,48.94,36.71,23.93,,74.32
2022-02-08,31.05,53.5,27.34,60.49,76.99,103.96,28.27,53.1,83.73,48.65,36.59,23.77,,74.06
2022-02-09,31.2,53.64,27.5,60.51,78.51,104.33,28.4,53.21,85.35,48.81,36.78,23.95,,74.39
2022-02-10,30.8,53.26,27.24,60.08,78.11,102.96,28.11,52.86,85.17,48.42,36.28,23.58,,73.45
2022-02-11,30.73,53.5,27.31,60.08,76.93,102.36,28.05,53.14,83.62,48.54,35.91,23.25,,73.03
2022-02-14,30.64,53.23,27.16,59.94,76.47,102.75,28.01,52.87,83.43,48.03,35.66,23.11,,73.33
2022-02-15,30.61,53.22,27.21,59.85,77.66,103.14,27.99,52.82,84.85,48.24,35.91,23.27,,73.48
2022-02-16,30.83,53.33,27.32,59.85,77.44,103.44,28.1,52.95,84.59,48.45,36.17,23.47,,73.72
2022-02-17,30.72,53.42,27.37,60.08,76.09,102.96,28.04,53.03,83.06,48.44,35.95,23.37,,73.43
2022-02-18,30.73,53.59,27.4,60.09,75.4,103.0,28.04,53.15,82.04,48.38,36.03,23.45,,73.53
2022-02-22,30.65,53.36,27.33,60.1,74.52,101.7,27.97,52.92,80.8,48.33,35.84,23.34,,72.62
2022-02-23,30.49,53.34,27.23,60.08,73.65,99.99,27.84,52.84,79.81,48.13,35.65,23.23,,71.57
2022-02-24,30.66,53.38,27.0,60.14,74.83,98.98,27.99,52.9,81.34,47.96,35.85,23.37,,71.02
2022-02-25,30.79,53.31,27.19,60.12,76.16,100.17,28.08,52.93,82.43,48.1,36.27,23.59,,71.75
2022-02-28,30.9,53.67,27.2,60.17,75.9,99.2,28.14,53.07,83.06,48.29,36.4,23.68,,71.15
2022-03-01,30.78,54.23,27.19,60.29,75.6,97.32,27.99,53.57,82.44,48.64,36.04,23.56,,69.7
2022-03-02,30.79,53.79,26.92,60.11,76.14,97.11,28.01,53.01,83.07,48.16,36.19,23.64,,69.7
2022-03-03,30.7,53.63,26.95,60.06,75.35,96.69,27.96,53.09,82.1,48.02,36.15,23.49,,69.56
2022-03-04,30.48,54.06,26.9,60.02,74.3,94.61,27.77,53.37,80.69,48.02,35.84,23.31,,68.14
2022-03-07,30.2,53.88,26.68,59.92,72.84,93.87,27.52,53.27,78.81,47.56,35.49,23.04,,67.86
2022-03-08,30.06,53.35,26.52,59.63,72.71,94.69,27.44,53.02,78.79,47.27,35.36,23.03,,68.31
2022-03-09,30.26,53.16,26.61,59.56,74.08,95.61,27.57,52.83,80.72,47.55,35.75,23.11,,69.01
2022-03-10,30.09,52.93,26.44,59.42,73.96,95.75,27.4,52.62,80.19,47.11,35.58,23.06,,68.98
2022-03-11,29.94,53.02,26.29,59.35,72.79,95.01,27.29,52.66,78.78,46.9,35.37,22.92,,68.4
2022-03-14,29.63,52.62,26.03,58.75,71.53,94.81,27.07,52.38,77.44,46.41,34.86,22.56,,68.11
2022-03-15,29.89,52.66,26.04,58.75,72.49,95.38,27.28,52.43,77.93,46.62,35.21,22.72,,68.56
2022-03-16,30.24,52.67,26.29,58.86,74.06,97.33,27.62,52.44,80.07,46.88,35.7,22.98,,69.68
2022-03-17,30.4,52.75,26.41,58.98,74.86,97.95,27.73,52.45,81.07,47.03,35.95,23.21,,69.99
2022-03-18,30.49,52.83,26.38,59.02,75.96,97.55,27.81,52.6,82.48,46.98,36.17,23.36,,69.81
2022-03-21,30.14,52.6,26.06,58.71,75.61,95.84,27.52,52.2,81.95,46.57,35.89,23.08,,68.64
2022-03-22,30.2,52.42,26.09,58.62,76.49,95.67,27.56,52.05,83.13,46.44,35.81,23.08,,68.59
2022-03-23,30.15,52.51,26.12,58.56,75.94,95.75,27.52,52.2,82.42,46.54,35.75,23.01,,68.72
2022-03-24,30.17,52.43,26.0,58.4,76.62,96.13,27.53,52.02,83.3,46.3,35.86,23.09,,68.86
2022-03-25,29.97,52.23,25.88,58.19,76.52,95.91,27.39,51.91,82.85,46.11,35.62,22.93,,68.68
2022-03-28,30.1,52.2,25.82,58.05,76.86,96.84,27.49,52.02,83.28,45.96,35.91,23.05,,69.45
2022-03-29,30.58,52.12,25.86,58.08,77.85,97.79,27.84,51.94,84.5,46.19,36.29,23.38,,70.13
2022-03-30,30.47,52.1,26.05,58.2,77.57,97.86,27.76,51.9,84.0,46.44,36.34,23.4,,69.86
2022-03-31,30.4,52.44,26.03,58.18,76.95,97.76,27.76,52.13,83.32,46.45,36.42,23.5,,69.86
2022-04-01,30.29,52.32,25.9,58.09,77.22,97.73,27.65,52.27,83.74,46.3,36.2,23.34,,69.93
2022-04-04,30.53,52.44,25.97,58.06,78.0,98.11,27.85,52.2,84.61,46.2,36.26,23.36,,70.12
2022-04-05,30.11,51.99,25.71,57.88,76.71,96.53,27.51,51.88,83.27,45.62,35.68,22.89,,69.05
2022-04-06,29.88,51.87,25.51,57.73,75.91,96.24,27.35,51.78,82.09,45.41,35.49,22.75,,68.91
2022-04-07,29.76,51.79,25.44,57.59,75.8,95.96,27.19,51.72,81.83,45.21,35.64,22.88,,68.6
2022-04-08,29.56,51.69,25.36,57.38,75.38,95.13,27.03,51.57,81.42,45.09,35.4,22.68,,67.93
2022-04-11,29.34,51.37,25.0,57.08,74.86,94.0,26.84,51.4,81.39,44.79,35.04,22.39,,67.23
2022-04-12,29.49,51.5,25.24,57.11,74.84,94.35,26.99,51.41,81.22,44.7,34.99,22.44,,67.4
2022-04-13,29.63,51.51,25.25,57.0,75.85,94.59,27.14,51.48,82.41,44.9,35.09,22.42,,67.58
2022-04-14,29.43,51.35,25.16,56.75,75.35,93.71,26.95,51.34,81.84,44.58,34.93,22.3,,67.0
2022-04-18,29.33,51.33,25.03,56.62,74.77,93.66,26.87,51.22,81.19,44.36,34.77,22.24,,66.95
2022-04-19,29.28,51.23,24.86,56.39,75.37,93.29,26.83,51.09,81.84,43.99,34.77,22.16,,66.76
2022-04-20,29.36,51.31,25.03,56.68,74.77,93.93,26.88,51.32,81.25,44.52,35.0,22.36,,67.11
2022-04-21,29.12,51.12,24.83,56.55,73.65,93.08,26.69,51.1,79.75,44.18,34.56,22.1,,66.51
2022-04-22,28.96,51.03,24.66,56.51,72.56,92.09,26.57,51.01,78.49,43.85,34.33,21.87,,65.88
2022-04-25,29.19,51.23,24.74,56.48,72.93,93.17,26.76,51.21,79.21,43.79,34.41,21.97,,66.55
2022-04-26,29.0,51.32,24.7,56.45,71.52,92.53,26.63,51.27,77.74,43.77,34.1,21.88,,66.28
2022-04-27,28.93,51.17,24.44,56.54,71.26,92.28,26.5,51.34,77.43,43.4,33.87,21.6,,65.95
2022-04-28,29.05,51.05,24.12,56.49,72.09,92.45,26.64,51.21,78.08,43.06,34.23,21.94,,66.13
2022-04-29,28.65,50.83,24.2,56.39,70.93,90.88,26.3,50.93,77.08,42.92,33.95,21.73,,65.06
2022-05-02,28.55,50.66,24.03,56.18,70.93,90.02,26.18,50.76,77.37,42.68,33.31,21.28,,64.42
2022-05-03,28.6,50.73,24.1,56.19,71.14,90.4,26.3,50.76,77.31,42.7,33.42,21.35,,64.75
2022-05-04,28.96,50.83,24.42,56.27,72.15,91.95,26.57,51.0,78.11,43.11,34.16,21.75,,65.75
2022-05-05,28.43,50.56,24.04,56.16,70.09,90.57,26.09,50.69,75.97,42.45,33.5,21.37,,64.89
2022-05-06,28.28,50.27,23.92,55.85,68.84,89.35,25.96,50.5,74.18,42.16,33.14,21.09,,64.07
2022-05-09,28.02,50.37,23.78,55.77,66.33,88.56,25.7,50.64,70.93,42.25,32.68,20.71,,63.52
2022-05-10,28.17,50.66,23.82,55.7,66.09,89.0,25.8,50.7,70.67,42.27,32.89,20.96,,63.79
2022-05-11,28.02,50.83,23.81,55.66,64.96,89.39,25.71,50.9,69.65,42.49,32.79,20.82,,64.0
2022-05-12,28.08,51.0,23.93,55.62,64.99,89.45,25.7,51.18,69.31,42.41,32.82,20.99,,64.04
2022-05-13,28.14,50.84,23.81,55.54,66.67,89.3,25.72,51.0,71.4,42.33,33.13,21.13,,64.1
2022-05-16,28.12,50.91,23.88,55.62,66.3,88.82,25.69,51.0,70.98,42.49,33.31,21.33,,63.7
2022-05-17,28.04,50.61,23.91,55.41,67.78,89.14,25.59,50.78,72.81,42.56,33.37,21.29,,64.03
2022-05-18,27.82,50.71,23.98,55.47,66.73,88.57,25.37,50.83,72.22,42.38,32.97,21.06,,63.62
2022-05-19,28.02,50.7,24.21,55.6,66.64,89.05,25.56,50.91,71.94,42.94,33.1,21.18,,63.88
2022-05-20,28.06,50.72,24.19,55.78,66.9,89.63,25.56,50.84,72.16,42.8,32.96,21.11,,64.3
2022-05-23,28.07,50.6,24.29,55.94,67.24,89.69,25.56,50.73,72.2,43.02,33.12,21.16,,64.43
2022-05-24,28.32,50.69,24.5,56.46,65.98,90.47,25.76,50.9,71.2,43.29,33.3,21.35,,64.96
2022-05-25,28.62,50.84,24.43,56.88,66.77,91.27,26.03,50.93,71.57,43.25,33.85,21.75,,65.4
2022-05-26,29.0,50.74,24.37,57.08,67.99,91.57,26.38,50.96,73.08,43.22,34.25,22.03,,65.58
2022-05-27,29.34,50.83,24.45,57.4,69.17,91.72,26.64,51.0,74.37,43.26,34.97,22.48,,65.85
2022-05-31,29.09,50.45,24.31,57.43,68.73,91.25,26.46,50.6,73.66,42.9,34.75,22.25,,65.51
2022-06-01,28.86,50.28,24.0,57.44,68.29,90.75,26.29,50.43,73.42,42.57,34.47,22.25,,65.1
2022-06-02,28.98,50.16,24.28,57.54,69.4,91.63,26.41,50.32,74.66,42.76,34.64,22.26,,65.62
2022-06-03,28.73,50.02,24.02,57.45,68.76,91.01,26.22,50.2,73.91,42.48,34.52,22.11,,65.19
2022-06-06,28.52,49.89,23.94,57.32,68.92,89.81,26.04,50.02,74.2,42.14,34.44,22.01,,64.39
2022-06-07,28.63,49.98,23.93,57.35,69.51,90.34,26.12,50.17,74.64,42.29,34.64,22.23,,64.77
2022-06-08,28.37,49.76,23.72,57.13,69.22,89.45,25.89,49.98,74.38,41.97,34.39,22.09,,64.13
2022-06-09,28.14,49.47,23.4,56.86,68.21,88.71,25.72,49.85,73.36,41.31,33.91,21.78,,63.65
2022-06-10,27.51,49.19,23.18,56.56,66.89,87.22,25.16,49.61,72.19,40.85,33.3,21.34,,62.65
2022-06-13,26.53,48.47,22.64,55.37,64.09,84.91,24.32,49.11,68.94,39.93,32.21,20.58,,60.88
2022-06-14,26.88,48.35,22.55,55.46,63.98,84.87,24.57,48.84,68.88,39.5,32.11,20.58,,60.78
2022-06-15,27.33,48.91,22.86,55.79,65.21,87.41,24.94,49.39,70.5,40.44,32.82,20.95,,62.55
2022-06-16,26.98,48.6,23.1,55.8,63.06,85.47,24.69,48.9,68.08,40.47,32.02,20.54,,61.27
2022-06-17,27.13,48.82,22.84,55.78,63.26,85.93,24.81,49.3,68.26,40.25,32.05,20.54,,61.57
2022-06-21,27.07,48.47,22.7,55.53,64.21,85.68,24.79,48.98,69.61,39.97,32.42,20.84,,61.45
2022-06-22,27.17,48.79,23.01,55.86,64.37,85.81,24.82,49.32,69.49,40.46,32.49,20.96,,61.51
2022-06-23,27.39,49.27,23.22,55.96,65.02,86.38,25.01,49.76,70.09,40.87,32.64,21.07,,61.9
2022-06-24,27.51,49.22,23.19,56.16,66.06,86.49,25.13,49.63,71.36,40.96,32.99,21.25,,62.0
2022-06-27,27.35,48.93,23.1,56.01,66.13,85.31,24.98,49.32,71.11,40.73,32.99,21.22,,61.36
2022-06-28,27.13,48.87,22.92,56.03,65.24,84.66,24.76,49.3,70.18,40.35,32.83,21.19,,61.03
2022-06-29,27.01,49.21,23.0,56.25,65.1,84.97,24.65,49.55,70.02,40.41,32.91,21.28,,61.13
2022-06-30,27.02,49.54,23.16,56.46,64.56,85.32,24.62,49.81,69.36,40.89,32.88,21.21,,61.3
2022-07-01,27.13,49.81,23.24,56.46,64.79,86.15,24.74,50.22,69.54,41.2,33.02,21.44,,61.82
2022-07-05,27.08,49.74,23.05,56.62,65.18,85.47,24.68,50.17,70.05,40.55,32.93,21.39,,61.38
2022-07-06,26.99,49.75,22.86,56.65,64.94,84.78,24.59,50.03,70.02,40.28,32.73,21.29,,60.95
2022-07-07,27.45,49.62,22.88,56.73,65.75,85.03,24.94,49.99,70.86,40.19,33.18,21.38,,61.16
2022-07-08,27.43,49.58,22.83,56.71,65.9,84.63,24.94,49.94,70.89,40.16,33.3,21.41,,60.98
2022-07-11,27.3,49.72,22.64,56.85,65.19,83.92,24.84,50.04,70.2,39.84,33.19,21.52,,60.51
2022-07-12,27.35,49.89,22.81,57.04,64.93,83.68,24.84,50.36,69.96,40.1,33.15,21.48,,60.25
2022-07-13,27.27,49.94,22.86,57.14,64.69,83.34,24.77,50.42,69.71,40.23,33.18,21.47,,60.16
2022-07-14,27.22,50.03,22.71,57.16,64.74,81.88,24.73,50.28,69.62,39.91,33.02,21.41,,59.31
2022-07-15,27.43,50.12,22.69,57.15,65.13,82.7,24.96,50.33,70.12,40.18,33.3,21.61,,59.85
2022-07-18,27.23,49.91,22.8,57.11,65.3,82.74,24.74,50.21,70.34,40.34,33.24,21.56,,59.88
2022-07-19,27.61,49.88,22.82,57.15,66.25,83.95,25.05,50.21,71.19,40.48,33.46,21.7,,60.64
2022-07-20,27.67,49.9,22.8,57.2,66.99,84.61,25.1,50.24,72.01,40.43,33.64,21.75,,61.11
2022-07-21,27.9,50.0,22.91,57.25,67.23,85.08,25.26,50.34,72.02,40.62,33.76,21.8,,61.4
2022-07-22,27.8,50.42,23.19,57.52,66.74,86.01,25.21,50.67,71.62,40.98,33.95,21.9,,61.96
2022-07-25,27.81,50.47,23.09,57.29,66.65,86.07,25.17,50.71,71.42,41.06,33.95,21.98,,62.06
2022-07-26,27.65,50.56,23.1,57.4,65.91,85.27,25.11,50.72,70.6,40.89,33.89,21.94,,61.54
2022-07-27,27.94,50.54,23.31,57.53,66.94,86.56,25.35,50.79,71.75,41.33,34.16,22.01,,62.48
2022-07-28,28.26,50.97,23.43,57.77,67.6,87.68,25.64,51.19,72.04,41.71,34.35,22.14,,63.39
2022-07-29,28.35,51.09,23.61,57.79,67.97,88.02,25.72,51.31,72.5,41.95,34.77,22.4,,63.65
2022-08-01,28.27,51.28,23.72,57.86,67.78,88.07,25.65,51.59,72.46,42.26,34.74,22.5,,63.59
2022-08-02,28.16,51.0,23.51,57.75,68.05,86.79,25.52,51.27,72.96,41.7,35.02,22.82,,62.72
2022-08-03,28.41,51.08,23.54,57.95,69.05,88.46,25.77,51.45,74.04,41.82,35.35,22.89,,63.8
2022-08-04,28.5,51.35,23.76,57.98,69.07,88.65,25.84,51.5,74.08,42.23,35.35,22.89,,63.8
2022-08-05,28.37,50.97,23.44,57.69,69.1,88.47,25.77,51.08,74.06,41.51,34.98,22.61,,63.57
2022-08-08,28.37,51.01,23.47,57.75,69.55,89.78,25.77,51.28,74.63,41.71,35.07,22.69,,64.57
2022-08-09,28.23,50.99,23.6,57.73,68.96,88.28,25.63,51.19,74.06,41.67,34.7,22.43,,63.47
2022-08-10,28.58,51.0,23.82,57.83,69.94,89.86,25.96,51.28,75.56,42.16,35.04,22.56,,64.51
2022-08-11,28.33,50.76,23.63,57.69,70.1,89.49,25.79,50.99,75.41,41.89,34.97,22.53,,64.19
2022-08-12,28.66,50.87,23.64,57.84,70.73,90.17,26.08,51.13,76.24,41.91,35.13,22.69,,64.77
2022-08-15,28.65,51.1,23.55,57.84,71.11,90.0,26.1,51.29,76.55,41.67,35.23,22.68,,64.68
2022-08-16,28.56,50.89,23.46,57.74,70.91,89.22,26.01,51.27,76.33,41.46,35.17,22.65,,64.15
2022-08-17,28.21,50.59,23.31,57.34,70.19,88.24,25.78,50.84,75.38,41.08,34.63,22.35,,63.43
2022-08-18,28.33,50.48,23.08,57.26,70.41,88.14,25.83,50.81,75.56,40.74,34.74,22.35,,63.38
2022-08-19,28.12,50.14,22.83,56.94,69.6,86.8,25.64,50.44,74.93,40.09,34.4,22.09,,62.52
2022-08-22,27.93,49.94,22.64,56.8,68.69,86.16,25.46,50.3,74.03,39.76,34.01,21.83,,61.93
2022-08-23,28.03,49.8,22.59,56.85,68.94,87.07,25.51,50.19,74.42,39.74,33.5,21.43,,62.59
2022-08-24,28.09,49.6,22.53,56.74,69.15,86.99,25.54,50.11,74.55,39.62,33.61,21.54,,62.63
