date,FHLC,IYH,VHT,XLV
2021-08-30,67.6,58.658,262.47,135.39
2021-08-31,67.62,58.574,262.49,135.21
2021-09-01,67.75,58.61,263.04,135.25
2021-09-02,68.47,59.268,265.84,136.7
2021-09-03,68.46,59.244,265.84,136.85
2021-09-07,68.07,58.89,264.3,136.05
2021-09-08,67.93,58.828,263.78,135.99
2021-09-09,67.34,58.204,261.32,134.42
2021-09-10,66.74,57.664,258.98,133.19
2021-09-13,66.22,57.318,257.04,132.37
2021-09-14,66.09,57.3,256.58,132.35
2021-09-15,66.59,57.468,258.42,133.21
2021-09-16,66.5,57.538,257.91,132.87
2021-09-17,66.5,57.612,258.79,133.0
2021-09-20,65.68,57.004,255.61,131.15
2021-09-21,65.89,57.192,256.19,131.35
2021-09-22,65.93,57.208,256.8,131.57
2021-09-23,66.51,57.704,258.85,132.52
2021-09-24,66.15,57.274,257.37,131.98
2021-09-27,65.35,56.408,254.29,130.1
2021-09-28,64.06,55.346,249.22,127.87
2021-09-29,64.43,55.74,249.71,128.88
2021-09-30,63.81,55.184,247.16,127.3
2021-10-01,63.88,55.178,247.69,127.33
2021-10-04,62.83,54.378,243.83,125.39
2021-10-05,63.15,54.71,244.94,126.14
2021-10-06,63.09,54.62,244.57,125.91
2021-10-07,63.82,55.354,247.53,127.58
2021-10-08,63.49,55.026,246.13,126.94
2021-10-11,63.04,54.618,244.41,125.95
2021-10-12,62.83,54.364,243.71,125.34
2021-10-13,62.92,54.456,243.96,125.54
2021-10-14,63.81,55.28,247.5,127.34
2021-10-15,64.07,55.458,248.44,127.97
2021-10-18,63.55,55.086,246.5,127.1
2021-10-19,64.39,55.808,249.68,128.77
2021-10-20,65.2,56.534,252.77,130.61
2021-10-21,65.55,56.834,254.17,131.14
2021-10-22,65.69,56.996,254.69,131.67
2021-10-25,65.76,57.038,254.95,131.83
2021-10-26,66.05,57.302,256.18,132.48
2021-10-27,65.42,56.81,253.75,131.43
2021-10-28,66.08,57.288,256.4,132.53
2021-10-29,66.6,57.818,258.45,133.82
2021-11-01,66.8,57.82,258.91,133.66
2021-11-02,67.16,58.164,260.48,134.5
2021-11-03,67.74,58.502,262.42,135.29
2021-11-04,67.28,58.138,260.86,134.36
2021-11-05,66.66,57.5,258.49,132.86
2021-11-08,66.96,57.818,259.72,133.65
2021-11-09,66.64,57.574,258.37,133.16
2021-11-10,66.52,57.586,258.13,133.54
2021-11-11,66.4,57.466,257.59,133.15
2021-11-12,66.65,57.74,258.54,133.81
2021-11-15,66.22,57.374,256.89,132.98
2021-11-16,66.52,57.636,258.0,133.54
2021-11-17,66.5,57.712,257.96,133.73
2021-11-18,66.38,57.618,257.35,133.78
2021-11-19,65.97,57.316,255.76,132.97
2021-11-22,65.57,56.986,254.31,132.37
2021-11-23,65.44,56.896,254.12,132.51
2021-11-24,65.5,56.992,254.31,132.46
2021-11-26,65.03,56.726,252.66,131.97
2021-11-29,65.14,56.766,252.65,132.33
2021-11-30,64.02,55.698,248.18,129.73
2021-12-01,63.63,55.454,246.92,129.5
2021-12-02,63.97,55.768,248.11,130.13
2021-12-03,63.77,55.768,247.32,130.37
2021-12-06,64.08,56.03,248.82,131.11
2021-12-07,65.16,56.89,253.04,132.8
2021-12-08,65.78,57.312,255.17,133.8
2021-12-09,65.55,57.27,254.27,134.11
2021-12-10,65.64,57.378,254.62,134.58
2021-12-13,66.24,57.764,256.89,135.85
2021-12-14,65.87,57.506,255.65,135.3
2021-12-15,67.28,58.762,261.34,138.07
2021-12-16,67.42,59.002,260.57,138.89
2021-12-17,67.18,58.768,260.64,137.92
2021-12-20,66.77,58.334,259.03,136.56
2021-12-21,67.23,58.71,260.82,137.13
2021-12-22,67.93,59.314,263.62,138.73
2021-12-23,68.27,59.592,264.82,139.3
2021-12-27,68.73,60.064,266.68,140.77
2021-12-28,68.42,59.864,265.61,140.4
2021-12-29,68.75,60.196,266.61,141.2
2021-12-30,68.98,60.376,267.51,141.49
2021-12-31,68.66,60.074,266.42,140.89
2022-01-03,68.16,59.52,264.71,139.44
2022-01-04,67.15,58.596,260.46,137.6
2022-01-05,66.29,57.988,257.28,136.62
2022-01-06,65.56,57.354,254.04,135.04
2022-01-07,65.06,56.96,252.48,134.35
2022-01-10,65.69,57.464,255.19,135.73
2022-01-11,66.22,57.946,257.29,136.81
2022-01-12,65.94,57.786,255.83,136.42
2022-01-13,64.78,56.752,251.4,134.3
2022-01-14,64.72,56.664,251.22,134.07
2022-01-18,63.56,55.708,246.47,132.19
2022-01-19,63.28,55.512,245.42,131.65
2022-01-20,62.85,55.188,243.97,130.79
2022-01-21,62.14,54.586,241.39,129.47
2022-01-24,62.11,54.33,241.11,129.04
2022-01-25,61.56,53.978,238.85,128.21
2022-01-26,61.11,53.604,237.56,127.54
2022-01-27,61.05,53.574,236.85,127.87
2022-01-28,62.45,54.766,242.28,130.48
2022-01-31,63.22,55.388,245.34,131.23
2022-02-01,63.41,55.61,246.28,131.58
2022-02-02,64.04,56.236,248.57,133.35
2022-02-03,63.64,55.902,246.89,132.78
2022-02-04,63.51,55.738,246.44,132.3
2022-02-07,63.46,55.64,246.28,132.07
2022-02-08,64.01,56.026,248.31,133.15
2022-02-09,64.7,56.654,251.3,134.18
2022-02-10,63.68,55.742,247.37,132.08
2022-02-11,62.9,55.046,243.78,130.25
2022-02-14,62.16,54.476,241.33,128.92
2022-02-15,63.02,55.15,244.65,130.37
2022-02-16,63.04,55.152,244.52,130.57
2022-02-17,61.88,54.182,239.95,128.47
2022-02-18,61.36,53.732,238.05,127.51
2022-02-22,61.11,53.59,237.11,127.19
2022-02-23,60.62,53.226,235.27,126.55
2022-02-24,61.21,53.632,237.55,127.06
2022-02-25,63.06,55.262,244.47,130.95
2022-02-28,62.6,54.828,242.94,129.96
2022-03-01,62.36,54.59,241.63,129.24
2022-03-02,63.18,55.388,245.32,131.19
2022-03-03,63.31,55.534,245.63,131.86
2022-03-04,63.36,55.734,246.05,132.52
2022-03-07,62.34,54.648,241.88,130.21
2022-03-08,61.19,53.662,237.22,127.55
2022-03-09,62.43,54.666,242.19,129.96
2022-03-10,62.39,54.66,241.97,129.91
2022-03-11,61.73,54.14,239.18,128.94
2022-03-14,61.81,54.38,239.67,129.85
2022-03-15,63.0,55.45,244.36,132.44
2022-03-16,64.02,56.226,248.34,134.03
2022-03-17,65.15,57.216,253.0,136.15
2022-03-18,65.43,57.634,254.92,136.99
2022-03-21,65.3,57.464,254.28,136.46
2022-03-22,65.44,57.556,254.79,136.49
2022-03-23,64.21,56.498,249.71,134.04
2022-03-24,64.98,57.016,252.37,135.64
2022-03-25,65.19,57.232,252.94,136.27
2022-03-28,65.64,57.672,254.89,137.26
2022-03-29,66.24,58.194,257.09,138.07
2022-03-30,66.25,58.312,257.2,138.34
2022-03-31,65.66,57.758,254.38,136.99
2022-04-01,66.34,58.318,257.64,138.07
2022-04-04,65.9,57.91,255.98,136.92
2022-04-05,65.86,57.956,255.8,137.21
2022-04-06,66.73,58.768,259.08,139.3
2022-04-07,67.83,59.862,263.49,141.98
2022-04-08,68.08,60.0,264.47,142.83
2022-04-11,66.73,58.832,258.96,139.99
2022-04-12,66.12,58.288,256.78,138.63
2022-04-13,66.59,58.658,258.66,139.31
2022-04-14,66.22,58.394,257.11,138.64
2022-04-18,65.31,57.612,253.58,137.11
2022-04-19,66.0,58.204,256.27,138.42
2022-04-20,66.85,58.948,259.35,140.28
2022-04-21,65.94,58.174,255.86,138.73
2022-04-22,63.58,56.084,246.8,133.67
2022-04-25,64.05,56.468,248.58,134.57
2022-04-26,62.64,55.346,243.21,132.2
2022-04-27,62.5,55.282,242.75,131.91
2022-04-28,63.21,55.952,245.45,133.73
2022-04-29,61.65,54.59,239.48,130.29
2022-05-02,61.46,54.3,238.77,129.48
2022-05-03,61.62,54.458,239.38,129.89
2022-05-04,62.99,55.588,244.54,132.77
2022-05-05,61.54,54.422,239.0,130.19
2022-05-06,61.14,54.11,237.34,129.78
2022-05-09,59.28,52.558,230.04,126.42
2022-05-10,59.58,52.766,231.58,126.87
2022-05-11,59.0,52.396,229.09,126.03
2022-05-12,59.68,52.926,231.56,127.25
2022-05-13,60.54,53.632,235.08,128.6
2022-05-16,60.93,54.038,236.56,129.55
2022-05-17,61.91,54.886,240.45,131.33
2022-05-18,60.28,53.454,233.9,127.94
2022-05-19,60.46,53.624,234.64,128.22
2022-05-20,61.14,54.276,237.47,129.78
2022-05-23,61.61,54.708,239.34,130.92
2022-05-24,61.61,54.768,239.32,131.31
2022-05-25,61.7,54.752,239.54,131.27
2022-05-26,61.98,55.04,240.88,131.83
2022-05-27,63.15,56.036,245.29,134.02
2022-05-31,62.23,55.238,241.78,132.23
2022-06-01,61.35,54.384,238.0,130.33
2022-06-02,62.01,54.914,240.75,131.36
2022-06-03,61.38,54.304,238.27,129.82
2022-06-06,61.25,54.29,237.97,129.84
2022-06-07,62.19,55.004,241.32,131.53
2022-06-08,61.77,54.646,239.62,130.49
2022-06-09,60.29,53.26,233.95,127.54
2022-06-10,59.24,52.366,229.93,125.49
2022-06-13,57.31,50.684,222.58,121.69
2022-06-14,56.83,50.196,220.69,120.53
2022-06-15,57.47,50.738,223.15,121.75
2022-06-16,56.56,49.954,219.51,119.96
2022-06-17,56.57,50.104,220.21,119.89
2022-06-21,58.0,51.414,225.91,122.6
2022-06-22,58.85,52.162,229.21,124.3
2022-06-23,60.34,53.442,234.21,127.09
2022-06-24,61.32,54.322,238.19,129.2
2022-06-27,61.58,54.536,238.95,129.68
2022-06-28,60.39,53.564,234.64,127.42
2022-06-29,60.89,53.958,236.47,128.53
2022-06-30,60.67,53.784,235.5,128.24
2022-07-01,61.45,54.444,238.5,129.68
2022-07-05,61.38,54.246,238.15,128.93
2022-07-06,61.66,54.576,239.42,129.8
2022-07-07,62.14,54.906,241.21,130.35
2022-07-08,62.34,55.024,242.0,130.74
2022-07-11,61.99,54.81,240.54,130.41
2022-07-12,61.21,54.09,237.65,128.75
2022-07-13,60.75,53.578,235.82,127.5
2022-07-14,60.52,53.42,234.92,127.13
2022-07-15,61.92,54.67,240.3,130.2
2022-07-18,60.55,53.548,235.27,127.45
2022-07-19,61.79,54.466,239.6,129.62
2022-07-20,61.34,54.014,238.06,128.34
2022-07-21,62.26,54.842,241.62,130.37
2022-07-22,61.87,54.566,240.15,129.83
2022-07-25,62.15,54.816,241.26,130.51
2022-07-26,62.47,55.124,242.33,131.18
2022-07-27,62.97,55.472,244.39,132.0
2022-07-28,63.3,55.848,245.69,132.84
2022-07-29,63.08,55.636,244.79,132.4
2022-08-01,62.6,55.192,242.82,131.42
2022-08-02,62.52,55.044,242.63,130.95
2022-08-03,63.17,55.586,245.06,132.15
2022-08-04,63.01,55.292,244.51,131.5
2022-08-05,63.1,55.284,244.84,131.45
2022-08-08,63.38,55.488,245.92,131.76
2022-08-09,62.95,55.16,244.42,131.36
2022-08-10,63.81,55.81,247.63,132.79
2022-08-11,63.38,55.414,245.91,131.93
2022-08-12,64.18,56.102,249.05,133.62
2022-08-15,64.58,56.378,250.44,134.29
2022-08-16,64.27,56.2,249.22,133.93
2022-08-17,63.76,55.814,247.28,133.15
2022-08-18,63.45,55.566,246.19,132.56
2022-08-19,63.5,55.612,246.26,132.92
2022-08-22,62.63,54.902,242.96,131.18
2022-08-23,61.88,54.188,240.09,129.35
2022-08-24,62.13,54.294,240.91,129.51
2022-08-25,62.78,54.898,243.63,130.94
2022-08-26,60.96,53.348,236.39,127.29
2022-08-29,60.48,52.928,234.6,126.4
2022-08-30,60.04,52.528,232.75,125.56
2022-08-31,59.73,52.222,231.56,124.76
2022-09-01,60.55,52.996,234.79,126.81
2022-09-02,59.64,52.2,231.43,124.99
2022-09-06,59.57,52.218,231.25,125.11
2022-09-07,60.7,53.154,235.49,127.15
2022-09-08,61.86,54.094,239.96,129.36
2022-09-09,62.44,54.656,242.19,130.5
2022-09-12,62.86,54.998,243.71,131.37
2022-09-13,60.73,53.148,235.62,127.03
2022-09-14,60.79,53.202,235.86,127.1
2022-09-15,61.12,53.506,236.93,127.81
2022-09-16,60.57,53.288,235.8,127.45
2022-09-19,60.25,52.968,234.39,126.26
2022-09-20,59.56,52.334,231.87,124.78
2022-09-21,58.51,51.416,227.72,122.71
2022-09-22,58.61,51.636,227.9,123.36
2022-09-23,58.18,51.342,226.71,122.73
2022-09-26,57.62,50.616,224.34,121.56
2022-09-27,57.55,50.536,224.15,121.19
2022-09-28,58.91,51.694,228.55,123.84
2022-09-29,58.39,51.21,226.34,122.8
2022-09-30,57.65,50.6,223.7,121.11
2022-10-03,58.75,51.562,227.88,123.6
2022-10-04,60.25,52.78,233.53,126.47
2022-10-05,60.37,52.918,234.03,126.89
2022-10-06,59.7,52.32,231.32,125.27
2022-10-07,58.31,51.28,226.04,122.62
2022-10-10,57.8,50.9,224.15,121.85
2022-10-11,58.11,51.13,225.39,122.5
2022-10-12,57.86,50.93,224.2,121.9
2022-10-13,59.14,52.064,229.33,124.74
2022-10-14,58.56,51.598,227.02,123.9
2022-10-17,59.64,52.494,231.32,125.89
2022-10-18,60.0,52.776,232.61,126.59
2022-10-19,58.95,51.948,228.84,124.82
2022-10-20,58.52,51.538,226.91,123.76
2022-10-21,59.77,52.61,231.81,126.54
2022-10-24,60.72,53.584,235.56,128.98
2022-10-25,61.4,54.088,238.03,129.96
2022-10-26,62.09,54.722,240.88,131.4
2022-10-27,61.65,54.398,239.31,130.71
2022-10-28,62.75,55.294,243.25,132.86
2022-10-31,62.68,55.24,243.03,132.75
2022-11-01,62.76,55.272,243.22,132.83
2022-11-02,61.6,54.288,239.1,130.57
2022-11-03,61.4,54.054,238.09,130.02
2022-11-04,61.63,54.304,239.09,130.81
2022-11-07,62.19,54.856,241.4,132.21
2022-11-08,62.52,55.14,242.29,132.87
2022-11-09,61.77,54.564,239.48,131.44
2022-11-10,63.52,56.062,246.53,134.78
2022-11-11,62.96,55.502,244.4,133.13
2022-11-14,62.99,55.496,244.06,133.25
2022-11-15,62.97,55.538,244.25,133.08
2022-11-16,62.81,55.436,243.45,133.02
2022-11-17,62.68,55.362,242.98,132.96
2022-11-18,63.37,56.0,245.84,134.57
2022-11-21,63.37,56.014,245.74,134.63
2022-11-22,63.89,56.45,247.92,135.8
2022-11-23,64.2,56.696,249.0,136.34
2022-11-25,64.56,56.998,250.47,137.15
2022-11-28,64.02,56.588,248.35,136.12
2022-11-29,63.8,56.43,247.76,135.78
2022-11-30,65.57,57.932,254.35,139.02
2022-12-01,65.78,58.148,255.24,139.42
2022-12-02,66.02,58.236,255.96,139.78
2022-12-05,65.21,57.642,252.99,138.44
2022-12-06,64.56,57.11,250.54,137.39
2022-12-07,65.1,57.64,252.4,138.52
2022-12-08,65.69,58.134,254.91,139.77
2022-12-09,64.84,57.416,251.35,137.98
2022-12-12,65.57,58.01,254.22,139.45
2022-12-13,65.89,58.122,255.39,139.88
2022-12-14,65.94,58.228,255.81,140.1
2022-12-15,64.7,57.162,249.87,137.53
2022-12-16,63.67,56.382,246.62,135.53
2022-12-19,63.32,56.104,245.44,134.47
2022-12-20,63.39,56.136,245.74,134.44
2022-12-21,64.25,56.916,248.89,136.21
2022-12-22,64.15,56.804,248.65,136.02
2022-12-23,64.07,56.78,248.36,136.1
2022-12-27,63.77,56.6,247.16,135.75
2022-12-28,63.39,56.252,245.8,134.87
2022-12-29,64.18,56.92,248.82,136.34
2022-12-30,63.98,56.742,248.05,135.85
2023-01-03,63.76,56.5,247.03,135.46
2023-01-04,64.03,56.722,248.11,135.82
2023-01-05,63.41,56.248,245.86,134.43
2023-01-06,63.96,56.714,247.93,135.67
2023-01-09,62.98,55.73,244.05,133.4
2023-01-10,63.61,56.278,246.5,134.52
2023-01-11,63.99,56.644,248.05,135.28
2023-01-12,63.97,56.496,247.93,134.85
2023-01-13,64.29,56.744,249.0,135.45
2023-01-17,63.95,56.488,248.02,134.82
2023-01-18,63.09,55.706,244.54,132.92
2023-01-19,63.21,55.824,244.89,133.24
2023-01-20,63.63,56.168,246.53,133.91
2023-01-23,63.83,56.372,247.52,134.37
2023-01-24,63.48,55.976,245.84,133.48
2023-01-25,63.51,56.018,246.16,133.52
2023-01-26,63.61,56.11,246.77,133.77
2023-01-27,63.31,55.758,245.26,132.86
2023-01-30,62.68,55.226,242.74,131.66
2023-01-31,63.51,55.952,246.08,133.36
2023-02-01,63.88,56.312,247.53,133.99
2023-02-02,63.68,55.992,246.72,133.08
2023-02-03,63.4,55.816,245.65,132.69
2023-02-06,62.94,55.462,243.93,131.95
2023-02-07,63.34,55.824,245.48,132.8
2023-02-08,63.02,55.6,244.3,132.41
2023-02-09,62.44,55.064,242.15,131.25
2023-02-10,62.9,55.514,244.0,132.49
2023-02-13,63.42,56.024,245.88,133.59
2023-02-14,63.17,55.732,244.68,132.8
2023-02-15,62.94,55.498,243.98,132.14
2023-02-16,62.39,54.966,241.66,130.82
2023-02-17,62.95,55.444,244.1,131.99
2023-02-21,61.9,54.642,239.97,130.28
2023-02-22,61.77,54.5,239.47,129.84
2023-02-23,61.97,54.624,240.12,130.19
2023-02-24,61.11,53.918,236.94,128.51
2023-02-27,61.04,53.804,236.39,128.12
2023-02-28,60.63,53.424,234.76,127.17
2023-03-01,60.61,53.402,234.8,126.96
2023-03-02,60.89,53.712,236.1,127.74
2023-03-03,61.66,54.4,239.12,129.17
2023-03-06,61.49,54.254,238.26,129.11
2023-03-07,60.51,53.454,234.63,127.03
2023-03-08,60.17,53.118,233.26,126.35
2023-03-09,59.51,52.604,230.54,125.07
2023-03-10,58.86,52.134,228.23,124.15
2023-03-13,59.5,52.71,230.45,125.31
2023-03-14,60.12,53.254,233.05,126.43
2023-03-15,60.01,53.136,232.46,126.32
2023-03-16,60.56,53.686,234.96,127.5
2023-03-17,59.54,52.994,231.53,125.86
2023-03-20,60.21,53.624,234.36,126.96
2023-03-21,60.67,54.0,236.01,127.73
2023-03-22,59.67,53.156,232.2,125.8
2023-03-23,59.57,52.946,231.81,125.56
2023-03-24,60.34,53.62,233.88,127.3
2023-03-27,60.6,53.904,235.09,127.82
2023-03-28,60.27,53.546,233.72,127.05
2023-03-29,60.51,53.67,234.68,127.4
2023-03-30,60.77,53.952,235.7,128.09
2023-03-31,61.47,54.612,238.46,129.46
2023-04-03,62.03,55.134,240.78,130.91
2023-04-04,62.05,55.17,240.64,130.93
2023-04-05,62.98,56.03,244.36,133.19
2023-04-06,63.21,56.254,245.09,133.52
2023-04-10,63.2,56.214,245.02,133.43
2023-04-11,63.44,56.428,245.96,133.88
2023-04-12,63.34,56.378,245.8,133.92
2023-04-13,64.26,57.148,249.3,135.66
2023-04-14,63.73,56.708,247.16,134.57
2023-04-17,63.83,56.648,247.51,134.46
2023-04-18,63.39,56.278,245.99,133.54
2023-04-19,63.61,56.496,246.78,133.95
2023-04-20,63.36,56.266,245.63,133.4
2023-04-21,63.82,56.67,247.55,134.3
2023-04-24,64.12,56.946,248.66,135.05
2023-04-25,63.37,56.274,245.65,133.61
2023-04-26,62.53,55.482,242.45,131.71
2023-04-27,62.8,55.74,243.53,132.4
