date,FSTA,IYK,VDC,XLP
2021-08-30,43.72,62.2,187.2,72.1
2021-08-31,43.81,62.1867,187.61,72.26
2021-09-01,44.03,62.4467,188.45,72.64
2021-09-02,44.21,62.3933,189.21,72.92
2021-09-03,44.13,62.2733,188.96,72.83
2021-09-07,43.67,62.0167,186.95,71.99
2021-09-08,44.0,62.1167,188.38,72.61
2021-09-09,43.67,62.06,187.09,72.19
2021-09-10,43.52,61.79,186.25,71.88
2021-09-13,43.63,61.9833,186.61,72.06
2021-09-14,43.35,61.7067,185.48,71.73
2021-09-15,43.54,62.0067,186.44,71.99
2021-09-16,43.41,61.9333,185.98,71.75
2021-09-17,42.99,61.74,185.21,71.36
2021-09-20,42.51,61.2067,183.09,70.21
2021-09-21,42.48,61.0233,182.85,70.13
2021-09-22,42.61,61.17,183.53,70.33
2021-09-23,42.78,61.4767,184.14,70.59
2021-09-24,42.81,61.1433,184.42,70.62
2021-09-27,42.69,61.0233,183.77,70.3
2021-09-28,42.23,60.43,181.65,69.47
2021-09-29,42.59,61.0967,182.44,70.1
2021-09-30,41.85,59.8633,179.22,68.84
2021-10-01,41.98,60.0933,179.69,69.02
2021-10-04,41.84,59.9533,179.09,68.8
2021-10-05,42.05,60.19,180.06,69.15
2021-10-06,42.41,60.6767,181.63,69.82
2021-10-07,42.59,60.9467,182.4,70.13
2021-10-08,42.53,60.8633,182.12,70.05
2021-10-11,42.5,60.8767,181.84,70.03
2021-10-12,42.53,60.8967,181.99,70.06
2021-10-13,42.6,61.07,182.31,70.19
2021-10-14,43.05,61.77,184.29,70.98
2021-10-15,42.91,61.5833,183.81,70.81
2021-10-18,42.73,61.0667,183.08,70.39
2021-10-19,42.78,60.9833,183.24,70.42
2021-10-20,43.0,61.52,184.3,70.83
2021-10-21,43.0,61.2467,184.1,70.74
2021-10-22,43.31,61.6,185.46,71.29
2021-10-25,43.34,61.3433,185.67,71.24
2021-10-26,43.4,61.6867,185.86,71.49
2021-10-27,43.14,61.2733,184.62,71.07
2021-10-28,43.37,61.6333,185.73,71.32
2021-10-29,43.34,61.58,185.68,71.25
2021-11-01,43.49,61.66,186.17,71.36
2021-11-02,43.71,61.9933,187.26,71.84
2021-11-03,44.17,62.8733,189.13,72.51
2021-11-04,44.2,62.7533,189.53,72.58
2021-11-05,44.53,63.1467,190.6,73.0
2021-11-08,44.14,62.6033,189.17,72.42
2021-11-09,44.27,62.72,189.52,72.67
2021-11-10,44.34,63.0233,189.98,72.89
2021-11-11,44.32,62.9867,189.92,72.84
2021-11-12,44.38,62.9933,189.91,72.84
2021-11-15,44.57,63.2833,190.92,73.19
2021-11-16,44.34,62.9233,189.9,72.73
2021-11-17,44.24,62.7633,189.45,72.57
2021-11-18,44.08,62.55,188.78,72.31
2021-11-19,43.91,62.1367,187.9,72.05
2021-11-22,44.28,62.5667,189.7,72.62
2021-11-23,44.55,63.0467,190.77,73.1
2021-11-24,44.38,62.64,190.17,72.88
2021-11-26,43.78,61.8033,187.26,71.96
2021-11-29,43.9,61.9733,187.98,72.14
2021-11-30,42.75,60.2767,183.02,70.29
2021-12-01,42.47,60.1933,181.82,69.95
2021-12-02,42.92,61.02,184.03,70.69
2021-12-03,43.39,61.7967,185.83,71.57
2021-12-06,44.12,62.8967,189.04,72.83
2021-12-07,44.29,62.9433,189.65,72.99
2021-12-08,44.18,62.9367,189.07,72.76
2021-12-09,44.14,63.1133,189.14,72.96
2021-12-10,44.92,63.91,192.22,74.19
2021-12-13,45.38,64.2633,194.38,75.16
2021-12-14,45.34,64.26,194.34,75.21
2021-12-15,45.87,64.88,196.42,75.97
2021-12-16,46.09,65.6033,195.98,76.51
2021-12-17,45.21,64.7567,193.37,75.2
2021-12-20,45.15,64.68,193.33,74.71
2021-12-21,45.2,64.6867,193.54,74.61
2021-12-22,45.48,65.03,194.53,75.08
2021-12-23,45.58,65.2,195.05,75.25
2021-12-27,46.02,65.7933,197.03,76.05
2021-12-28,46.29,66.1667,198.12,76.48
2021-12-29,46.48,66.4833,198.7,76.83
2021-12-30,46.37,66.37,198.6,76.59
2021-12-31,46.67,66.7267,199.88,77.11
2022-01-03,46.7,66.7533,199.93,77.1
2022-01-04,46.93,67.3133,200.92,77.62
2022-01-05,46.86,67.44,200.57,77.55
2022-01-06,46.77,67.2333,200.08,77.34
2022-01-07,46.88,67.6933,200.59,77.42
2022-01-10,46.49,67.51,199.08,76.81
2022-01-11,46.48,67.4767,199.12,76.72
2022-01-12,46.45,67.47,198.91,76.75
2022-01-13,46.59,67.7433,199.46,76.89
2022-01-14,46.67,68.2267,199.76,77.03
2022-01-18,45.97,67.2867,196.99,75.92
2022-01-19,46.16,67.58,197.55,76.4
2022-01-20,45.79,67.3567,196.03,75.9
2022-01-21,45.74,67.32,195.82,75.96
2022-01-24,45.71,67.0667,195.83,75.71
2022-01-25,45.14,66.5167,193.2,74.87
2022-01-26,44.75,65.9633,191.91,74.3
2022-01-27,44.94,66.5067,192.42,74.8
2022-01-28,45.49,67.2467,194.77,75.68
2022-01-31,45.73,67.27,195.75,75.97
2022-02-01,45.72,67.1233,195.7,75.9
2022-02-02,46.2,67.8333,197.64,76.81
2022-02-03,46.14,67.8767,197.45,76.83
2022-02-04,45.59,67.0833,194.97,75.89
2022-02-07,45.69,67.3033,195.52,76.03
2022-02-08,45.93,67.6733,196.57,76.32
2022-02-09,45.98,67.4567,196.9,76.34
2022-02-10,45.52,66.8867,194.85,75.52
2022-02-11,45.43,66.89,194.22,75.25
2022-02-14,45.3,66.72,193.81,75.04
2022-02-15,45.42,66.7367,194.45,75.17
2022-02-16,45.52,67.0267,194.92,75.31
2022-02-17,45.82,67.3167,196.01,75.89
2022-02-18,45.83,67.3667,196.16,76.03
2022-02-22,45.45,66.9367,194.55,75.44
2022-02-23,45.05,66.54,192.88,74.83
2022-02-24,44.36,65.1533,190.09,73.54
2022-02-25,45.78,67.3467,196.06,75.91
2022-02-28,45.29,66.5033,193.79,74.9
2022-03-01,45.0,66.0033,192.72,74.46
2022-03-02,45.48,66.72,194.8,75.25
2022-03-03,45.81,67.18,196.1,75.86
2022-03-04,45.81,67.3167,196.16,75.87
2022-03-07,44.94,65.97,192.26,74.49
2022-03-08,43.78,64.0867,187.4,72.48
2022-03-09,44.13,64.5467,188.89,72.97
2022-03-10,43.78,63.85,187.27,72.28
2022-03-11,43.21,63.15,185.1,71.44
2022-03-14,43.41,63.64,185.96,71.82
2022-03-15,44.3,64.9733,189.65,73.43
2022-03-16,44.52,65.0067,190.37,73.51
2022-03-17,44.79,65.4667,191.88,74.02
2022-03-18,44.75,65.47,192.52,74.19
2022-03-21,44.76,65.7933,192.57,73.95
2022-03-22,45.05,66.1467,194.03,74.5
2022-03-23,44.69,65.74,192.1,73.9
2022-03-24,44.96,66.0033,192.78,74.42
2022-03-25,45.33,66.6833,194.27,75.04
2022-03-28,45.48,66.68,195.06,75.35
2022-03-29,45.95,67.08,197.05,76.02
2022-03-30,45.95,66.9933,197.05,76.07
2022-03-31,45.85,66.7933,195.91,75.89
2022-04-01,46.38,67.64,198.85,76.65
2022-04-04,46.25,67.3267,198.23,76.41
2022-04-05,46.21,67.34,198.1,76.48
2022-04-06,46.7,68.1933,200.22,77.45
2022-04-07,47.22,68.82,202.32,78.39
2022-04-08,47.43,69.37,203.36,78.72
2022-04-11,47.27,69.3133,202.43,78.4
2022-04-12,47.23,69.39,202.5,78.42
2022-04-13,47.58,69.64,204.14,78.86
2022-04-14,47.59,69.6133,203.85,78.84
2022-04-18,47.21,69.1633,202.19,78.19
2022-04-19,47.94,69.9967,205.39,79.38
2022-04-20,48.6,71.0867,208.31,80.57
2022-04-21,48.49,71.1367,207.91,80.5
2022-04-22,47.73,70.01,204.4,79.24
2022-04-25,47.94,70.3067,205.25,79.59
2022-04-26,47.13,69.4267,201.91,78.36
2022-04-27,47.29,69.7033,202.57,78.65
2022-04-28,47.94,70.5633,205.49,79.81
2022-04-29,46.7,68.7867,200.11,77.64
2022-05-02,46.2,67.9033,197.88,76.62
2022-05-03,46.12,67.9233,197.67,76.4
2022-05-04,47.01,69.3933,201.73,78.12
2022-05-05,46.05,68.2867,197.34,76.64
2022-05-06,46.0,68.6733,197.24,76.72
2022-05-09,45.98,68.5067,197.02,76.69
2022-05-10,45.65,68.06,195.59,76.16
2022-05-11,45.36,68.12,194.56,75.83
2022-05-12,45.41,68.0033,194.95,75.81
2022-05-13,46.17,68.92,197.85,76.95
2022-05-16,46.3,69.3833,198.42,77.3
2022-05-17,45.92,69.4333,196.85,76.77
2022-05-18,43.06,65.6067,184.51,71.83
2022-05-19,42.38,64.4467,181.55,70.55
2022-05-20,42.38,64.7767,181.63,70.7
2022-05-23,43.27,66.0167,185.34,72.16
2022-05-24,43.83,67.0767,187.87,73.34
2022-05-25,43.91,67.23,188.27,73.36
2022-05-26,44.45,67.5667,190.54,74.14
2022-05-27,45.0,68.1267,192.84,75.0
2022-05-31,44.7,67.5667,191.59,74.47
2022-06-01,44.13,66.8167,189.07,73.5
2022-06-02,44.75,67.3533,191.83,74.57
2022-06-03,44.34,66.6367,189.94,73.82
2022-06-06,44.36,66.7733,190.15,73.85
2022-06-07,44.58,67.2033,191.03,74.24
2022-06-08,44.02,66.3567,188.75,73.33
2022-06-09,43.34,64.9633,185.78,72.23
2022-06-10,43.15,64.72,184.89,71.92
2022-06-13,42.15,63.2733,180.6,70.37
2022-06-14,41.71,62.47,178.81,69.54
2022-06-15,41.81,62.4967,179.31,69.61
2022-06-16,41.47,61.9733,177.66,69.08
2022-06-17,41.08,61.7533,177.06,68.83
2022-06-21,42.12,63.3133,181.67,70.14
2022-06-22,42.08,63.3067,181.41,70.09
2022-06-23,42.86,64.2067,183.63,71.45
2022-06-24,43.73,65.5267,187.3,72.85
2022-06-27,43.69,65.5067,187.15,72.65
2022-06-28,43.11,64.7567,184.65,71.68
2022-06-29,43.3,65.1633,185.38,72.13
2022-06-30,43.27,64.9833,185.34,72.18
2022-07-01,43.86,65.9167,187.96,73.22
2022-07-05,43.71,65.17,187.09,72.75
2022-07-06,43.79,65.26,187.4,72.96
2022-07-07,43.85,65.3933,187.79,73.03
2022-07-08,43.74,65.2833,187.3,72.9
2022-07-11,43.63,65.21,186.87,72.8
2022-07-12,43.52,65.1333,186.4,72.59
2022-07-13,43.57,65.0433,186.58,72.64
2022-07-14,43.57,64.75,186.61,72.7
2022-07-15,43.79,64.9167,187.49,72.94
2022-07-18,43.4,64.32,185.78,72.23
2022-07-19,43.87,65.0867,187.89,72.99
2022-07-20,43.67,64.4233,186.91,72.5
2022-07-21,43.78,64.4933,187.47,72.72
2022-07-22,44.01,65.06,188.45,73.2
2022-07-25,44.22,65.54,189.43,73.56
2022-07-26,44.01,65.92,188.58,73.39
2022-07-27,44.36,66.1233,189.96,73.89
2022-07-28,45.04,66.9233,192.8,75.07
2022-07-29,44.77,66.2833,191.69,74.49
2022-08-01,45.31,67.0367,193.94,75.42
2022-08-02,44.97,66.5,192.58,74.82
2022-08-03,45.28,67.1067,193.8,75.31
2022-08-04,44.96,66.7967,192.45,74.81
2022-08-05,44.91,66.8367,192.21,74.64
2022-08-08,44.92,66.82,192.33,74.6
2022-08-09,44.79,66.87,191.77,74.49
2022-08-10,45.12,67.37,193.18,75.04
2022-08-11,45.06,67.3033,192.81,74.86
2022-08-12,45.48,67.89,194.6,75.51
2022-08-15,45.96,68.5667,196.54,76.26
2022-08-16,46.51,69.09,198.87,77.12
2022-08-17,46.34,68.7733,198.34,76.9
2022-08-18,46.48,68.8633,199.02,77.16
2022-08-19,46.31,68.8733,198.22,76.91
2022-08-22,45.8,68.1833,196.07,76.13
2022-08-23,45.6,67.86,195.22,75.8
2022-08-24,45.74,68.0167,195.77,75.99
2022-08-25,45.98,68.2433,196.81,76.34
2022-08-26,44.88,66.78,192.08,74.45
2022-08-29,44.82,66.7067,191.71,74.33
2022-08-30,44.33,65.98,189.72,73.56
2022-08-31,44.08,65.65,188.7,73.11
2022-09-01,44.31,66.0533,189.71,73.52
2022-09-02,43.7,65.2467,187.19,72.56
2022-09-06,43.43,64.73,185.85,72.15
2022-09-07,44.19,65.8533,189.25,73.45
2022-09-08,44.08,65.8067,188.79,73.26
2022-09-09,44.58,66.37,190.86,73.98
2022-09-12,44.76,66.53,191.65,74.27
2022-09-13,43.25,64.4733,185.16,71.79
2022-09-14,43.23,64.4867,185.04,71.76
2022-09-15,42.88,64.0367,183.51,71.16
2022-09-16,42.66,64.1767,183.7,71.33
2022-09-19,42.92,64.6333,185.02,71.34
2022-09-20,42.68,64.3367,183.83,70.95
2022-09-21,42.53,64.0133,183.22,70.68
2022-09-22,42.39,64.0367,182.69,70.58
2022-09-23,41.62,63.0967,179.41,69.38
2022-09-26,41.62,62.35,179.6,69.43
2022-09-27,40.95,61.2733,176.4,68.23
2022-09-28,41.48,61.9767,177.51,69.05
2022-09-29,40.76,60.98,174.6,67.91
2022-09-30,40.15,59.9433,171.79,66.73
2022-10-03,40.81,61.0267,174.83,67.88
2022-10-04,41.52,62.11,177.78,68.91
2022-10-05,41.27,61.8233,176.67,68.51
2022-10-06,40.69,60.7333,174.17,67.51
2022-10-07,40.06,59.7667,171.56,66.5
2022-10-10,40.24,60.0167,172.27,66.74
2022-10-11,40.61,60.47,173.84,67.29
2022-10-12,40.77,60.8267,174.6,67.65
2022-10-13,41.46,62.0967,177.56,68.77
2022-10-14,40.69,60.9333,174.21,67.53
2022-10-17,41.17,61.6267,176.28,68.26
2022-10-18,41.67,62.3333,178.51,69.15
2022-10-19,41.47,62.1333,177.55,68.83
2022-10-20,40.9,61.3367,175.18,67.87
2022-10-21,41.59,62.28,178.03,68.91
2022-10-24,42.28,63.3167,180.97,70.15
2022-10-25,42.9,64.07,183.71,71.07
2022-10-26,43.19,64.5833,184.92,71.54
2022-10-27,43.22,64.7433,185.06,71.6
2022-10-28,44.15,66.0833,189.2,73.17
2022-10-31,43.93,65.8267,187.96,72.74
2022-11-01,43.79,65.5667,187.36,72.51
2022-11-02,43.03,64.79,184.24,71.25
2022-11-03,42.94,64.6133,183.73,71.01
2022-11-04,43.47,65.2967,186.05,71.85
2022-11-07,43.84,65.9433,187.84,72.49
2022-11-08,44.0,66.1367,188.31,72.7
2022-11-09,43.42,65.3733,185.78,71.91
2022-11-10,44.49,66.5233,190.57,73.6
2022-11-11,44.4,66.11,190.1,73.52
2022-11-14,44.03,65.86,188.64,72.94
2022-11-15,44.53,65.94,190.61,73.55
2022-11-16,44.74,66.3367,191.48,73.91
2022-11-17,44.66,66.2933,191.34,73.89
2022-11-18,45.07,66.9767,193.2,74.68
2022-11-21,45.52,67.7967,195.01,75.39
2022-11-22,45.82,68.3233,196.31,75.94
2022-11-23,45.96,68.4967,196.81,76.2
2022-11-25,46.03,68.6833,197.23,76.25
2022-11-28,45.86,68.3733,196.48,75.96
2022-11-29,45.69,68.16,195.81,75.67
2022-11-30,46.54,69.4267,199.59,77.19
2022-12-01,46.35,69.52,198.48,76.84
2022-12-02,46.57,70.0133,199.45,77.19
2022-12-05,45.98,69.1567,197.02,76.22
2022-12-06,45.68,68.7133,195.74,75.75
2022-12-07,45.78,69.1333,196.18,76.07
2022-12-08,45.97,69.4067,197.03,76.48
2022-12-09,45.6,68.82,195.55,75.89
2022-12-12,46.05,69.4333,197.34,76.69
2022-12-13,45.99,68.75,196.98,76.58
2022-12-14,45.97,68.7433,197.01,76.53
2022-12-15,45.17,67.7233,192.27,75.23
2022-12-16,44.72,67.4267,191.24,74.86
2022-12-19,44.66,67.3967,191.04,74.28
2022-12-20,44.65,67.36,191.05,74.22
2022-12-21,45.11,67.9267,193.0,74.96
2022-12-22,44.97,67.8467,192.29,74.79
2022-12-23,45.17,68.1967,193.28,75.18
2022-12-27,45.36,68.51,194.07,75.54
2022-12-28,44.79,67.69,191.59,74.6
2022-12-29,45.01,67.9233,192.55,74.92
2022-12-30,44.81,67.5933,191.57,74.55
2023-01-03,44.63,67.26,190.98,74.27
2023-01-04,44.83,67.3433,191.73,74.56
2023-01-05,44.41,66.71,189.96,73.81
2023-01-06,45.56,68.2467,195.02,75.78
2023-01-09,45.15,67.6233,192.95,75.04
2023-01-10,45.14,67.47,193.08,74.94
2023-01-11,45.19,67.4233,193.33,74.98
2023-01-12,44.92,66.9667,192.22,74.39
2023-01-13,45.14,67.2433,193.11,74.74
2023-01-17,45.2,67.27,193.28,74.79
2023-01-18,43.97,65.4767,188.14,72.75
2023-01-19,43.6,65.0733,186.55,72.06
2023-01-20,43.96,65.3433,187.97,72.62
2023-01-23,44.1,65.2333,188.65,72.85
2023-01-24,44.26,65.4467,189.36,73.15
2023-01-25,44.4,65.7633,190.0,73.33
2023-01-26,44.29,65.6333,189.46,73.07
2023-01-27,44.17,65.2933,188.93,72.86
2023-01-30,44.19,65.3633,189.11,72.95
2023-01-31,44.71,66.06,191.26,73.74
2023-02-01,45.09,66.3633,192.86,74.33
2023-02-02,44.76,65.61,191.53,73.69
2023-02-03,44.59,65.44,190.95,73.4
2023-02-06,44.56,65.4867,190.68,73.49
2023-02-07,44.39,65.2633,190.05,73.18
2023-02-08,44.07,65.0433,188.46,72.62
2023-02-09,43.87,64.7967,187.57,72.3
2023-02-10,44.26,65.4833,189.36,72.97
2023-02-13,44.76,66.0933,191.66,73.8
2023-02-14,44.37,65.4,189.98,73.13
2023-02-15,44.59,65.4467,190.64,73.27
2023-02-16,44.22,65.0933,189.24,72.74
2023-02-17,44.76,65.82,191.53,73.68
2023-02-21,44.56,65.5467,190.57,73.4
2023-02-22,44.49,65.6267,190.27,73.29
2023-02-23,44.42,65.5667,190.05,73.2
2023-02-24,44.14,65.17,188.95,72.71
2023-02-27,44.09,65.07,188.59,72.63
2023-02-28,43.73,64.3833,187.0,72.03
2023-03-01,43.47,64.0167,186.0,71.5
2023-03-02,44.01,64.7733,188.35,72.48
2023-03-03,44.1,64.9433,188.62,72.54
2023-03-06,44.11,65.1367,188.7,72.73
2023-03-07,43.66,64.36,186.97,72.01
2023-03-08,43.71,64.3667,187.09,72.13
2023-03-09,43.31,63.6967,185.2,71.46
2023-03-10,43.03,63.4767,184.07,71.11
2023-03-13,43.16,63.7033,184.58,71.47
2023-03-14,43.59,64.13,186.54,72.12
2023-03-15,43.84,64.46,187.47,72.59
2023-03-16,43.86,64.5267,187.6,72.64
2023-03-17,43.26,63.9533,186.1,72.11
2023-03-20,43.84,64.9,188.66,72.76
2023-03-21,43.88,64.8967,188.73,72.7
2023-03-22,43.5,64.3,187.01,72.03
2023-03-23,43.36,63.62,186.54,71.75
2023-03-24,44.13,64.73,188.97,72.97
2023-03-27,44.37,65.1267,190.15,73.36
2023-03-28,44.45,65.37,190.49,73.49
2023-03-29,44.7,65.8067,191.57,73.9
2023-03-30,44.8,66.0067,192.13,74.11
2023-03-31,45.15,66.41,193.52,74.71
2023-04-03,45.43,66.8367,194.72,75.1
2023-04-04,45.22,66.7,193.82,74.95
2023-04-05,45.45,67.2033,194.73,75.3
2023-04-06,45.46,67.3,194.97,75.36
2023-04-10,45.44,67.11,194.86,75.36
2023-04-11,45.58,67.2533,195.5,75.58
2023-04-12,45.42,67.08,194.74,75.24
2023-04-13,45.69,67.42,195.75,75.66
2023-04-14,45.42,67.0733,194.83,75.18
2023-04-17,45.72,67.4867,195.98,75.66
2023-04-18,45.85,67.6367,196.54,75.89
2023-04-19,45.84,67.49,196.5,75.84
2023-04-20,45.98,67.47,197.08,76.02
2023-04-21,46.27,67.94,198.34,76.57
2023-04-24,46.4,68.1367,198.89,76.88
2023-04-25,46.35,68.3267,198.67,76.78
2023-04-26,46.02,67.8933,197.35,76.18
2023-04-27,46.53,68.6367,199.4,77.03
2023-04-28,46.75,69.0367,200.52,77.44
2023-05-01,46.87,69.2033,200.8,77.5
2023-05-02,46.71,68.97,200.18,77.29
2023-05-03,46.38,68.57,198.74,76.66
2023-05-04,46.23,68.28,198.35,76.47
2023-05-05,46.64,68.89,200.1,77.18
2023-05-08,46.53,68.5933,199.45,76.95
2023-05-09,46.33,68.4267,198.63,76.71
2023-05-10,46.34,68.4067,198.58,76.59
2023-05-11,46.46,68.5433,199.02,76.82
2023-05-12,46.57,68.78,199.64,77.12
2023-05-15,46.47,68.6433,199.12,76.93
2023-05-16,46.06,68.1733,197.31,76.28
2023-05-17,46.0,68.1067,197.26,76.24
2023-05-18,45.88,67.7133,196.67,75.87
2023-05-19,45.89,67.87,196.76,75.92
2023-05-22,45.26,66.89,194.07,74.77
2023-05-23,45.03,66.5367,192.89,74.22
2023-05-24,44.75,66.1333,191.71,73.74
2023-05-25,44.52,65.6667,190.77,73.18
2023-05-26,44.62,65.52,191.16,73.43
2023-05-30,44.18,64.77,189.34,72.59
2023-05-31,44.26,64.9867,189.6,72.67
2023-06-01,44.27,65.2767,189.94,72.61
2023-06-02,44.96,66.2933,192.8,73.61
2023-06-05,44.76,66.1067,192.0,73.34
2023-06-06,44.63,65.76,191.38,72.97
2023-06-07,44.5,65.31,190.82,72.73
2023-06-08,44.82,65.6733,192.16,73.23
2023-06-09,44.75,65.6967,191.89,73.11
2023-06-12,44.74,65.56,191.95,73.09
2023-06-13,44.94,65.7567,192.71,73.39
2023-06-14,45.16,65.7167,193.67,73.84
2023-06-15,45.57,66.4667,195.5,74.58
2023-06-16,45.34,66.6367,195.57,74.67
2023-06-20,44.97,66.2167,193.88,73.58
2023-06-21,45.13,66.5233,194.59,73.84
2023-06-22,45.39,66.8767,195.79,74.27
2023-06-23,45.1,66.45,194.58,73.78
2023-06-26,45.12,66.54,194.64,73.88
2023-06-27,45.29,66.63,195.25,74.1
2023-06-28,45.02,66.1567,194.17,73.6
2023-06-29,45.0,66.23,192.75,73.53
2023-06-30,45.42,66.7633,194.45,74.17
2023-07-03,45.72,67.1367,195.88,74.75
2023-07-05,45.67,67.0967,195.69,74.62
2023-07-06,45.5,66.98,194.91,74.43
2023-07-07,44.96,66.3167,192.53,73.46
2023-07-10,44.97,66.1467,192.64,73.44
2023-07-11,45.06,66.2433,193.01,73.55
2023-07-12,45.16,66.3133,193.46,73.72
2023-07-13,45.33,66.68,194.19,74.03
2023-07-14,45.48,66.88,194.83,74.28
2023-07-17,45.36,66.5633,194.4,74.06
2023-07-18,45.33,66.56,194.17,73.98
2023-07-19,45.76,67.26,195.89,74.73
2023-07-20,46.11,67.92,197.45,75.37
2023-07-21,46.25,68.1467,198.07,75.63
2023-07-24,46.41,68.35,198.83,75.92
2023-07-25,46.45,68.2967,199.01,75.9
2023-07-26,46.55,68.38,199.5,75.99
2023-07-27,46.15,67.81,197.62,75.32
2023-07-28,46.59,68.43,199.63,76.1
2023-07-31,46.4,68.0933,198.8,75.75
2023-08-01,46.18,67.8633,197.92,75.34
2023-08-02,46.32,68.28,198.33,75.61
2023-08-03,46.26,68.0367,198.19,75.4
2023-08-04,45.81,67.27,196.29,74.65
2023-08-07,46.23,67.8,198.01,75.26
2023-08-08,45.87,67.3533,196.59,74.72
2023-08-09,45.93,67.43,196.75,74.83
2023-08-10,45.86,67.2267,196.46,74.68
2023-08-11,45.98,67.4167,196.91,74.8
2023-08-14,45.75,67.1233,196.06,74.43
2023-08-15,45.31,66.42,193.97,73.63
2023-08-16,45.14,66.1067,193.36,73.46
2023-08-17,44.72,65.3433,191.48,72.75
2023-08-18,44.91,65.6167,192.27,73.02
2023-08-21,44.62,65.2733,191.03,72.53
2023-08-22,44.4,64.97,190.07,72.12
2023-08-23,44.65,65.3167,191.38,72.6
2023-08-24,44.34,65.0833,189.8,72.02
2023-08-25,44.62,65.4967,191.1,72.42
2023-08-28,44.81,65.8033,191.95,72.75
2023-08-29,45.05,65.9267,192.84,73.01
2023-08-30,45.11,65.9167,193.2,73.13
2023-08-31,44.94,65.49,192.46,72.76
2023-09-01,44.55,65.08,190.85,72.14
2023-09-05,44.14,64.4433,189.04,71.52
2023-09-06,44.02,64.2667,188.6,71.44
2023-09-07,44.2,64.5,189.31,71.61
2023-09-08,44.24,64.5967,189.53,71.7
2023-09-11,44.61,65.2533,191.07,72.32
2023-09-12,44.33,64.9133,190.06,71.7
2023-09-13,44.41,65.03,190.32,71.92
2023-09-14,44.88,65.6633,192.28,72.65
2023-09-15,44.25,65.2367,190.72,72.05
2023-09-18,44.29,65.37,190.86,71.54
2023-09-19,44.15,65.23,190.27,71.37
2023-09-20,44.18,65.3333,190.44,71.44
2023-09-21,43.67,64.7067,188.16,70.52
2023-09-22,43.44,64.2833,187.3,70.14
2023-09-25,43.28,64.0633,186.48,69.89
2023-09-26,42.9,62.96,184.87,69.37
2023-09-27,42.57,62.2133,183.65,68.8
2023-09-28,42.7,62.2833,182.99,69.01
2023-09-29,42.58,62.17,182.67,68.81
2023-10-02,42.3,61.7133,181.38,68.34
2023-10-03,41.94,61.2633,179.94,67.85
2023-10-04,42.24,61.61,180.94,68.39
2023-10-05,41.39,60.2867,177.4,67.04
2023-10-06,41.21,60.2,176.61,66.67
2023-10-09,41.28,60.3967,176.87,66.73
2023-10-10,41.71,61.0033,178.74,67.41
2023-10-11,41.44,60.4767,177.55,66.95
2023-10-12,40.85,59.57,175.13,66.22
2023-10-13,41.18,60.08,176.61,66.8
2023-10-16,41.64,60.5867,178.44,67.49
2023-10-17,41.89,60.9033,179.49,67.78
2023-10-18,41.96,61.1733,179.94,68.03
2023-10-19,41.69,60.86,178.69,67.53
2023-10-20,41.5,60.7667,177.95,67.27
2023-10-23,41.39,60.4733,177.45,67.14
2023-10-24,41.77,61.0233,179.2,67.71
2023-10-25,41.93,61.28,179.66,67.94
2023-10-26,41.67,60.8367,178.76,67.5
2023-10-27,41.14,60.0233,176.3,66.58
2023-10-30,41.74,60.8533,178.95,67.62
2023-10-31,41.86,61.1833,179.49,67.86
2023-11-01,41.81,61.2233,179.22,67.79
2023-11-02,42.4,62.07,181.67,68.67
2023-11-03,42.49,62.2367,182.18,68.75
2023-11-06,42.59,62.3067,182.61,68.86
2023-11-07,42.68,62.2733,182.86,69.03
2023-11-08,42.46,62.0867,182.06,68.76
2023-11-09,42.3,61.77,181.25,68.48
2023-11-10,42.52,61.99,182.29,68.96
2023-11-13,42.68,62.2567,182.88,69.18
2023-11-14,43.15,62.58,185.03,69.89
2023-11-15,43.42,62.6033,186.11,70.45
2023-11-16,42.89,62.6167,183.82,69.58
2023-11-17,42.81,62.53,183.51,69.49
2023-11-20,42.85,62.5033,183.58,69.44
2023-11-21,42.93,62.6833,184.08,69.65
2023-11-22,43.29,63.22,185.56,70.15
2023-11-24,43.44,63.3867,186.08,70.41
2023-11-27,43.32,63.1367,185.73,70.21
2023-11-28,43.45,63.3167,186.22,70.53
2023-11-29,43.11,62.7367,184.83,69.96
2023-11-30,43.52,63.48,186.51,70.66
2023-12-01,43.77,63.7333,187.7,70.95
2023-12-04,43.9,63.7033,188.16,71.04
2023-12-05,43.59,63.1467,186.77,70.48
2023-12-06,43.46,63.0767,186.3,70.3
2023-12-07,43.69,63.3267,187.21,70.6
2023-12-08,43.41,63.0633,186.03,70.11
2023-12-11,43.81,63.5433,187.8,70.78
2023-12-12,43.94,63.6967,188.4,71.01
2023-12-13,44.8,64.7033,191.99,72.3
