date,FENY,IYE,VDE,XLE
2021-08-30,13.32,26.46,68.37,24.365
2021-08-31,13.24,26.25,68.01,24.2
2021-09-01,13.09,25.89,67.16,23.845
2021-09-02,13.41,26.56,68.91,24.45
2021-09-03,13.37,26.43,68.6,24.31
2021-09-07,13.28,26.25,68.2,24.165
2021-09-08,13.12,25.94,67.36,23.855
2021-09-09,13.16,25.97,67.48,23.905
2021-09-10,13.15,25.98,67.41,23.895
2021-09-13,13.54,26.74,69.49,24.58
2021-09-14,13.33,26.32,68.33,24.225
2021-09-15,13.85,27.31,71.08,25.13
2021-09-16,13.7,27.02,70.29,24.845
2021-09-17,13.4,26.81,69.64,24.66
2021-09-20,13.0,25.97,67.54,23.62
2021-09-21,13.06,26.06,67.73,23.675
2021-09-22,13.44,26.88,69.79,24.405
2021-09-23,13.93,27.74,72.23,25.26
2021-09-24,14.02,27.64,72.82,25.45
2021-09-27,14.56,28.59,75.62,26.355
2021-09-28,14.6,28.66,75.75,26.445
2021-09-29,14.6,28.61,74.82,26.445
2021-09-30,14.41,28.26,73.9,26.045
2021-10-01,14.86,29.13,76.18,26.92
2021-10-04,15.14,29.55,77.59,27.36
2021-10-05,15.22,29.69,77.97,27.52
2021-10-06,15.0,29.44,76.95,27.23
2021-10-07,15.16,29.68,77.77,27.44
2021-10-08,15.59,30.54,79.96,28.285
2021-10-11,15.54,30.48,79.67,28.18
2021-10-12,15.54,30.56,79.73,28.205
2021-10-13,15.53,30.61,79.69,28.18
2021-10-14,15.73,30.96,80.68,28.525
2021-10-15,15.8,31.1,81.06,28.665
2021-10-18,15.84,31.18,81.27,28.685
2021-10-19,15.99,31.54,82.1,29.01
2021-10-20,16.13,31.72,82.79,29.245
2021-10-21,15.82,31.19,81.24,28.705
2021-10-22,15.98,31.45,82.04,28.975
2021-10-25,16.25,31.93,83.35,29.4
2021-10-26,16.32,32.05,83.72,29.57
2021-10-27,15.85,31.36,81.26,28.72
2021-10-28,15.95,31.63,81.74,28.925
2021-10-29,15.82,31.48,81.22,28.735
2021-11-01,16.12,32.06,82.62,29.23
2021-11-02,15.96,31.73,81.88,28.955
2021-11-03,15.82,31.45,81.19,28.715
2021-11-04,15.83,31.51,81.18,28.755
2021-11-05,16.09,31.92,82.49,29.13
2021-11-08,16.25,32.26,83.3,29.395
2021-11-09,16.29,32.36,83.57,29.515
2021-11-10,15.82,31.46,81.15,28.735
2021-11-11,15.9,31.69,81.5,28.845
2021-11-12,15.84,31.63,81.26,28.775
2021-11-15,15.94,31.8,81.83,29.015
2021-11-16,15.97,31.87,81.92,29.06
2021-11-17,15.69,31.41,80.53,28.615
2021-11-18,15.61,31.24,80.17,28.445
2021-11-19,15.0,30.22,77.0,27.335
2021-11-22,15.25,30.65,78.23,27.82
2021-11-23,15.71,31.48,80.67,28.675
2021-11-24,15.89,31.81,81.53,28.955
2021-11-26,15.22,30.53,78.0,27.79
2021-11-29,15.32,30.75,78.55,27.95
2021-11-30,14.9,29.95,76.55,27.295
2021-12-01,14.71,29.59,75.45,27.005
2021-12-02,15.14,30.38,77.62,27.79
2021-12-03,15.02,30.04,77.02,27.57
2021-12-06,15.28,30.47,78.34,27.98
2021-12-07,15.65,31.24,80.25,28.635
2021-12-08,15.67,31.22,80.38,28.63
2021-12-09,15.51,30.89,79.55,28.41
2021-12-10,15.65,31.06,80.22,28.62
2021-12-13,15.19,29.99,77.87,27.825
2021-12-14,15.1,29.8,77.42,27.71
2021-12-15,15.06,29.68,77.2,27.575
2021-12-16,15.12,29.8,76.55,27.75
2021-12-17,14.69,29.22,75.14,27.185
2021-12-20,14.49,28.79,74.1,26.505
2021-12-21,14.94,29.69,76.44,27.26
2021-12-22,15.03,29.83,76.89,27.435
2021-12-23,15.04,29.86,76.93,27.45
2021-12-27,15.4,30.49,78.74,28.05
2021-12-28,15.37,30.44,78.56,28.03
2021-12-29,15.26,30.24,78.08,27.85
2021-12-30,15.14,30.06,77.38,27.68
2021-12-31,15.18,30.1,77.61,27.75
2022-01-03,15.67,31.0,80.1,28.61
2022-01-04,16.21,31.96,82.9,29.6
2022-01-05,16.14,31.79,82.53,29.595
2022-01-06,16.53,32.46,84.48,30.255
2022-01-07,16.72,32.84,85.52,30.67
2022-01-10,16.67,32.73,85.24,30.575
2022-01-11,17.26,33.83,88.22,31.615
2022-01-12,17.32,33.93,88.55,31.675
2022-01-13,17.19,33.69,87.83,31.515
2022-01-14,17.61,34.45,90.05,32.255
2022-01-18,17.62,34.49,90.15,32.385
2022-01-19,17.48,34.2,89.39,32.15
2022-01-20,17.26,33.83,88.29,31.855
2022-01-21,16.89,33.15,86.41,31.225
2022-01-24,17.0,33.33,87.06,31.435
2022-01-25,17.65,34.57,90.29,32.655
2022-01-26,17.62,34.49,90.06,32.6
2022-01-27,17.78,34.82,90.98,32.955
2022-01-28,17.74,34.76,90.79,32.815
2022-01-31,17.82,35.01,91.18,32.96
2022-02-01,18.46,36.24,94.53,34.135
2022-02-02,18.55,36.36,94.84,34.245
2022-02-03,18.34,35.92,93.75,33.92
2022-02-04,18.63,36.46,95.18,34.45
2022-02-07,18.81,36.91,96.21,34.89
2022-02-08,18.4,36.17,94.18,34.14
2022-02-09,18.58,36.56,95.03,34.425
2022-02-10,18.45,36.3,94.5,34.21
2022-02-11,19.01,37.3,97.22,35.205
2022-02-14,18.59,36.45,95.11,34.375
2022-02-15,18.39,36.11,94.06,34.015
2022-02-16,18.52,36.39,94.69,34.29
2022-02-17,18.49,36.31,94.5,34.235
2022-02-18,18.35,36.0,93.86,34.025
2022-02-22,18.04,35.41,92.24,33.475
2022-02-23,18.25,35.69,93.34,33.82
2022-02-24,18.16,35.62,93.01,33.555
2022-02-25,18.63,36.58,95.38,34.44
2022-02-28,19.18,37.59,98.02,35.29
2022-03-01,19.36,37.95,98.95,35.645
2022-03-02,19.82,38.74,101.35,36.46
2022-03-03,19.87,38.75,101.53,36.56
2022-03-04,20.47,39.86,104.73,37.615
2022-03-07,20.8,40.43,106.38,38.17
2022-03-08,21.05,41.03,107.46,38.77
2022-03-09,20.45,39.86,104.56,37.585
2022-03-10,21.06,41.03,107.62,38.735
2022-03-11,20.85,40.64,106.63,38.425
2022-03-14,20.17,39.38,103.24,37.275
2022-03-15,19.49,38.09,99.76,35.91
2022-03-16,19.44,38.04,99.48,35.745
2022-03-17,20.14,39.34,103.03,36.975
2022-03-18,19.96,39.36,103.01,36.94
2022-03-21,20.74,40.87,106.99,38.065
2022-03-22,20.61,40.66,106.3,37.785
2022-03-23,20.99,41.36,108.15,38.435
2022-03-24,21.04,41.15,107.71,38.53
2022-03-25,21.63,42.12,110.55,39.375
2022-03-28,21.04,41.08,107.77,38.4
2022-03-29,20.97,40.97,107.4,38.3
2022-03-30,21.19,41.42,108.52,38.745
2022-03-31,20.94,40.92,107.04,38.22
2022-04-01,21.17,41.28,108.37,38.53
2022-04-04,21.18,41.41,108.37,38.58
2022-04-05,20.83,40.74,106.58,37.975
2022-04-06,20.93,40.84,107.12,38.2
2022-04-07,21.2,41.34,108.49,38.7
2022-04-08,21.76,42.38,111.4,39.765
2022-04-11,21.13,41.09,108.1,38.57
2022-04-12,21.47,41.72,109.92,39.21
2022-04-13,21.81,42.34,111.66,39.795
2022-04-14,21.93,42.47,112.12,39.925
2022-04-18,22.27,43.11,113.9,40.51
2022-04-19,22.06,42.8,112.78,40.18
2022-04-20,22.16,42.87,113.33,40.335
2022-04-21,21.42,41.44,109.57,39.055
2022-04-22,20.87,40.43,106.73,38.1
2022-04-25,20.17,39.12,103.27,36.84
2022-04-26,20.17,39.12,103.28,36.89
2022-04-27,20.47,39.74,104.82,37.43
2022-04-28,21.12,40.94,108.08,38.565
2022-04-29,20.56,39.93,105.25,37.575
2022-05-02,20.8,40.47,106.45,38.175
2022-05-03,21.45,41.67,109.71,39.245
2022-05-04,22.33,43.46,114.24,40.875
2022-05-05,21.96,42.73,112.36,40.26
2022-05-06,22.51,43.81,115.19,41.46
2022-05-09,20.6,40.14,105.39,38.03
2022-05-10,20.73,40.45,106.17,38.375
2022-05-11,20.99,40.85,107.45,38.89
2022-05-12,21.05,41.01,107.79,39.055
2022-05-13,21.77,42.47,111.45,40.39
2022-05-16,22.34,43.49,114.28,41.455
2022-05-17,22.64,44.06,115.92,41.935
2022-05-18,22.05,42.93,112.89,40.86
2022-05-19,21.97,42.79,112.54,40.71
2022-05-20,22.07,42.99,113.04,40.885
2022-05-23,22.71,44.12,116.26,41.965
2022-05-24,22.78,44.23,116.63,42.125
2022-05-25,23.31,45.19,119.26,42.995
2022-05-26,23.61,45.74,120.84,43.47
2022-05-27,24.06,46.69,123.21,44.265
2022-05-31,23.68,45.93,121.24,43.6
2022-06-01,24.15,46.75,123.55,44.31
2022-06-02,24.11,46.74,123.29,44.17
2022-06-03,24.4,47.33,124.86,44.755
2022-06-06,24.41,47.33,124.94,44.705
2022-06-07,25.22,48.83,128.99,46.04
2022-06-08,25.17,48.78,128.85,46.14
2022-06-09,24.62,47.31,125.92,45.12
2022-06-10,24.18,46.5,123.86,44.355
2022-06-13,22.92,43.99,117.15,42.04
2022-06-14,22.87,44.06,117.06,42.12
2022-06-15,22.45,43.22,114.86,41.19
2022-06-16,21.16,40.73,108.4,38.87
2022-06-17,19.77,38.66,102.35,36.745
2022-06-21,20.79,40.63,107.53,38.22
2022-06-22,19.88,39.02,102.75,36.69
2022-06-23,19.1,37.64,97.94,35.33
2022-06-24,19.44,38.21,99.6,35.795
2022-06-27,20.03,39.32,102.66,36.845
2022-06-28,20.57,40.31,105.39,37.84
2022-06-29,19.86,38.92,101.81,36.525
2022-06-30,19.4,38.12,99.47,35.755
2022-07-01,19.66,38.62,100.69,36.29
2022-07-05,18.83,37.08,96.5,34.85
2022-07-06,18.48,36.4,94.63,34.255
2022-07-07,19.22,37.84,98.44,35.49
2022-07-08,19.22,37.88,98.4,35.475
2022-07-11,19.02,37.47,97.42,35.135
2022-07-12,18.64,36.7,95.49,34.45
2022-07-13,18.64,36.71,95.49,34.395
2022-07-14,18.32,36.07,93.77,33.745
2022-07-15,18.65,36.68,95.55,34.295
2022-07-18,19.06,37.47,97.62,35.08
2022-07-19,19.68,38.68,100.74,36.16
2022-07-20,19.94,39.19,102.13,36.51
2022-07-21,19.58,38.59,100.28,35.87
2022-07-22,19.38,38.19,99.29,35.575
2022-07-25,20.16,39.64,103.24,36.88
2022-07-26,20.01,39.36,102.53,36.545
2022-07-27,20.5,40.35,105.04,37.37
2022-07-28,20.59,40.64,105.43,37.58
2022-07-29,21.47,42.37,109.97,39.21
2022-08-01,21.0,41.47,107.62,38.4
2022-08-02,20.97,41.42,107.45,38.31
2022-08-03,20.42,40.37,104.51,37.21
2022-08-04,19.66,38.99,100.66,35.83
2022-08-05,20.05,39.78,102.77,36.54
2022-08-08,20.17,39.94,103.19,36.73
2022-08-09,20.55,40.65,105.12,37.375
2022-08-10,20.69,41.05,105.97,37.645
2022-08-11,21.43,42.42,109.74,38.94
2022-08-12,21.61,42.8,110.74,39.235
2022-08-15,21.19,42.04,108.45,38.47
2022-08-16,21.13,41.94,108.34,38.38
2022-08-17,21.31,42.26,109.18,38.7
2022-08-18,21.94,43.41,112.41,39.74
2022-08-19,21.9,43.25,112.15,39.73
2022-08-22,21.88,43.2,112.02,39.655
2022-08-23,22.61,44.58,115.83,41.085
2022-08-24,22.92,45.21,117.32,41.59
2022-08-25,23.09,45.58,118.1,41.91
2022-08-26,22.82,45.03,116.83,41.42
2022-08-29,23.15,45.64,118.45,42.045
2022-08-30,22.31,44.07,114.23,40.62
2022-08-31,22.16,43.82,113.49,40.25
2022-09-01,21.62,42.8,110.64,39.26
2022-09-02,22.06,43.58,112.94,39.98
2022-09-06,21.81,43.13,111.69,39.61
2022-09-07,21.56,42.82,110.38,39.15
2022-09-08,21.67,43.07,111.03,39.32
2022-09-09,22.23,44.05,113.86,40.3
2022-09-12,22.62,44.85,115.83,41.04
2022-09-13,22.06,43.75,112.91,40.005
2022-09-14,22.75,45.14,116.42,41.135
2022-09-15,22.13,43.96,113.43,40.075
2022-09-16,21.42,43.01,110.78,39.22
2022-09-19,21.43,43.06,111.0,38.82
2022-09-20,21.29,42.71,110.15,38.55
2022-09-21,20.96,42.08,108.45,37.985
2022-09-22,20.83,41.78,107.79,37.85
2022-09-23,19.38,39.0,100.3,35.24
2022-09-26,18.88,37.48,97.68,34.375
2022-09-27,19.12,37.94,98.96,34.76
2022-09-28,20.04,39.69,102.32,36.3
2022-09-29,20.0,39.58,102.13,36.3
2022-09-30,19.86,39.31,101.58,36.01
2022-10-03,20.98,41.43,107.13,38.045
2022-10-04,21.88,43.22,111.72,39.68
2022-10-05,22.35,43.88,114.04,40.5
2022-10-06,22.71,44.53,115.92,41.22
2022-10-07,22.52,44.19,114.98,40.9
2022-10-10,22.07,43.3,112.62,40.06
2022-10-11,21.9,43.04,111.78,39.74
2022-10-12,22.08,43.3,112.67,40.06
2022-10-13,22.98,44.99,117.2,41.695
2022-10-14,22.11,43.29,112.8,40.14
2022-10-17,22.38,43.8,114.3,40.64
2022-10-18,22.58,44.17,115.21,40.995
2022-10-19,23.19,45.33,118.43,42.205
2022-10-20,23.22,45.35,118.49,42.245
2022-10-21,23.83,46.57,121.69,43.465
2022-10-24,23.89,46.7,122.02,43.67
2022-10-25,23.94,46.81,122.16,43.715
2022-10-26,24.28,47.54,123.94,44.31
2022-10-27,24.35,47.75,124.33,44.47
2022-10-28,24.47,47.95,124.88,44.625
2022-10-31,24.68,48.36,125.98,45.0
2022-11-01,24.92,48.77,127.15,45.435
2022-11-02,24.36,47.67,124.39,44.34
2022-11-03,24.84,48.62,126.78,45.16
2022-11-04,25.14,49.07,128.23,45.71
2022-11-07,25.6,49.87,130.78,46.495
2022-11-08,25.61,49.9,130.79,46.54
2022-11-09,24.31,47.53,124.1,44.265
2022-11-10,24.88,48.69,127.0,45.25
2022-11-11,25.6,50.04,130.72,46.565
2022-11-14,25.53,49.88,130.28,46.55
2022-11-15,25.83,50.5,131.88,47.04
2022-11-16,25.31,49.48,129.2,46.08
2022-11-17,25.33,49.61,129.3,46.18
2022-11-18,25.13,49.23,128.25,45.815
2022-11-21,24.75,48.51,126.32,45.195
2022-11-22,25.59,50.12,130.56,46.61
2022-11-23,25.29,49.54,128.97,46.105
2022-11-25,25.23,49.47,128.76,45.935
2022-11-28,24.52,48.06,125.12,44.675
2022-11-29,24.83,48.65,126.8,45.35
2022-11-30,25.01,49.07,127.63,45.575
2022-12-01,24.89,48.78,126.92,45.425
2022-12-02,24.75,48.58,126.28,45.155
2022-12-05,23.95,47.14,122.19,43.815
2022-12-06,23.33,45.77,118.91,42.66
2022-12-07,23.25,45.71,118.58,42.56
2022-12-08,23.08,45.42,117.88,42.37
2022-12-09,22.56,44.46,115.27,41.34
2022-12-12,23.16,45.54,118.25,42.425
2022-12-13,23.61,45.99,120.48,43.23
2022-12-14,23.44,45.76,119.78,42.965
2022-12-15,23.34,45.47,117.82,42.705
2022-12-16,22.85,44.83,116.29,42.18
2022-12-19,22.8,44.78,116.06,41.745
2022-12-20,23.15,45.41,117.83,42.375
2022-12-21,23.63,46.33,120.19,43.18
2022-12-22,23.03,45.15,117.19,42.185
2022-12-23,23.77,46.52,121.05,43.53
2022-12-27,24.03,46.89,122.27,43.995
2022-12-28,23.4,45.75,119.14,43.01
2022-12-29,23.68,46.19,120.52,43.46
2022-12-30,23.84,46.49,121.28,43.735
2023-01-03,22.89,44.67,116.47,42.2
2023-01-04,22.93,44.78,116.68,42.195
2023-01-05,23.31,45.5,118.63,42.965
2023-01-06,23.7,46.28,120.64,43.78
2023-01-09,23.67,46.18,120.43,43.625
2023-01-10,23.85,46.52,121.43,43.935
2023-01-11,23.95,46.72,121.85,44.07
2023-01-12,24.43,47.65,124.3,44.91
2023-01-13,24.48,47.75,124.57,44.975
2023-01-17,24.51,47.78,124.7,45.07
2023-01-18,24.06,46.97,122.36,44.245
2023-01-19,24.32,47.34,123.74,44.795
2023-01-20,24.64,47.94,125.34,45.24
2023-01-23,24.64,47.96,125.43,45.3
2023-01-24,24.55,47.76,125.01,45.125
2023-01-25,24.56,47.63,124.93,45.13
2023-01-26,25.3,49.07,128.7,46.555
2023-01-27,24.86,48.2,126.38,45.615
2023-01-30,24.29,47.14,123.53,44.57
2023-01-31,24.54,47.65,124.88,44.965
2023-02-01,24.1,46.79,122.59,44.08
2023-02-02,23.52,45.67,119.71,43.075
2023-02-03,23.46,45.53,119.44,42.98
2023-02-06,23.35,45.32,118.8,42.785
2023-02-07,24.06,46.66,122.48,44.175
