date,BATRA,BATRK,BF A,BF B,LEN,LEN B,MOG A,MOG B,SMH,SOXX,Z,ZG
2025-01-22,40.7,37.87,32.88,33.03,136.13,129.18,210.75,213.68,267.17,235.81,79.09,76.03
2025-01-23,41.21,38.12,32.99,33.15,134.51,128.24,209.87,213.68,266.85,235.37,79.91,76.77
2025-01-24,41.16,37.91,33.46,33.92,132.36,126.35,194.71,197.56,261.53,230.64,80.0,76.83
2025-01-27,41.94,38.15,34.22,34.49,137.82,131.13,177.03,178.27,235.81,212.55,81.26,78.4
2025-01-28,42.05,38.32,32.95,33.06,136.03,129.24,181.22,178.27,240.45,213.5,84.16,81.25
2025-01-29,41.79,38.0,32.85,32.62,132.23,125.56,185.49,178.27,239.53,214.38,82.7,79.76
2025-01-30,42.93,38.7,33.49,33.2,135.26,129.46,187.57,178.27,245.17,218.74,83.92,80.93
2025-01-31,42.69,38.75,33.32,33.01,131.24,125.79,181.66,178.27,243.62,218.13,82.22,79.2
2025-02-03,43.91,39.91,32.06,31.91,126.19,122.07,181.1,178.27,238.78,214.2,82.26,79.37
2025-02-04,44.53,40.61,31.87,31.68,128.29,123.19,184.82,178.27,241.47,216.4,84.45,81.67
2025-02-05,44.14,40.26,31.19,31.1,127.49,121.95,193.33,178.27,247.14,220.59,85.9,83.1
2025-02-06,43.81,39.93,31.42,31.26,127.25,120.78,193.35,178.27,248.35,220.3,87.0,84.07
2025-02-07,43.59,39.64,31.12,30.84,121.94,117.71,189.68,192.26,245.0,216.87,87.32,84.46
2025-02-10,43.82,39.94,31.5,31.17,122.69,118.37,190.0,192.26,249.62,219.7,87.97,85.29
2025-02-11,43.56,39.62,31.67,31.36,124.92,120.53,191.74,191.0,249.87,219.9,86.32,83.84
2025-02-12,43.34,39.59,30.9,30.65,121.6,118.55,188.01,191.0,248.51,220.14,78.21,74.87
2025-02-13,43.91,40.23,31.62,31.36,123.75,120.28,188.65,191.0,251.92,222.84,78.71,75.4
2025-02-14,43.81,39.96,31.46,31.15,123.84,120.29,181.69,182.18,252.58,223.07,79.97,76.89
2025-02-18,43.93,40.07,31.37,30.92,122.5,118.5,182.86,181.86,256.22,226.76,80.58,77.3
2025-02-19,44.12,40.23,31.34,31.0,120.94,116.92,183.48,181.86,257.34,230.53,79.83,76.65
2025-02-20,44.11,40.31,31.32,30.98,122.69,118.5,179.7,181.86,257.8,231.07,78.34,75.45
2025-02-21,43.38,39.6,32.28,32.06,120.57,116.09,172.14,172.71,249.99,223.98,74.91,72.04
2025-02-24,43.38,39.57,32.83,32.82,119.81,115.7,167.75,168.2,243.42,218.72,75.15,72.65
2025-02-25,42.82,39.02,33.05,33.23,124.32,119.9,168.16,168.34,238.25,214.21,77.34,74.72
2025-02-26,43.15,39.31,33.08,32.96,121.52,117.13,169.67,168.34,243.82,217.94,78.33,75.7
2025-02-27,43.23,39.47,33.18,33.07,120.37,115.63,167.59,166.54,228.79,205.25,76.32,73.86
2025-02-28,44.13,40.37,33.03,33.11,119.63,115.7,170.49,166.54,232.77,208.52,76.66,74.39
2025-03-03,43.91,40.12,33.04,33.04,117.93,113.89,166.76,172.44,223.01,201.15,74.28,72.04
2025-03-04,43.52,39.81,32.54,32.69,118.75,114.63,162.33,172.44,225.23,202.27,74.43,72.79
2025-03-05,43.88,40.16,35.86,35.99,122.03,117.56,165.8,165.82,229.4,206.63,76.91,75.15
2025-03-06,43.65,39.87,35.73,35.78,126.14,121.12,166.29,165.82,219.78,198.04,74.07,72.18
2025-03-07,43.57,39.94,36.59,36.93,125.19,119.85,170.0,165.82,225.09,203.85,75.56,73.85
2025-03-10,42.87,39.48,37.28,37.96,125.22,119.35,170.43,167.92,214.53,194.42,72.26,70.17
2025-03-11,42.51,39.15,35.79,36.03,121.44,116.25,173.06,172.17,214.22,192.12,70.17,68.42
2025-03-12,42.13,38.57,34.06,34.2,118.93,113.36,173.26,172.17,220.52,196.08,71.68,69.91
2025-03-13,42.07,38.54,34.45,34.75,116.33,110.47,172.0,171.18,219.55,195.1,68.37,66.41
2025-03-14,42.05,38.48,34.47,34.79,118.1,111.79,176.94,176.72,226.57,201.12,70.58,68.5
2025-03-17,42.41,38.98,35.24,35.77,118.96,112.96,176.39,176.72,228.96,204.44,70.94,68.9
2025-03-18,42.85,39.27,34.85,35.29,118.5,112.45,175.54,176.72,225.42,201.47,69.59,67.81
2025-03-19,43.45,39.95,34.35,34.86,120.3,114.33,176.68,177.8,227.41,203.11,70.57,68.85
2025-03-20,43.24,39.85,34.26,34.92,120.07,113.1,175.17,177.8,227.05,201.49,70.94,69.27
2025-03-21,42.71,39.38,34.06,34.65,115.22,109.23,175.17,177.8,224.77,199.38,71.25,69.78
2025-03-24,43.35,39.58,33.26,33.84,117.56,111.72,181.14,177.8,230.63,205.3,73.65,72.3
2025-03-25,43.31,39.69,33.16,33.7,117.74,112.22,181.31,180.35,229.65,204.19,73.56,72.07
2025-03-26,44.09,40.12,33.56,34.18,117.87,112.15,178.19,180.35,222.01,198.47,71.52,70.08
2025-03-27,44.95,40.71,33.88,34.49,117.98,112.15,175.0,180.35,217.75,194.56,70.35,68.8
2025-03-28,44.06,40.05,33.69,34.42,113.93,108.33,171.75,171.26,212.17,188.68,68.74,67.2
2025-03-31,43.87,40.01,33.47,33.94,114.78,109.07,173.35,171.26,211.47,188.17,68.56,66.86
2025-04-01,43.69,39.83,33.02,33.5,114.51,108.37,175.54,171.26,212.49,188.27,69.77,68.07
2025-04-02,44.41,40.32,33.9,34.51,115.66,109.66,175.79,171.26,214.09,189.48,71.29,69.75
2025-04-03,43.32,39.29,32.41,32.91,108.4,102.4,161.98,162.3,195.57,170.36,68.51,66.86
2025-04-04,41.28,37.25,31.75,32.02,111.03,105.38,153.39,153.27,180.8,157.63,66.54,65.32
2025-04-07,40.12,36.53,32.05,32.76,107.08,101.54,153.96,153.27,184.9,161.27,64.08,62.97
2025-04-08,39.85,36.12,31.31,31.46,102.96,97.81,150.9,153.27,179.95,154.86,60.89,59.74
2025-04-09,42.51,38.08,33.7,34.12,108.66,103.84,169.67,153.27,210.83,183.62,66.06,64.96
2025-04-10,42.27,37.78,33.12,33.64,104.49,98.87,159.91,153.27,196.21,168.61,61.81,60.84
2025-04-11,42.13,37.93,33.96,34.31,105.24,100.32,164.22,153.27,201.31,172.26,61.16,60.28
2025-04-14,42.07,37.84,34.2,34.45,106.07,100.9,165.08,167.01,201.61,173.4,62.63,61.72
2025-04-15,42.1,38.09,33.24,33.44,105.08,100.26,164.71,167.01,202.92,174.11,64.09,63.06
2025-04-16,41.96,37.85,32.77,33.02,102.76,98.33,163.32,160.42,194.35,167.39,62.47,61.42
2025-04-17,42.56,38.69,33.6,33.79,104.73,99.63,164.66,166.81,192.53,166.55,62.57,61.49
2025-04-21,42.56,38.21,33.92,34.19,103.71,98.45,159.89,166.81,187.83,163.64,60.29,59.44
2025-04-22,42.78,38.69,34.55,34.71,107.92,102.12,162.8,166.81,191.9,166.82,62.73,61.78
2025-04-23,42.88,38.91,34.47,34.58,107.57,102.01,166.42,166.81,198.91,173.07,64.28,63.2
2025-04-24,43.3,39.3,34.47,34.61,109.22,103.37,168.88,169.45,208.97,183.03,65.83,64.82
2025-04-25,43.29,39.25,33.82,33.96,107.63,101.41,168.52,169.45,211.97,184.81,66.27,65.19
2025-04-28,43.5,39.53,33.93,34.11,108.15,102.18,164.72,169.45,210.65,184.48,65.93,64.85
2025-04-29,44.03,39.96,34.15,34.34,107.58,101.6,166.21,169.2,210.29,182.51,67.2,66.15
2025-04-30,43.45,39.86,34.61,34.84,108.61,103.37,167.25,169.2,211.28,183.84,67.33,65.98
2025-05-01,43.3,39.81,34.32,34.16,108.19,102.64,169.55,169.2,212.3,183.59,67.33,66.14
2025-05-02,43.61,40.28,34.32,34.5,110.2,104.44,176.91,169.2,219.03,190.03,68.88,67.63
2025-05-05,43.43,39.94,34.27,34.4,109.21,103.1,177.51,169.2,217.61,188.57,68.13,66.98
2025-05-06,43.74,40.01,34.27,34.4,106.2,101.25,177.09,169.2,215.59,186.77,67.19,66.06
2025-05-07,43.74,40.38,34.46,34.46,107.81,103.08,177.13,169.2,220.02,190.04,67.88,66.44
2025-05-08,43.81,40.51,34.82,34.77,109.57,104.0,181.21,169.2,221.95,191.74,67.9,66.75
2025-05-09,43.49,40.5,34.43,34.66,108.64,103.31,179.24,169.2,223.4,193.94,67.93,66.78
2025-05-12,44.15,40.96,35.11,35.28,112.55,107.33,184.35,169.2,237.41,207.87,71.21,70.08
2025-05-13,44.33,41.38,34.68,34.94,112.37,107.71,185.18,169.2,245.56,213.76,70.29,69.24
2025-05-14,44.32,41.08,34.56,34.83,108.37,104.39,182.25,169.2,247.99,214.79,68.26,67.25
2025-05-15,44.83,41.43,35.38,35.58,110.11,106.52,184.0,169.2,247.13,213.41,68.27,67.22
2025-05-16,44.66,41.32,35.87,36.09,111.86,108.5,184.14,169.2,246.42,213.13,69.81,68.76
2025-05-19,44.56,41.25,35.41,35.65,111.17,107.24,188.83,169.2,246.01,211.85,67.79,66.84
2025-05-20,44.54,41.31,35.29,35.38,109.44,104.97,187.12,169.2,245.54,211.54,67.18,66.33
2025-05-21,43.8,40.76,34.47,34.71,105.63,101.33,182.38,169.2,241.47,207.67,65.25,64.42
2025-05-22,43.89,40.78,34.08,34.23,105.29,100.67,180.69,169.2,240.81,205.75,65.03,64.26
2025-05-23,43.51,40.38,33.85,33.94,105.18,100.81,180.14,169.2,237.44,202.56,66.03,65.27
2025-05-27,43.97,40.79,34.34,34.56,108.09,103.69,186.66,181.23,244.97,209.29,67.01,65.91
2025-05-28,43.36,40.5,33.68,33.86,105.25,100.71,183.17,181.23,242.36,208.24,67.23,66.22
2025-05-29,43.54,40.59,33.97,34.09,106.07,101.67,185.08,181.23,244.08,209.09,66.47,65.54
2025-05-30,43.45,40.61,33.23,33.34,106.08,101.3,185.31,183.96,239.75,204.94,67.11,66.17
2025-06-02,43.68,40.86,32.97,33.2,105.02,100.3,181.73,183.96,243.3,208.03,68.36,67.35
2025-06-03,43.5,40.39,33.12,33.21,106.65,102.0,183.79,183.96,248.79,213.62,69.11,68.0
2025-06-04,43.27,40.38,33.13,33.2,110.23,106.04,184.04,183.96,251.75,216.8,70.21,69.15
2025-06-05,43.19,40.26,27.41,27.25,110.06,105.3,185.17,183.96,251.3,215.89,69.8,68.89
2025-06-06,43.7,40.87,28.11,28.11,108.53,104.31,185.69,183.96,252.73,217.34,70.29,69.41
2025-06-09,44.13,41.39,27.85,27.66,110.37,105.84,185.1,183.96,256.96,222.46,70.28,69.41
2025-06-10,45.18,42.79,28.03,27.77,113.55,108.87,181.03,183.96,262.07,227.32,71.51,70.39
2025-06-11,45.94,43.7,27.81,27.5,111.5,106.91,178.57,183.96,261.88,226.56,71.12,70.05
2025-06-12,45.47,43.16,27.6,27.29,112.15,107.64,180.5,183.96,263.15,226.87,71.77,70.64
2025-06-13,45.24,42.51,26.6,26.44,108.61,103.99,181.52,183.96,256.99,220.96,70.37,69.08
2025-06-16,45.56,42.99,26.46,25.92,109.49,104.66,174.34,183.96,263.38,227.44,70.94,69.7
2025-06-17,45.49,42.84,26.28,25.81,104.61,100.8,175.59,183.96,261.59,225.64,67.63,66.35
2025-06-18,46.32,43.68,26.4,25.65,103.41,99.35,174.0,177.98,262.59,226.56,67.53,65.96
2025-06-20,49.07,45.99,26.34,25.68,106.42,101.34,174.39,177.98,260.27,225.11,68.24,66.62
2025-06-23,49.23,46.5,27.03,26.48,110.63,105.55,177.8,177.98,261.92,226.51,69.06,67.48
2025-06-24,49.42,46.8,26.86,26.29,111.69,106.62,177.97,177.98,271.54,235.1,70.22,68.67
2025-06-25,48.67,46.05,26.69,26.06,109.77,104.04,177.35,177.98,275.2,237.21,68.45,67.01
2025-06-26,49.36,46.56,26.78,26.19,109.81,104.35,183.77,177.98,277.2,239.07,69.22,67.68
2025-06-27,49.81,46.78,27.35,26.46,110.21,105.32,180.97,177.98,278.42,238.86,69.74,68.2
2025-06-30,49.21,46.77,27.47,26.91,110.61,105.25,180.97,177.98,278.88,238.7,70.05,68.49
2025-07-01,48.82,46.17,28.27,27.85,115.49,110.3,182.52,177.98,275.84,237.62,71.5,69.44
2025-07-02,49.04,46.37,29.29,28.71,115.31,110.49,182.33,177.98,281.25,242.14,71.0,68.95
2025-07-03,49.55,46.65,28.92,28.27,110.12,105.62,185.16,177.98,283.62,243.34,72.53,70.31
2025-07-07,49.02,46.24,28.15,27.78,109.22,104.03,181.49,177.98,279.76,238.78,72.39,70.43
2025-07-08,48.5,45.8,28.59,28.47,110.42,105.05,181.16,177.98,283.48,243.34,72.62,70.23
2025-07-09,48.48,45.83,28.57,28.32,115.36,110.48,182.62,177.98,285.42,244.12,75.51,72.96
2025-07-10,48.87,46.37,29.26,29.09,116.44,110.79,183.4,184.44,287.52,246.55,78.91,76.17
2025-07-11,49.31,46.6,29.27,29.01,113.96,108.77,185.06,184.44,287.49,246.17,78.01,75.31
2025-07-14,50.04,46.8,28.43,28.22,112.89,107.38,188.94,198.2,285.32,243.83,78.87,76.18
2025-07-15,48.99,45.78,27.86,27.49,107.73,102.58,183.71,197.15,290.8,246.26,76.62,73.87
2025-07-16,49.4,46.23,28.14,27.67,109.43,104.86,186.93,198.93,289.28,245.59,76.95,74.16
2025-07-17,49.72,46.51,29.1,29.04,109.7,104.93,192.91,205.0,291.71,246.53,77.59,74.48
2025-07-18,49.72,46.6,28.94,28.92,109.57,104.66,192.01,205.0,290.31,246.73,77.46,74.4
2025-07-21,49.64,46.36,28.51,28.35,109.43,103.87,190.7,205.0,290.51,246.95,77.76,74.7
2025-07-22,49.96,46.62,30.13,30.19,118.53,113.4,188.15,205.0,285.37,243.54,80.18,77.17
2025-07-23,50.28,46.75,30.96,30.9,117.26,112.67,189.61,205.0,286.61,242.06,80.56,77.51
2025-07-24,49.81,45.88,30.91,31.15,113.51,108.79,185.85,201.7,287.8,241.56,80.4,77.34
2025-07-25,49.33,45.54,30.74,30.96,115.33,110.83,182.56,201.7,287.49,241.54,81.16,78.16
2025-07-28,48.68,45.29,30.2,30.32,116.14,111.75,187.52,188.86,291.41,245.75,81.82,78.85
2025-07-29,47.83,45.06,30.25,30.34,115.86,111.07,195.43,188.86,292.9,246.19,79.84,77.09
2025-07-30,47.94,44.85,29.2,29.38,112.37,107.29,198.68,202.05,296.26,247.95,79.03,76.38
2025-07-31,47.1,44.56,28.64,28.85,112.18,107.18,193.58,202.05,288.78,240.03,79.55,76.75
2025-08-01,46.65,44.54,28.57,28.75,115.98,111.44,191.31,202.05,283.95,237.24,80.2,77.16
2025-08-04,47.22,44.87,29.29,29.65,118.77,113.32,196.09,202.05,290.19,240.4,83.65,80.39
2025-08-05,47.35,45.0,29.93,30.34,120.1,115.13,193.66,194.99,287.1,238.73,82.49,79.25
2025-08-06,47.35,44.89,30.05,30.51,119.35,113.78,194.01,194.99,286.62,236.93,85.17,81.51
2025-08-07,47.34,44.72,30.47,30.99,119.51,114.42,190.68,194.99,291.12,240.84,84.63,81.11
2025-08-08,46.71,43.76,30.41,30.79,120.85,115.85,189.51,194.99,293.53,242.87,80.92,77.51
2025-08-11,47.06,44.14,30.57,30.75,120.53,115.64,187.66,195.0,293.4,242.41,79.4,76.12
2025-08-12,47.02,44.41,30.47,30.53,124.47,119.18,194.29,203.75,300.1,250.16,80.17,77.03
2025-08-13,47.31,44.58,30.63,30.85,130.89,125.76,194.58,203.75,301.28,253.88,84.84,81.27
2025-08-14,46.38,43.87,30.25,30.18,130.45,123.32,190.83,203.75,301.92,254.14,85.27,81.53
2025-08-15,46.48,43.93,30.25,30.43,131.95,125.49,190.45,203.75,295.65,248.32,85.11,81.36
2025-08-18,46.28,43.77,30.69,30.5,131.43,125.82,192.14,203.75,296.86,249.05,84.5,80.8
2025-08-19,46.55,43.88,30.72,30.58,134.25,128.38,191.26,203.75,290.87,245.15,83.5,80.01
2025-08-20,46.09,43.33,30.41,30.43,130.32,124.37,191.2,195.25,288.96,243.74,81.1,77.58
2025-08-21,46.56,43.81,30.63,30.46,129.14,123.0,192.69,195.25,287.46,242.36,81.4,77.89
2025-08-22,47.63,44.99,31.35,31.26,135.75,129.9,197.56,195.25,293.64,249.09,87.44,83.92
2025-08-25,47.3,44.53,31.2,31.04,134.8,129.0,197.22,200.0,293.92,248.51,86.94,83.8
2025-08-26,47.32,44.69,29.99,29.85,133.27,127.47,199.11,200.0,296.75,250.85,85.68,82.9
2025-08-27,47.29,44.85,30.78,30.45,133.33,127.6,198.15,200.0,297.66,251.34,84.19,81.61
2025-08-28,47.43,44.94,29.32,28.97,133.13,127.1,198.64,200.0,298.88,252.55,85.3,82.48
2025-08-29,47.51,44.98,30.35,29.94,133.14,127.18,195.85,200.0,290.29,245.32,84.31,81.48
2025-09-02,46.53,43.66,29.58,29.14,132.68,126.85,196.05,200.0,286.48,242.83,81.81,78.99
2025-09-03,46.1,43.25,28.52,28.2,134.08,128.15,192.73,200.0,286.43,241.68,83.5,80.81
2025-09-04,46.29,42.96,28.49,28.2,138.07,132.06,196.46,200.0,289.86,244.17,83.7,80.91
2025-09-05,45.58,42.36,29.16,28.91,141.88,136.14,194.9,200.0,293.28,247.05,87.89,84.78
2025-09-08,46.55,42.37,28.09,27.59,142.4,136.52,194.25,200.0,296.52,248.85,89.9,86.53
2025-09-09,45.56,42.01,27.96,27.46,137.45,131.04,191.66,200.0,297.81,249.06,87.19,83.85
2025-09-10,45.33,41.8,27.87,27.27,136.58,130.42,196.87,200.0,300.83,253.45,85.71,82.51
2025-09-11,46.12,42.4,28.05,27.44,140.09,134.42,201.43,200.0,303.93,255.19,89.27,85.75
2025-09-12,45.62,42.05,27.96,27.51,137.27,131.1,198.05,200.0,304.32,255.64,87.78,84.34
2025-09-15,45.26,41.57,27.86,27.36,133.77,127.93,197.08,200.0,307.17,257.8,87.12,83.7
2025-09-16,45.25,41.52,27.75,27.32,133.81,127.52,198.87,200.0,307.21,258.58,88.55,85.1
2025-09-17,45.34,41.63,27.92,27.43,132.97,126.73,195.78,196.38,305.25,258.53,90.32,86.76
2025-09-18,45.44,41.73,27.96,27.48,132.87,126.06,199.74,196.38,316.97,267.57,89.98,86.44
2025-09-19,45.61,41.22,26.87,27.48,127.32,121.26,196.38,196.38,315.71,265.86,86.74,83.69
2025-09-22,45.79,41.36,26.66,26.87,121.91,115.34,200.11,196.38,322.17,269.83,81.04,78.18
2025-09-23,45.65,41.33,26.72,27.03,123.25,117.23,201.34,196.38,321.7,269.51,79.23,76.47
2025-09-24,45.41,41.12,27.14,27.64,125.69,119.21,201.69,201.71,321.11,269.1,79.0,76.49
2025-09-25,45.51,41.06,26.52,26.74,124.02,117.66,205.42,206.0,321.06,268.24,77.75,75.47
2025-09-26,45.3,41.01,26.74,27.1,126.04,119.74,204.64,206.0,321.82,268.83,79.48,77.16
2025-09-29,45.66,41.38,26.78,27.07,127.68,121.06,201.39,206.0,322.66,268.93,80.54,77.95
2025-09-30,45.47,41.59,26.91,27.08,126.04,119.99,207.67,206.0,326.36,271.12,77.05,74.44
2025-10-01,45.14,41.0,27.3,27.55,128.21,121.97,207.93,206.0,333.69,276.34,73.48,71.18
2025-10-02,45.2,41.02,27.53,27.68,128.33,122.85,206.86,206.0,338.24,281.69,74.85,72.46
2025-10-03,44.86,41.05,27.77,27.97,130.07,123.74,208.27,206.0,336.68,279.96,76.79,74.39
2025-10-06,44.46,41.08,27.36,27.54,126.39,119.92,211.15,206.0,343.38,288.36,74.0,71.53
2025-10-07,43.9,40.79,27.54,27.85,122.14,115.35,208.52,208.78,337.05,281.91,72.73,70.08
2025-10-08,43.53,40.54,27.44,27.81,120.12,113.67,213.3,208.78,346.07,291.54,71.46,68.89
2025-10-09,43.47,40.61,27.33,27.38,117.91,111.3,210.99,208.78,345.21,290.19,70.82,68.19
2025-10-10,43.09,40.19,26.49,26.7,118.77,111.43,204.11,208.78,325.34,271.99,69.69,66.92
2025-10-13,43.37,40.27,26.78,26.93,118.02,111.02,206.41,208.78,339.75,284.87,69.76,66.97
2025-10-14,43.43,40.22,27.34,27.53,122.23,114.78,206.11,208.78,333.5,279.03,72.31,69.51
2025-10-15,43.51,40.04,27.03,27.16,122.44,115.11,207.89,208.78,341.78,287.64,73.2,69.96
2025-10-16,43.0,39.11,28.35,28.28,122.87,114.53,203.35,208.78,343.3,288.98,74.01,70.61
2025-10-17,42.9,39.17,28.52,28.71,125.82,117.33,203.84,208.78,342.83,288.17,72.96,69.82
2025-10-20,42.72,39.14,28.76,28.93,125.85,117.64,206.26,208.78,347.22,292.97,74.66,71.46
2025-10-21,43.2,39.81,28.57,28.7,128.24,120.04,206.06,208.78,345.3,291.33,77.33,73.7
2025-10-22,43.13,39.41,27.69,28.09,127.14,118.54,203.64,208.78,338.6,284.13,77.37,73.99
2025-10-23,42.92,39.59,27.73,28.11,127.34,119.42,210.72,208.78,344.8,291.06,78.04,74.58
2025-10-24,42.64,39.41,27.6,27.95,127.57,119.67,212.0,208.78,351.14,295.86,77.12,74.27
2025-10-27,42.66,39.42,28.15,28.5,128.72,120.56,211.58,208.78,359.94,304.08,76.76,74.14
2025-10-28,42.44,39.03,28.04,28.22,128.22,120.97,210.62,208.78,363.11,304.45,75.72,72.83
2025-10-29,42.72,40.0,26.67,26.79,124.18,117.58,210.26,208.78,368.61,309.6,71.52,68.87
2025-10-30,42.65,39.97,26.61,26.67,124.13,118.71,208.44,208.78,363.73,305.41,71.72,68.75
2025-10-31,43.14,40.72,27.12,27.23,123.77,118.05,204.85,205.0,363.02,306.55,74.98,71.53
2025-11-03,43.3,41.13,27.22,27.53,120.59,114.77,206.42,205.0,366.1,308.38,74.67,71.44
2025-11-04,42.93,40.88,27.14,27.36,121.65,114.74,202.9,205.0,352.76,296.26,73.03,69.92
2025-11-05,42.74,40.15,26.77,27.07,121.18,112.98,200.05,205.0,359.5,305.47,73.03,70.13
2025-11-06,41.92,38.87,26.41,26.53,120.33,113.31,199.93,214.98,351.09,297.5,72.3,69.73
2025-11-07,42.13,38.71,26.61,26.6,121.55,114.45,201.5,214.98,348.12,294.38,73.0,70.81
2025-11-10,42.57,38.92,27.11,27.32,123.21,114.95,204.44,214.98,358.79,302.0,73.05,70.82
2025-11-11,42.81,39.51,27.83,27.82,125.44,117.17,202.93,214.98,351.05,295.15,74.08,71.87
2025-11-12,42.36,39.01,27.32,27.35,124.13,116.45,203.22,214.98,355.53,299.67,72.03,69.98
2025-11-13,42.28,38.55,27.96,28.05,121.24,113.93,200.64,214.98,344.82,289.38,70.37,68.68
2025-11-14,42.58,38.68,27.76,27.87,121.11,113.34,201.42,214.98,344.98,288.52,68.8,67.21
2025-11-17,42.03,38.04,27.44,27.78,114.1,106.83,195.97,214.98,340.3,283.56,68.43,67.1
2025-11-18,42.13,38.05,27.54,27.69,115.97,108.27,195.53,214.98,333.29,276.98,67.32,65.95
2025-11-19,42.13,38.16,27.04,27.25,115.16,107.29,197.43,214.98,339.44,281.61,68.22,66.85
2025-11-20,42.48,38.43,27.56,27.9,116.25,108.14,198.57,214.98,325.1,268.1,67.01,65.71
2025-11-21,42.92,38.86,27.99,28.45,123.16,115.19,214.77,214.98,326.13,270.83,71.17,69.98
2025-11-24,42.21,38.05,28.05,28.55,122.96,114.57,220.81,220.0,339.12,282.7,71.82,70.57
2025-11-25,42.96,38.89,28.31,28.8,131.08,122.1,228.16,220.0,340.01,283.58,74.08,72.24
2025-11-26,43.29,39.34,28.32,28.64,131.28,123.5,227.83,220.0,347.71,291.39,74.44,72.52
2025-11-28,43.57,39.8,28.51,28.98,131.3,123.59,229.68,220.0,352.28,296.74,74.38,72.35
2025-12-01,43.14,39.54,29.19,29.72,130.23,121.63,226.44,220.0,352.96,296.92,73.53,71.58
2025-12-02,42.47,38.88,29.24,29.89,129.73,121.2,228.5,220.0,359.43,302.84,72.09,70.18
2025-12-03,42.52,38.57,29.53,30.09,133.13,125.48,235.0,237.05,364.37,309.36,76.01,73.87
2025-12-04,42.52,38.59,29.56,29.7,126.75,119.1,236.08,240.0,361.6,306.28,75.52,73.37
2025-12-05,42.59,38.64,30.25,30.4,123.91,116.95,237.47,240.0,364.42,309.4,74.04,71.89
2025-12-08,42.2,38.65,29.99,30.15,120.71,114.24,235.3,240.0,368.55,312.76,72.61,70.45
2025-12-09,42.63,38.97,29.57,29.65,117.19,111.68,234.43,240.0,369.0,312.18,74.59,72.35
2025-12-10,42.66,38.97,30.0,30.38,120.03,113.44,239.2,240.0,374.1,316.33,75.53,73.35
2025-12-11,43.55,39.84,30.51,30.88,119.15,112.83,248.86,247.24,370.89,314.52,75.78,73.43
2025-12-12,43.62,39.94,30.27,30.76,119.37,113.12,244.12,247.24,354.12,299.48,74.71,72.38
2025-12-15,43.88,40.28,29.95,30.37,119.73,112.75,246.36,250.18,352.9,298.01,68.38,66.67
2025-12-16,43.71,39.9,30.0,30.41,117.57,110.13,245.56,250.18,351.94,296.2,70.07,68.92
2025-12-17,43.63,40.17,28.54,28.84,112.23,106.19,243.72,250.18,339.24,285.23,68.77,67.54
2025-12-18,43.46,40.07,28.45,28.86,108.33,101.2,244.52,244.82,347.25,292.04,67.51,66.59
2025-12-19,42.78,39.62,28.26,28.5,107.99,98.25,247.63,244.82,356.23,299.81,68.96,67.97
2025-12-22,42.4,39.1,27.76,28.1,106.99,98.08,248.9,244.82,359.7,303.84,68.67,67.96
2025-12-23,42.59,39.25,26.67,26.64,104.74,96.59,251.02,244.82,363.16,304.96,68.73,68.17
2025-12-24,42.65,39.39,26.73,26.89,105.09,97.78,252.65,251.37,364.17,306.14,69.26,68.85
2025-12-26,42.73,39.55,26.14,26.19,104.9,97.4,251.37,251.19,365.86,306.04,69.81,69.59
2025-12-29,42.67,39.51,26.1,26.11,103.92,96.1,249.48,251.19,364.21,305.32,69.86,69.93
2025-12-30,42.61,39.59,26.53,26.33,103.89,96.13,246.22,251.19,363.31,304.92,69.36,69.34
2025-12-31,42.49,39.45,26.31,26.06,102.8,95.12,243.55,248.29,360.13,301.15,68.22,68.23
2026-01-02,42.95,39.86,26.22,26.14,104.22,95.59,249.87,244.0,373.3,313.69,65.92,65.61
2026-01-05,42.66,39.41,26.0,25.81,105.4,97.71,252.67,255.0,377.59,318.06,66.03,65.71
2026-01-06,42.65,39.43,26.25,26.1,106.36,98.03,257.71,255.0,387.62,328.35,66.58,65.88
2026-01-07,42.55,39.4,25.53,25.35,103.93,96.2,259.55,255.0,385.02,324.89,68.17,67.43
2026-01-08,43.3,40.27,25.86,25.69,109.55,100.93,262.98,255.0,378.98,319.58,69.95,68.54
2026-01-09,43.02,40.09,26.13,25.96,119.25,108.24,272.65,267.0,389.22,328.78,68.75,67.16
2026-01-12,43.05,40.15,26.85,26.62,120.9,109.53,276.3,277.17,390.66,330.35,68.17,67.14
2026-01-13,43.0,40.12,26.69,26.35,123.32,111.13,276.61,277.17,391.53,333.3,68.84,67.8
2026-01-14,43.34,40.29,27.37,27.2,121.39,109.73,284.89,285.0,388.35,331.9,67.55,66.79
2026-01-15,43.19,40.13,27.65,27.42,122.25,110.94,293.04,285.0,396.41,337.22,67.89,67.17
2026-01-16,43.27,40.07,26.62,26.4,118.59,107.17,290.8,293.99,400.39,342.47,68.53,67.66
2026-01-20,42.47,39.39,27.47,27.19,115.16,105.36,286.12,296.27,390.39,337.35,65.88,65.06
2026-01-21,42.52,39.16,28.16,28.01,118.0,108.19,297.01,296.68,401.93,348.14,64.92,64.59
2026-01-22,42.75,39.59,28.23,27.93,114.71,106.0,288.46,295.0,402.82,348.67,68.59,67.95
2026-01-23,42.71,39.59,27.86,27.57,111.84,104.43,291.59,295.0,400.09,344.71,68.0,67.34
