date,BATRA,BATRK,BF A,BF B,LEN,LEN B,MOG A,MOG B,SMH,SOXX,Z,ZG
2021-09-24,27.16,26.62,64.35,68.64,96.0516,77.9138,76.88,76.04,136.195,157.6,90.41,91.07
2021-09-27,27.92,27.37,63.74,68.15,95.6096,78.6551,78.24,76.04,135.71,157.2167,90.47,91.08
2021-09-28,26.99,26.45,63.28,67.65,92.4482,75.5948,77.06,76.04,130.245,151.0667,87.97,88.6
2021-09-29,27.09,26.57,63.44,67.88,92.5731,75.8609,77.18,77.18,128.28,148.6833,85.66,86.88
2021-09-30,26.91,26.42,62.67,67.01,90.0171,73.7415,76.23,77.18,128.135,148.6233,88.14,88.58
2021-10-01,27.71,27.34,63.48,67.18,90.0363,73.58,78.56,77.18,128.245,148.72,90.36,91.4
2021-10-04,27.36,26.76,63.64,67.14,88.6815,72.3825,78.99,77.18,124.905,144.89,85.38,85.68
2021-10-05,27.35,26.77,63.34,66.83,88.2587,72.1924,79.07,77.18,126.66,147.0833,86.5,86.37
2021-10-06,26.78,26.27,64.11,67.58,89.6039,73.4184,78.24,77.18,127.045,147.6567,88.34,88.66
2021-10-07,27.13,26.57,64.42,67.82,90.3823,73.9601,79.09,79.0,128.625,149.3833,93.66,93.22
2021-10-08,26.76,26.27,64.59,67.96,90.1805,73.4469,79.03,79.0,127.375,147.8533,91.04,90.67
2021-10-11,26.3,25.79,64.74,68.22,89.8442,72.8672,79.15,79.5,126.615,146.8633,89.99,89.79
2021-10-12,26.8,26.24,64.39,67.78,90.8339,73.5515,79.73,80.0,125.335,145.03,92.13,91.91
2021-10-13,26.87,26.32,64.76,68.52,91.3335,74.2072,78.87,79.5,126.405,145.8667,94.43,94.01
2021-10-14,27.23,26.74,65.3,69.55,94.4853,76.6783,80.66,79.5,130.2,150.3933,95.39,95.01
2021-10-15,27.4,26.76,65.5,69.28,93.3226,75.7659,79.9,82.11,131.29,151.3967,94.97,94.3
2021-10-18,27.42,26.79,65.34,69.36,96.2149,77.9043,79.51,82.11,132.325,152.6167,86.0,85.46
2021-10-19,27.65,26.96,65.65,70.02,95.9555,77.7142,79.69,82.11,133.84,154.4867,87.59,88.86
2021-10-20,27.3,26.7,65.88,69.95,98.2232,79.3964,79.87,82.11,133.25,154.1667,88.61,89.61
2021-10-21,29.28,28.59,64.92,69.17,97.4545,79.0543,80.05,82.11,134.77,155.72,92.03,93.32
2021-10-22,28.89,28.08,65.43,69.49,96.5705,78.3795,79.12,79.56,133.58,153.9733,92.21,93.68
2021-10-25,29.17,28.26,65.13,69.36,96.3879,78.3225,79.72,79.9,134.255,155.03,95.43,96.36
2021-10-26,29.94,29.04,65.0,69.32,96.5224,77.9423,78.36,79.9,135.02,155.1467,95.47,96.19
2021-10-27,30.6,29.59,64.51,69.01,95.8209,77.4101,77.16,79.9,133.88,154.0333,93.18,94.4
2021-10-28,30.75,29.76,65.06,68.88,96.3494,78.313,76.91,79.9,136.43,157.5067,98.6,100.56
2021-10-29,30.57,29.72,64.03,67.89,96.0227,78.0088,75.53,77.17,136.82,158.21,103.63,105.72
2021-11-01,31.96,30.96,66.84,70.94,97.1758,78.8357,76.16,78.2,138.39,160.79,97.15,96.61
2021-11-02,31.42,30.46,67.07,71.73,96.0804,77.8473,75.83,78.19,139.915,162.79,87.2,85.48
2021-11-03,31.03,30.22,67.26,71.55,97.9253,79.4154,77.57,78.19,141.3,164.6667,65.47,65.86
2021-11-04,30.68,30.07,66.68,71.26,97.4353,79.1113,78.03,78.19,147.15,170.2067,67.48,68.52
2021-11-05,30.69,30.19,67.48,72.68,100.2123,81.2782,83.64,83.36,148.3,172.0967,66.05,66.17
2021-11-08,29.95,29.52,66.92,72.53,100.3468,81.4018,82.49,83.0,150.97,174.4233,67.67,68.23
2021-11-09,29.06,28.75,67.03,72.5,103.4505,83.9203,81.12,83.0,151.17,174.4233,66.4,66.62
2021-11-10,30.43,30.08,67.25,72.61,100.9618,82.048,81.93,83.0,146.4,169.28,64.27,64.18
2021-11-11,30.64,30.32,67.07,72.69,102.259,83.0935,80.48,83.0,149.035,172.86,63.64,63.48
2021-11-12,30.86,30.69,66.64,71.9,103.9982,84.5191,80.43,83.0,150.55,174.55,63.95,63.94
2021-11-15,31.15,30.76,66.92,72.15,102.7202,83.274,80.95,83.0,150.35,174.42,63.54,63.6
2021-11-16,31.2,30.88,66.94,71.87,103.8541,84.386,79.52,83.0,152.3,177.0333,62.8,62.72
2021-11-17,31.13,30.73,67.4,72.29,106.0641,86.0017,79.99,83.0,151.395,175.8,60.28,60.12
2021-11-18,30.81,30.54,67.68,72.7,106.7848,86.4104,78.36,83.0,155.12,178.74,57.09,57.31
2021-11-19,30.59,30.31,70.1,75.23,107.0731,86.8856,75.88,83.0,156.1,179.2367,56.11,56.39
2021-11-22,29.85,29.5,70.09,74.84,105.9008,85.7831,76.07,83.0,153.745,176.64,53.25,53.65
2021-11-23,30.45,30.12,70.28,74.98,106.3716,85.9162,76.68,78.28,152.63,175.93,54.34,54.39
2021-11-24,30.17,29.92,69.41,74.62,105.4588,85.0703,75.51,78.28,154.17,177.8633,56.49,56.11
2021-11-26,28.98,28.53,69.3,74.4,102.8547,82.9319,71.44,78.28,149.7,172.9133,55.62,55.07
2021-11-29,28.22,27.94,69.28,74.19,103.0565,83.2836,72.16,78.28,155.71,179.56,54.26,54.16
2021-11-30,27.87,27.51,65.67,70.36,100.9425,81.5253,69.17,73.0,152.45,176.4133,54.27,54.11
2021-12-01,27.47,27.09,66.26,70.64,104.3249,84.405,67.77,68.48,151.91,175.0033,53.0,52.38
2021-12-02,28.48,27.98,67.32,71.79,108.6874,87.8645,70.84,70.99,152.305,175.2567,54.25,53.77
2021-12-03,28.25,27.66,67.52,72.38,107.9283,87.0852,70.21,71.25,150.575,174.8133,60.39,59.43
2021-12-06,28.28,27.89,68.69,73.61,110.3017,89.2426,74.01,76.04,150.0,174.59,60.86,60.27
2021-12-07,28.44,27.9,68.5,73.45,110.3305,89.2045,74.03,76.04,157.275,183.4,62.74,61.85
2021-12-08,28.51,28.06,66.0,70.46,110.8302,89.9554,74.36,76.04,156.595,182.2067,65.21,64.48
2021-12-09,28.53,28.03,65.66,70.58,111.0224,89.8698,74.38,72.86,152.805,178.0167,62.35,61.24
2021-12-10,28.31,27.96,65.7,71.27,112.3388,89.3756,75.21,72.86,153.775,179.6967,60.23,59.1
2021-12-13,27.89,27.55,67.08,72.23,108.7258,87.1232,74.35,72.86,149.785,174.6267,59.52,57.97
2021-12-14,28.0,27.56,66.97,71.86,106.804,85.9447,74.85,72.86,148.92,173.7867,58.73,57.57
2021-12-15,28.31,27.77,67.24,71.99,108.6682,88.2922,76.99,72.86,155.08,180.1667,61.31,59.91
2021-12-16,27.99,27.5,67.57,72.7,104.2192,84.5571,76.42,72.86,148.34,172.3067,59.38,58.03
2021-12-17,28.04,27.56,67.22,71.9,101.7017,82.4567,75.96,72.86,147.645,171.9,62.46,61.06
2021-12-20,27.8,27.41,67.34,72.03,101.6728,82.4757,74.79,73.82,145.755,170.5533,59.54,58.34
2021-12-21,28.36,27.89,67.0,71.73,104.469,84.7092,78.02,73.82,151.02,176.7067,62.09,60.78
2021-12-22,28.4,27.88,66.91,71.99,107.9571,87.5889,77.59,73.82,152.815,178.5433,62.14,60.8
2021-12-23,28.71,28.21,66.8,71.72,107.6688,87.3132,78.75,79.0,154.13,180.27,63.74,62.34
2021-12-27,28.59,28.06,66.97,72.09,109.0333,88.4917,79.19,80.0,158.28,185.21,62.39,60.99
2021-12-28,28.22,27.76,66.9,72.04,110.0231,89.2996,80.45,80.0,156.72,183.1667,61.73,60.0
2021-12-29,28.25,27.67,67.54,72.45,111.5605,90.6682,80.87,80.0,156.695,183.4467,60.97,59.21
2021-12-30,28.77,28.19,67.88,72.4,110.7437,89.6607,79.68,80.0,154.915,181.32,62.83,61.27
2021-12-31,28.75,28.1,67.79,72.86,111.6181,90.8772,80.97,80.0,154.395,180.7733,63.85,62.22
2022-01-03,28.79,28.23,66.71,71.59,107.4382,87.6554,80.49,80.0,157.8,184.3667,63.44,61.93
2022-01-04,28.33,27.76,66.63,71.43,108.1397,88.5393,82.59,80.0,156.98,183.8,62.25,60.8
2022-01-05,27.88,27.42,66.69,71.85,106.4773,86.9331,81.17,80.0,151.595,177.5567,58.34,56.93
2022-01-06,28.36,27.79,63.99,69.23,103.8445,84.9753,81.68,82.06,153.1,178.9367,57.34,56.0
2022-01-07,28.05,27.49,63.2,68.15,98.9247,80.9456,80.69,82.06,148.445,173.7467,56.68,55.2
2022-01-10,27.96,27.44,61.16,65.8,99.9624,82.0385,79.89,82.06,148.635,173.81,56.54,55.26
2022-01-11,27.89,27.29,61.97,67.01,103.5178,84.7852,80.24,82.06,151.635,177.08,58.35,57.73
2022-01-12,27.43,26.9,61.89,67.01,103.7195,85.0228,79.57,82.06,152.93,178.38,57.07,56.49
2022-01-13,27.08,26.61,61.87,67.14,104.2961,85.8306,80.28,82.06,150.27,174.2167,56.6,55.77
2022-01-14,27.18,26.66,62.72,67.9,103.9309,85.2414,81.69,82.0,153.455,178.3867,55.35,54.65
2022-01-18,26.46,25.97,61.36,66.53,97.3392,79.9001,80.6,82.0,146.59,170.4133,54.07,53.09
2022-01-19,26.25,25.76,61.65,66.77,93.0728,76.5452,79.35,82.0,142.54,165.4,54.22,53.05
2022-01-20,26.11,25.53,61.21,66.29,91.8716,75.6518,78.4,78.75,138.175,160.2133,53.86,53.21
2022-01-21,26.17,25.57,60.55,65.78,91.5834,75.8894,77.02,79.81,135.875,157.5467,51.1,50.24
2022-01-24,27.4,26.43,60.96,66.17,96.0996,79.1398,78.35,79.81,137.615,159.3467,53.29,52.27
2022-01-25,26.86,25.87,61.37,66.34,94.1202,77.6002,77.77,78.37,132.165,153.4,49.59,48.86
2022-01-26,26.62,25.71,61.39,66.5,89.5078,74.1787,76.05,78.37,134.07,155.7567,47.71,47.09
2022-01-27,26.53,25.67,61.44,66.09,88.1434,73.3614,72.99,79.08,128.345,148.8233,46.78,45.99
2022-01-28,27.19,26.32,62.7,67.25,89.7673,74.4733,74.38,74.25,130.845,151.6767,47.42,46.75
2022-01-31,28.05,27.0,62.64,67.43,92.3521,76.7258,76.24,77.05,137.7,159.8233,50.48,49.86
2022-02-01,27.02,26.18,62.85,67.49,91.9485,76.051,78.33,77.05,138.29,161.1533,51.4,50.79
2022-02-02,26.81,25.94,63.35,68.38,93.707,77.5812,77.12,77.05,141.82,165.2233,49.09,48.39
2022-02-03,26.27,25.43,62.84,68.04,91.1221,75.4998,75.57,77.05,135.53,158.0333,47.53,46.57
2022-02-04,26.21,25.44,62.33,67.15,86.7693,72.2494,75.62,77.05,136.265,158.94,48.94,47.74
2022-02-07,26.25,25.63,62.29,67.18,88.4316,73.8651,75.71,77.05,136.48,158.85,48.42,47.33
2022-02-08,26.49,25.78,62.65,67.46,90.1132,75.2812,77.55,77.05,139.275,162.8667,48.85,47.45
2022-02-09,26.41,25.7,63.16,67.96,92.5731,77.2105,76.92,77.05,144.125,168.21,49.66,48.47
2022-02-10,26.53,25.68,62.39,67.28,88.3836,72.9337,75.89,77.05,139.81,162.9667,48.79,47.86
2022-02-11,26.46,25.62,62.7,67.19,87.9608,72.9052,75.96,77.05,132.625,154.6733,55.4,53.92
2022-02-14,26.31,25.51,61.8,66.37,87.0479,72.2304,76.36,77.05,132.535,154.82,58.07,57.35
2022-02-15,26.59,25.79,61.85,66.45,88.2875,73.1903,77.5,77.05,139.745,163.3633,65.16,64.88
2022-02-16,26.81,26.01,61.83,66.6,88.422,73.4564,79.19,77.05,139.715,163.4167,64.02,63.31
2022-02-17,26.58,25.77,61.37,65.98,85.8372,71.5366,78.46,77.05,134.115,157.28,62.68,62.23
2022-02-18,26.62,25.73,61.87,66.52,85.9333,72.2304,78.28,77.05,132.625,155.5233,60.81,60.8
2022-02-22,26.4,25.58,61.21,65.9,82.7239,69.0751,77.29,77.05,131.715,154.5767,58.46,57.82
2022-02-23,26.05,25.1,60.53,65.18,79.1109,66.604,76.66,77.05,128.955,150.8933,54.55,54.32
2022-02-24,26.18,25.25,60.18,64.58,84.3094,70.2821,79.02,77.05,133.38,156.4133,57.71,57.52
2022-02-25,26.0,25.13,61.77,66.46,87.2785,72.354,81.13,77.05,135.24,159.02,57.79,57.95
2022-02-28,25.63,24.7,61.04,65.23,86.3657,71.7552,83.11,77.05,134.075,158.0533,57.52,57.27
2022-03-01,25.63,24.68,60.22,64.44,86.8077,71.5271,82.43,77.05,129.845,152.3233,57.61,57.44
2022-03-02,25.85,24.99,60.34,64.82,88.4508,73.0572,84.18,77.05,134.095,157.1667,56.09,55.72
2022-03-03,25.87,24.9,64.16,69.41,86.3753,71.28,83.82,77.05,131.205,153.87,53.8,53.4
2022-03-04,25.54,24.57,64.89,69.99,85.6546,70.9188,83.21,77.05,127.675,149.7867,51.71,51.02
2022-03-07,25.37,24.29,62.61,67.76,80.0045,66.1954,83.61,84.0,121.32,142.2733,49.57,48.37
2022-03-08,25.58,24.57,59.11,64.05,80.4754,66.4235,83.13,84.0,123.15,145.0,47.65,46.87
2022-03-09,26.61,25.49,59.56,64.24,84.0788,69.4552,84.65,84.0,128.5,151.0767,51.04,49.93
2022-03-10,26.51,25.5,59.06,63.56,84.6457,69.4552,84.19,85.0,125.72,147.9767,49.86,48.76
2022-03-11,27.01,25.85,58.09,62.55,83.1851,68.5524,84.03,85.0,122.895,144.8,48.1,47.05
2022-03-14,26.48,25.28,58.29,62.36,80.0814,65.9768,83.82,85.0,119.345,140.1133,46.13,45.01
2022-03-15,26.73,25.44,59.57,63.56,82.8968,68.5333,82.39,85.0,124.345,146.5533,47.08,46.03
2022-03-16,27.34,26.04,60.35,64.13,85.0493,70.6052,82.98,85.0,130.93,154.1,50.69,49.68
2022-03-17,27.74,26.46,61.17,64.51,85.7988,70.9854,85.11,85.0,131.75,155.05,52.99,52.02
2022-03-18,27.63,26.35,61.65,64.76,88.9217,72.9147,85.51,85.0,134.595,158.0767,54.99,54.21
2022-03-21,27.66,26.3,61.86,64.94,84.7706,69.9494,87.72,88.5,134.28,157.7633,53.33,52.25
2022-03-22,27.87,26.59,62.48,66.12,84.8763,70.1965,87.74,88.5,135.205,158.6367,55.64,54.52
2022-03-23,27.81,26.65,60.96,65.11,81.5516,67.5544,87.83,88.5,131.825,154.64,54.51,53.38
2022-03-24,28.38,27.19,62.11,66.43,80.6003,66.8796,88.35,88.5,138.24,162.14,55.16,54.05
2022-03-25,29.0,27.74,62.52,66.65,79.5433,66.3284,90.01,90.13,137.665,161.7733,52.04,50.85
2022-03-28,28.79,27.51,62.76,66.84,79.2839,66.0718,88.38,90.13,138.665,163.03,52.8,51.5
2022-03-29,29.1,28.07,63.35,67.53,82.3876,68.6284,89.47,90.13,141.8,166.7667,55.44,54.11
2022-03-30,28.75,27.85,63.06,67.31,80.8597,67.1458,88.53,89.42,137.685,161.4333,52.52,51.18
2022-03-31,28.78,27.91,62.74,67.02,77.9963,64.9598,87.8,89.42,134.895,157.76,49.29,48.23
2022-04-01,28.85,27.89,63.59,67.85,79.1109,66.1193,89.45,89.42,132.71,154.7033,48.93,47.89
2022-04-04,29.17,28.1,63.6,67.39,79.0917,66.3664,88.46,89.42,134.9,157.2167,53.32,52.03
2022-04-05,29.34,28.13,63.51,67.65,75.7862,63.6483,86.87,89.42,129.08,149.98,52.07,50.49
2022-04-06,28.64,27.56,64.61,68.36,72.4999,61.5574,86.98,89.42,126.41,146.25,49.2,47.72
2022-04-07,28.17,27.02,64.39,68.34,71.7504,60.683,88.28,89.42,126.43,146.57,48.5,46.96
2022-04-08,27.44,26.42,64.06,68.31,71.9906,61.6524,86.51,89.42,123.425,142.9333,47.68,46.15
2022-04-11,27.29,26.29,64.09,68.44,73.3359,62.3652,86.1,88.32,120.65,139.9967,48.97,47.33
2022-04-12,26.8,25.94,63.9,68.24,73.5185,62.1657,86.91,88.32,120.0,139.57,47.35,45.75
2022-04-13,27.43,26.39,64.4,68.92,74.9214,63.3917,86.9,88.32,122.85,142.5733,48.75,46.98
2022-04-14,27.74,26.54,64.26,68.5,73.7683,62.1562,87.27,88.32,119.11,138.63,48.41,46.65
2022-04-18,27.47,26.39,63.24,67.46,73.0476,61.5669,86.9,87.31,121.15,141.03,46.22,44.56
2022-04-19,27.61,26.53,63.8,68.03,76.4396,64.3991,87.02,87.31,123.73,144.12,48.34,46.61
2022-04-20,28.03,26.81,65.11,69.33,76.6894,64.6462,88.62,87.31,123.505,143.8,45.26,43.61
2022-04-21,27.68,26.45,64.87,68.82,75.9303,63.7908,87.78,87.31,120.12,139.9633,43.42,41.79
2022-04-22,27.44,26.14,63.08,66.99,73.9701,62.3557,87.23,87.31,117.365,136.85,42.86,41.15
2022-04-25,27.3,26.08,62.7,66.93,76.4876,64.3421,85.88,87.1,119.395,139.1633,43.94,42.21
2022-04-26,26.7,25.42,62.19,66.51,74.2007,62.5268,84.14,87.1,114.305,132.9933,40.0,38.52
2022-04-27,26.37,25.16,62.86,67.29,72.8266,61.3958,83.35,87.1,113.755,132.2667,39.27,37.7
2022-04-28,26.57,25.33,63.74,68.7,75.5171,63.9334,84.73,87.1,120.25,139.5567,41.06,39.61
2022-04-29,26.27,25.11,62.42,67.44,73.4992,61.9661,79.87,82.7,114.925,133.5933,39.82,38.65
2022-05-02,26.01,24.84,60.79,65.32,74.8349,63.078,78.93,82.7,118.27,138.0533,40.96,39.8
2022-05-03,26.17,24.96,62.17,66.16,76.0937,63.9239,77.56,82.7,119.24,139.1967,43.85,42.48
2022-05-04,26.47,25.37,63.72,67.25,80.1679,67.0507,80.23,78.69,123.33,144.5967,44.14,43.11
2022-05-05,26.28,25.08,61.33,65.19,75.7189,63.1066,77.55,80.12,117.54,137.5933,39.78,39.05
2022-05-06,26.0,24.7,60.67,64.62,75.4691,62.7264,77.88,76.84,116.335,136.3667,38.05,37.37
2022-05-09,25.21,24.07,61.0,64.84,74.2584,61.9661,75.26,76.84,110.445,129.4233,37.18,36.52
2022-05-10,25.83,24.55,61.36,65.14,72.7978,60.9301,75.43,76.84,113.3,132.3667,36.45,36.09
2022-05-11,25.41,24.31,61.03,64.89,68.5122,57.2996,74.79,75.84,109.825,128.4567,35.46,34.86
2022-05-12,25.68,24.42,61.71,65.2,71.4621,59.7516,74.82,73.75,110.345,129.2367,37.95,37.29
2022-05-13,26.11,24.91,63.27,66.8,73.7587,61.3008,75.5,73.75,116.13,135.8333,40.56,40.14
2022-05-16,25.93,24.78,63.58,66.99,72.4423,60.4644,75.3,75.91,114.255,133.7667,39.48,38.69
2022-05-17,26.54,25.39,63.52,67.29,74.489,62.2132,77.26,75.91,119.72,140.2633,42.1,41.18
2022-05-18,26.13,25.07,59.17,62.47,69.5692,58.6967,76.68,75.91,114.0,133.1933,41.39,40.4
2022-05-19,26.13,25.08,58.73,61.92,69.8286,59.0103,75.12,75.91,114.03,132.3867,43.25,42.31
2022-05-20,26.2,25.16,59.7,62.91,71.5294,59.9227,74.39,76.5,114.085,132.3167,40.96,40.23
2022-05-23,25.98,24.98,60.35,63.35,71.2507,59.7136,75.77,76.5,115.0,132.8867,41.36,40.92
2022-05-24,25.52,24.55,61.16,64.04,69.1752,57.9174,77.33,76.38,111.965,129.65,36.94,36.4
2022-05-25,25.76,24.77,61.17,64.34,72.769,60.493,76.74,79.87,114.295,131.9833,37.77,37.43
2022-05-26,25.57,24.63,62.09,65.2,75.8246,62.6504,78.0,79.87,118.115,137.14,38.47,38.35
2022-05-27,25.85,24.97,63.5,66.56,77.9963,64.5607,81.15,82.39,122.8,142.78,41.29,41.04
2022-05-31,25.38,24.55,63.13,66.12,77.1122,63.8384,81.39,82.39,122.29,142.0467,39.9,39.96
2022-06-01,25.47,24.73,62.29,65.51,76.5165,63.3822,81.26,82.39,120.28,139.7933,39.39,39.26
2022-06-02,26.0,25.22,62.98,66.17,77.0161,63.9714,83.69,82.39,124.53,144.6633,41.55,41.47
2022-06-03,26.45,25.67,62.6,66.17,77.0546,63.8669,83.45,82.39,120.86,140.3367,39.35,39.27
2022-06-06,26.57,25.79,62.65,66.4,77.8906,64.5132,85.46,82.39,120.96,140.58,40.4,40.34
2022-06-07,26.69,25.79,62.58,65.98,78.0347,64.6082,85.3,85.97,121.925,141.7033,40.86,40.84
2022-06-08,26.56,25.78,64.71,68.58,76.0456,62.9165,84.95,85.97,119.385,138.6867,41.01,40.98
2022-06-09,26.31,25.52,64.58,68.28,75.6036,62.4413,82.5,85.97,116.21,134.5467,37.15,37.3
2022-06-10,26.28,25.43,64.59,68.45,71.539,59.324,81.07,85.97,111.91,129.7667,35.44,35.61
2022-06-13,25.36,24.37,62.54,66.11,67.2726,55.4368,79.72,85.97,105.69,122.28,32.26,32.22
2022-06-14,25.14,23.99,61.77,65.16,66.4366,55.0472,78.82,80.0,106.465,122.96,30.19,30.22
2022-06-15,25.71,24.81,63.7,67.09,66.2733,55.3038,77.88,80.0,108.415,125.0733,31.53,31.51
2022-06-16,25.12,24.13,63.32,66.04,61.9684,51.3881,74.78,80.0,101.99,117.5367,28.78,28.89
2022-06-17,25.3,24.14,63.42,66.57,62.103,51.122,74.89,80.0,102.825,118.0133,29.27,29.69
2022-06-21,24.9,23.88,65.64,68.69,63.0831,52.4526,76.65,80.0,105.74,121.1033,30.04,30.23
2022-06-22,24.96,23.92,65.29,68.65,65.0145,53.9637,77.43,80.0,104.25,119.84,31.38,31.67
2022-06-23,25.02,23.91,65.32,69.5,67.9452,56.1401,76.35,80.0,103.71,119.0267,34.14,34.51
2022-06-24,25.26,23.99,70.47,71.51,69.1175,56.9765,78.73,80.0,108.08,124.3,35.46,35.69
2022-06-27,24.87,23.81,69.37,72.0,69.1752,56.9385,78.34,80.0,107.72,123.96,34.01,34.36
2022-06-28,24.93,23.74,68.7,71.16,67.0132,55.3038,77.69,80.3,105.005,120.9367,33.13,33.38
2022-06-29,24.81,23.72,68.51,70.92,66.9171,55.1992,77.54,79.8,103.155,118.0833,32.76,33.0
2022-06-30,25.15,24.0,67.64,70.16,67.8107,55.798,79.39,79.8,101.865,116.5367,31.75,31.81
2022-07-01,25.81,24.59,69.0,71.57,71.6831,59.0198,80.24,79.8,97.995,112.4133,33.67,33.8
2022-07-05,25.87,24.68,68.22,70.8,74.3641,60.7971,78.71,79.0,98.51,113.3,35.07,35.2
2022-07-06,26.09,24.98,68.28,70.4,73.6338,60.0938,78.26,79.0,99.18,113.8533,34.76,34.85
2022-07-07,26.19,25.15,68.39,70.43,74.6619,60.9206,79.85,79.0,103.76,118.95,35.62,35.64
2022-07-08,26.27,25.13,68.12,70.16,75.325,61.0822,79.28,79.0,104.32,119.5167,35.14,35.12
2022-07-11,25.93,24.75,68.44,70.23,75.6228,60.9206,78.5,79.0,101.82,116.7633,33.47,33.56
2022-07-12,26.1,24.88,68.42,70.07,75.2289,60.0083,78.14,79.0,101.78,117.09,34.29,34.4
2022-07-13,26.35,25.05,69.09,70.93,75.7189,60.5405,78.43,79.0,102.585,117.75,33.35,33.39
2022-07-14,26.26,25.04,69.91,71.56,74.5082,59.8087,77.99,79.0,104.75,120.2467,33.67,33.67
2022-07-15,27.27,26.04,69.37,71.3,75.0367,59.9417,79.09,79.0,107.395,123.1167,34.51,34.57
2022-07-18,27.64,26.36,68.98,70.22,74.2391,58.8393,78.63,79.0,106.6,122.7233,34.2,34.16
2022-07-19,28.3,27.02,69.94,71.4,76.2474,60.4454,81.44,79.0,111.47,128.1333,36.54,36.49
2022-07-20,28.69,27.38,69.45,70.9,76.0745,60.2554,80.99,79.0,114.095,131.4,36.89,36.91
2022-07-21,28.89,27.67,69.93,71.19,78.8707,62.5268,80.41,79.0,116.01,133.5467,37.31,37.67
2022-07-22,28.62,27.37,69.84,71.22,79.8316,63.3727,80.0,79.0,113.385,130.2567,36.21,36.45
2022-07-25,28.78,27.44,69.73,71.3,78.419,62.0611,80.87,79.0,112.685,129.4333,35.71,35.79
2022-07-26,28.56,27.26,70.27,71.87,77.8713,61.8045,81.65,79.0,110.985,127.2767,33.72,33.86
2022-07-27,28.81,27.66,70.76,72.42,80.312,63.4962,83.83,79.0,116.18,133.1,35.78,36.03
2022-07-28,28.7,27.53,72.1,73.61,81.8687,64.7317,85.34,79.0,117.6,134.74,34.69,34.9
2022-07-29,28.86,27.67,72.4,74.22,81.6765,64.5132,85.64,79.0,118.58,135.7767,34.88,35.0
2022-08-01,29.2,27.95,72.09,74.76,81.8975,64.6937,85.05,79.0,118.82,136.3,35.28,35.62
2022-08-02,28.86,27.65,71.87,74.36,78.7938,61.833,84.54,79.0,118.575,136.04,36.35,36.79
2022-08-03,29.07,27.94,73.47,75.9,79.3319,62.3557,85.06,79.0,121.41,139.82,37.44,38.05
2022-08-04,29.09,27.83,73.85,76.1,82.0609,64.2565,85.19,79.0,122.645,140.83,37.66,38.13
2022-08-05,28.67,27.53,73.55,75.54,81.4171,63.3917,84.18,79.0,121.81,139.7333,37.06,37.37
2022-08-08,28.73,27.68,72.21,74.26,83.2812,64.7127,84.1,79.0,119.705,137.62,38.78,38.98
2022-08-09,27.91,26.88,73.03,75.43,80.975,62.9545,84.46,84.45,114.695,131.3133,36.25,36.33
2022-08-10,28.17,27.13,73.77,75.93,83.8674,65.245,85.62,85.94,119.34,136.7633,39.27,39.35
2022-08-11,28.14,27.14,73.4,75.4,84.3286,65.5206,85.26,85.94,119.315,136.5867,38.49,38.66
2022-08-12,28.7,27.73,74.26,76.14,84.8186,66.1288,87.82,85.94,122.685,140.5833,39.63,39.67
2022-08-15,28.44,27.48,75.09,76.95,84.6361,66.3949,88.56,85.94,123.24,141.1067,39.06,39.05
2022-08-16,28.53,27.6,75.73,77.45,84.6265,66.5945,88.38,89.06,121.85,139.6633,38.25,38.36
2022-08-17,28.63,27.84,76.08,77.66,82.8392,65.1119,87.45,89.06,119.235,136.29,35.86,36.04
2022-08-18,28.81,28.08,75.96,77.66,82.3011,65.34,87.06,89.06,120.9,139.3967,35.72,35.95
2022-08-19,28.86,28.03,75.5,77.24,80.5619,63.7908,86.1,89.06,117.495,135.6333,33.62,33.8
2022-08-22,29.09,28.01,75.55,77.23,79.034,62.4318,83.24,89.06,113.4,130.53,32.64,32.73
2022-08-23,28.73,27.78,74.34,76.56,78.8995,62.2607,82.95,89.06,114.135,131.18,33.43,33.59
2022-08-24,29.16,28.1,75.15,77.33,80.5234,63.3727,83.87,89.06,114.06,131.51,34.39,34.56
2022-08-25,29.11,28.11,75.19,77.56,81.5804,64.19,85.94,89.06,117.89,136.33,35.75,35.85
2022-08-26,28.37,27.41,73.04,75.75,77.1891,60.7781,78.22,79.16,111.335,128.5967,34.06,34.11
2022-08-29,28.23,27.38,72.93,75.34,76.7759,60.1033,78.59,79.16,109.27,126.0,33.42,33.52
2022-08-30,28.13,27.3,71.56,73.52,75.8342,59.3905,76.92,79.16,108.02,124.5333,33.68,33.76
2022-08-31,28.1,27.34,70.57,72.7,74.4217,58.6207,74.98,79.16,107.285,123.23,33.46,33.4
2022-09-01,28.22,27.4,70.6,72.51,74.4601,58.1835,74.21,79.16,104.94,120.9433,34.37,34.33
2022-09-02,28.14,27.5,70.05,71.64,74.8253,58.5161,74.84,79.16,103.91,119.6167,34.05,34.02
2022-09-06,28.36,27.44,69.8,71.03,73.5473,57.5277,75.1,79.16,102.75,118.2367,33.5,33.51
2022-09-07,28.34,27.45,71.6,72.75,74.8541,58.8203,76.16,79.16,104.39,120.2367,35.22,35.34
2022-09-08,28.68,27.77,72.33,72.77,75.3442,59.1149,76.33,79.16,105.805,122.2633,37.37,37.58
2022-09-09,29.79,28.71,73.17,73.48,76.699,60.1223,78.0,79.16,108.43,125.1967,37.88,38.2
