date,FNCL,IYF,VFH,XLF
2021-08-30,54.84,84.73,94.72,38.45
2021-08-31,54.88,84.73,94.8,38.4
2021-09-01,54.62,84.75,94.34,38.18
2021-09-02,54.73,84.84,94.63,38.31
2021-09-03,54.5,84.51,94.17,38.07
2021-09-07,54.1,84.01,93.57,37.84
2021-09-08,53.96,84.04,93.21,37.75
2021-09-09,54.04,83.81,93.45,37.86
2021-09-10,53.68,83.06,92.7,37.58
2021-09-13,54.23,83.8,93.72,38.01
2021-09-14,53.47,82.9,92.4,37.5
2021-09-15,54.04,83.54,93.36,37.86
2021-09-16,53.94,83.46,93.2,37.75
2021-09-17,53.46,82.98,92.84,37.58
2021-09-20,52.2,80.97,90.61,36.55
2021-09-21,52.16,80.92,90.5,36.5
2021-09-22,52.9,82.06,91.88,37.11
2021-09-23,54.21,84.0,94.09,38.02
2021-09-24,54.51,84.03,94.65,38.22
2021-09-27,55.25,85.07,96.02,38.74
2021-09-28,54.42,83.65,94.43,38.1
2021-09-29,54.46,83.82,94.04,38.13
2021-09-30,53.69,82.55,92.65,37.53
2021-10-01,54.49,83.73,94.11,38.15
2021-10-04,54.18,83.02,93.52,37.82
2021-10-05,55.05,84.56,95.1,38.56
2021-10-06,55.13,84.72,95.23,38.6
2021-10-07,55.56,85.34,95.86,38.83
2021-10-08,55.8,85.81,96.4,39.02
2021-10-11,55.31,85.0,95.4,38.63
2021-10-12,55.22,84.87,95.28,38.51
2021-10-13,54.97,84.61,94.89,38.29
2021-10-14,55.86,86.07,96.42,38.93
2021-10-15,56.6,87.2,97.6,39.51
2021-10-18,56.57,87.21,97.65,39.52
2021-10-19,57.11,88.14,98.57,39.91
2021-10-20,57.69,88.84,99.52,40.23
2021-10-21,57.53,88.75,99.25,40.06
2021-10-22,58.25,89.81,100.47,40.62
2021-10-25,58.25,89.83,100.47,40.57
2021-10-26,58.26,89.93,100.48,40.6
2021-10-27,57.15,88.38,98.63,39.93
2021-10-28,57.87,89.62,99.88,40.42
2021-10-29,57.71,89.22,99.65,40.26
2021-11-01,58.0,89.5,100.1,40.28
2021-11-02,58.07,89.78,100.29,40.38
2021-11-03,58.47,90.24,100.95,40.53
2021-11-04,57.76,88.99,99.68,40.0
2021-11-05,57.87,89.03,99.92,40.02
2021-11-08,58.12,89.38,100.36,40.24
2021-11-09,57.84,89.02,99.88,40.02
2021-11-10,57.7,88.61,99.58,39.95
2021-11-11,57.92,88.97,99.98,40.06
2021-11-12,57.96,89.18,100.08,40.15
2021-11-15,57.96,89.14,100.12,40.15
2021-11-16,57.93,89.15,100.01,40.11
2021-11-17,57.29,88.2,98.95,39.65
2021-11-18,57.05,87.86,98.54,39.45
2021-11-19,56.46,86.93,97.44,39.02
2021-11-22,57.13,88.05,98.73,39.57
2021-11-23,57.98,89.3,100.09,40.19
2021-11-24,57.88,89.17,99.92,40.1
2021-11-26,55.95,86.36,96.51,38.77
2021-11-29,56.07,86.7,96.75,38.89
2021-11-30,54.69,84.48,94.32,37.96
2021-12-01,54.05,83.61,93.24,37.54
2021-12-02,55.6,86.01,96.06,38.66
2021-12-03,54.7,84.6,94.44,38.03
2021-12-06,55.49,85.69,95.83,38.61
2021-12-07,56.41,87.24,97.45,39.3
2021-12-08,56.24,86.83,97.1,39.09
2021-12-09,55.96,86.5,96.64,39.01
2021-12-10,55.98,86.54,96.66,39.05
2021-12-13,55.27,85.21,95.38,38.63
2021-12-14,55.48,85.6,95.9,38.86
2021-12-15,55.75,86.07,96.26,38.97
2021-12-16,56.19,86.79,96.48,39.46
2021-12-17,54.82,85.0,94.59,38.59
2021-12-20,53.73,83.34,92.72,37.66
2021-12-21,54.89,85.08,94.77,38.44
2021-12-22,55.29,85.69,95.42,38.62
2021-12-23,55.7,86.29,96.1,38.82
2021-12-27,56.23,87.21,97.07,39.22
2021-12-28,56.2,87.12,97.04,39.24
2021-12-29,56.14,87.07,96.92,39.19
2021-12-30,56.02,86.79,96.67,39.12
2021-12-31,55.92,86.69,96.57,39.05
2022-01-03,56.55,87.57,97.67,39.53
2022-01-04,57.86,89.6,99.9,40.57
2022-01-05,57.1,88.38,98.48,40.1
2022-01-06,57.96,89.79,100.1,40.69
2022-01-07,58.58,90.64,101.06,41.17
2022-01-10,58.36,90.37,100.77,41.03
2022-01-11,58.9,91.28,101.74,41.39
2022-01-12,58.97,91.32,101.75,41.42
2022-01-13,58.68,90.89,101.35,41.26
2022-01-14,58.22,90.16,100.46,40.83
2022-01-18,56.89,88.23,98.22,39.92
2022-01-19,55.9,86.69,96.46,39.25
2022-01-20,55.46,86.13,95.68,39.0
2022-01-21,54.38,84.38,93.85,38.2
2022-01-24,54.57,84.66,94.19,38.31
2022-01-25,54.75,84.58,94.49,38.47
2022-01-26,54.7,84.82,94.45,38.57
2022-01-27,54.26,84.18,93.63,38.22
2022-01-28,54.91,85.41,94.87,38.72
2022-01-31,55.65,86.36,96.02,39.06
2022-02-01,56.41,87.57,97.32,39.6
2022-02-02,56.64,88.14,97.78,39.87
2022-02-03,56.03,87.03,96.65,39.43
2022-02-04,56.93,88.47,98.23,40.1
2022-02-07,57.06,88.68,98.6,40.22
2022-02-08,57.88,89.71,99.87,40.78
2022-02-09,58.19,90.3,100.39,41.04
2022-02-10,57.68,89.49,99.59,40.68
2022-02-11,56.83,87.98,98.06,40.11
2022-02-14,56.23,86.98,97.01,39.66
2022-02-15,57.12,88.29,98.62,40.2
2022-02-16,57.19,88.41,98.7,40.23
2022-02-17,55.69,86.11,96.17,39.23
2022-02-18,55.68,85.96,96.1,39.22
2022-02-22,55.3,85.49,95.51,39.02
2022-02-23,54.34,84.09,93.83,38.34
2022-02-24,53.76,83.18,92.91,37.88
2022-02-25,55.53,86.01,95.93,39.1
2022-02-28,54.91,84.83,94.75,38.52
2022-03-01,52.83,81.85,91.15,37.1
2022-03-02,54.21,84.2,93.61,38.06
2022-03-03,53.98,83.78,93.18,37.94
2022-03-04,52.81,82.16,91.18,37.23
2022-03-07,50.69,78.96,87.58,35.87
2022-03-08,50.54,78.62,87.26,35.66
2022-03-09,52.36,81.49,90.47,36.97
2022-03-10,52.02,80.85,89.83,36.66
2022-03-11,51.7,80.31,89.22,36.4
2022-03-14,52.13,81.03,90.0,36.86
2022-03-15,52.8,82.09,91.11,37.38
2022-03-16,54.35,84.54,93.83,38.43
2022-03-17,54.89,85.45,94.76,38.91
2022-03-18,54.89,85.87,95.18,39.0
2022-03-21,54.73,85.72,94.92,38.81
2022-03-22,55.63,87.13,96.54,39.44
2022-03-23,54.54,85.53,94.63,38.71
2022-03-24,55.0,85.85,94.96,39.02
2022-03-25,55.62,86.81,96.09,39.52
2022-03-28,55.43,86.61,95.8,39.41
2022-03-29,55.9,87.17,96.44,39.5
2022-03-30,55.26,86.29,95.48,39.22
2022-03-31,54.15,84.53,93.39,38.32
2022-04-01,54.04,84.37,93.29,38.22
2022-04-04,53.82,84.0,92.99,38.05
2022-04-05,53.39,83.33,92.12,37.81
2022-04-06,52.9,82.65,91.34,37.55
2022-04-07,52.69,82.47,90.99,37.51
2022-04-08,53.08,83.18,91.7,37.89
2022-04-11,52.84,82.79,91.27,37.72
2022-04-12,52.31,81.93,90.39,37.31
2022-04-13,52.48,82.11,90.67,37.31
2022-04-14,51.91,81.23,89.64,36.89
2022-04-18,52.18,81.47,90.11,37.11
2022-04-19,52.99,82.66,91.51,37.62
2022-04-20,53.37,83.31,92.24,37.88
2022-04-21,52.48,81.89,90.68,37.28
2022-04-22,50.99,79.46,88.03,36.17
2022-04-25,51.08,79.58,88.19,36.23
2022-04-26,49.72,77.44,85.87,35.32
2022-04-27,49.63,77.47,85.72,35.29
2022-04-28,50.33,78.54,86.99,35.74
2022-04-29,48.59,75.77,83.93,34.51
2022-05-02,48.79,76.09,84.3,34.52
2022-05-03,49.46,77.1,85.38,34.97
2022-05-04,50.9,79.33,87.98,36.04
2022-05-05,49.46,77.03,85.44,34.99
2022-05-06,49.06,76.45,84.7,34.74
2022-05-09,47.85,74.48,82.64,33.91
2022-05-10,47.46,73.96,81.91,33.61
2022-05-11,46.89,73.12,81.0,33.3
2022-05-12,46.67,72.88,80.6,33.05
2022-05-13,47.44,74.12,81.93,33.53
2022-05-16,47.08,73.54,81.36,33.25
2022-05-17,48.4,75.57,83.64,34.14
2022-05-18,47.12,73.43,81.39,33.2
2022-05-19,46.81,72.93,80.8,32.98
2022-05-20,46.74,72.95,80.74,32.92
2022-05-23,48.12,75.14,83.12,33.99
2022-05-24,47.99,74.89,82.86,33.92
2022-05-25,48.45,75.56,83.64,34.19
2022-05-26,49.61,77.39,85.66,34.98
2022-05-27,50.52,78.74,87.21,35.57
2022-05-31,50.36,78.43,86.88,35.47
2022-06-01,49.54,77.13,85.46,34.9
2022-06-02,50.3,78.41,86.84,35.38
2022-06-03,49.56,77.2,85.61,34.87
2022-06-06,49.79,77.55,85.91,34.97
2022-06-07,50.11,78.1,86.57,35.24
2022-06-08,49.27,76.73,85.06,34.62
2022-06-09,48.02,74.52,82.91,33.75
2022-06-10,46.31,71.9,79.93,32.53
2022-06-13,44.77,69.61,77.31,31.56
2022-06-14,44.45,69.1,76.82,31.29
2022-06-15,44.95,69.91,77.64,31.64
2022-06-16,43.68,67.96,75.42,30.84
2022-06-17,43.64,68.22,75.85,30.93
2022-06-21,44.51,69.65,77.32,31.38
2022-06-22,44.42,69.48,77.21,31.31
2022-06-23,44.27,69.35,76.58,31.19
2022-06-24,45.96,72.01,79.41,32.34
2022-06-27,45.75,71.73,79.17,32.23
2022-06-28,45.33,71.07,78.42,31.91
2022-06-29,44.98,70.53,77.79,31.73
2022-06-30,44.63,69.98,77.19,31.45
2022-07-01,45.27,70.91,78.24,31.88
2022-07-05,45.19,70.78,78.15,31.77
2022-07-06,44.98,70.53,77.8,31.69
2022-07-07,45.67,71.57,78.98,32.15
2022-07-08,45.54,71.35,78.75,32.08
2022-07-11,45.13,70.77,78.03,31.82
2022-07-12,44.89,70.32,77.61,31.62
2022-07-13,44.45,69.62,76.78,31.34
2022-07-14,43.58,68.29,75.35,30.74
2022-07-15,45.04,70.55,77.87,31.78
2022-07-18,44.91,70.27,77.59,31.66
2022-07-19,46.31,72.46,79.99,32.61
2022-07-20,46.56,72.81,80.5,32.73
2022-07-21,46.79,73.26,80.95,32.94
2022-07-22,46.49,72.72,80.36,32.75
2022-07-25,46.82,73.18,80.91,32.96
2022-07-26,46.22,72.19,79.86,32.5
2022-07-27,46.96,73.32,81.13,33.0
2022-07-28,47.34,73.99,81.79,33.24
2022-07-29,47.97,75.05,82.94,33.71
2022-08-01,47.66,74.43,82.38,33.43
2022-08-02,47.12,73.66,81.4,33.06
2022-08-03,47.81,74.8,82.65,33.56
2022-08-04,47.68,74.59,82.38,33.45
2022-08-05,48.04,75.13,83.0,33.69
2022-08-08,48.04,75.13,82.97,33.67
2022-08-09,48.24,75.39,83.34,33.84
2022-08-10,49.4,77.23,85.33,34.6
2022-08-11,49.87,78.0,86.25,35.01
2022-08-12,50.67,79.3,87.6,35.56
2022-08-15,50.74,79.37,87.68,35.55
2022-08-16,51.06,79.83,88.21,35.81
2022-08-17,50.75,79.4,87.72,35.63
2022-08-18,50.81,79.6,87.85,35.67
2022-08-19,49.83,77.89,86.09,34.96
2022-08-22,48.75,76.25,84.21,34.19
2022-08-23,48.57,76.0,83.93,34.05
2022-08-24,48.79,76.38,84.26,34.23
2022-08-25,49.54,77.53,85.58,34.76
2022-08-26,48.05,75.17,83.01,33.72
2022-08-29,47.63,74.57,82.32,33.48
2022-08-30,47.41,74.18,81.93,33.3
2022-08-31,47.05,73.69,81.33,33.05
2022-09-01,47.14,73.88,81.46,33.15
2022-09-02,46.79,73.29,80.84,32.89
2022-09-06,46.63,73.14,80.59,32.81
2022-09-07,47.55,74.62,82.2,33.46
2022-09-08,48.33,75.93,83.54,34.05
2022-09-09,48.86,76.65,84.4,34.36
2022-09-12,49.29,77.27,85.16,34.64
2022-09-13,47.42,74.4,81.99,33.35
2022-09-14,47.36,74.28,81.93,33.25
2022-09-15,47.56,74.47,82.18,33.36
2022-09-16,46.81,73.71,81.39,33.06
2022-09-19,47.34,74.54,82.33,33.26
2022-09-20,46.65,73.39,81.17,32.77
2022-09-21,45.76,71.95,79.59,32.09
2022-09-22,44.92,70.69,78.11,31.55
2022-09-23,44.14,69.51,76.77,31.05
2022-09-26,43.44,68.01,75.49,30.56
2022-09-27,43.2,67.77,75.16,30.43
2022-09-28,44.08,69.08,76.17,31.03
2022-09-29,43.45,68.18,75.14,30.64
2022-09-30,43.08,67.55,74.44,30.36
2022-10-03,44.22,69.37,76.41,31.18
2022-10-04,45.99,72.16,79.53,32.34
2022-10-05,45.65,71.61,78.9,32.09
2022-10-06,45.06,70.64,77.9,31.64
2022-10-07,43.99,68.96,75.97,30.89
2022-10-10,43.81,68.66,75.69,30.75
2022-10-11,43.29,67.77,74.84,30.36
2022-10-12,43.24,67.64,74.7,30.29
2022-10-13,44.92,70.21,77.63,31.54
2022-10-14,44.21,69.02,76.39,31.01
2022-10-17,45.29,70.75,78.23,31.79
2022-10-18,45.99,71.8,79.43,32.3
2022-10-19,45.21,70.67,78.15,31.77
2022-10-20,44.42,69.39,76.75,31.26
2022-10-21,45.61,71.38,78.8,32.19
2022-10-24,46.2,72.28,79.84,32.62
2022-10-25,46.84,73.28,80.94,33.01
2022-10-26,46.96,73.5,81.15,33.09
2022-10-27,47.32,74.1,81.83,33.36
2022-10-28,48.55,75.91,83.94,34.19
2022-10-31,48.29,75.48,83.48,33.98
2022-11-01,48.5,75.84,83.83,34.07
2022-11-02,47.84,74.85,82.68,33.64
2022-11-03,47.35,74.1,81.78,33.3
2022-11-04,48.29,75.5,83.44,33.91
2022-11-07,48.73,76.21,84.24,34.25
2022-11-08,48.95,76.54,84.54,34.45
2022-11-09,48.09,75.17,83.07,33.87
2022-11-10,50.57,79.11,87.41,35.58
2022-11-11,50.93,79.73,87.96,35.87
2022-11-14,50.06,78.33,86.49,35.36
2022-11-15,50.22,78.61,86.72,35.44
2022-11-16,49.89,78.09,86.13,35.27
2022-11-17,49.51,77.64,85.58,35.08
2022-11-18,49.86,78.19,86.18,35.37
2022-11-21,50.05,78.47,86.45,35.48
2022-11-22,50.51,79.22,87.36,35.84
2022-11-23,50.72,79.55,87.66,35.99
2022-11-25,50.97,79.94,88.05,36.11
2022-11-28,50.06,78.5,86.45,35.49
2022-11-29,50.32,78.91,87.05,35.7
2022-11-30,51.2,80.38,88.6,36.31
2022-12-01,50.94,79.9,87.96,36.1
2022-12-02,50.73,79.56,87.64,35.93
2022-12-05,49.32,77.35,85.21,35.04
2022-12-06,48.92,76.74,84.49,34.73
2022-12-07,48.63,76.31,84.14,34.59
2022-12-08,48.74,76.55,84.25,34.62
2022-12-09,48.58,76.19,83.95,34.53
2022-12-12,49.18,77.18,85.01,34.99
2022-12-13,49.29,77.0,85.19,35.08
2022-12-14,48.61,75.96,84.07,34.64
2022-12-15,47.67,74.56,81.83,33.96
2022-12-16,47.01,73.92,81.08,33.7
2022-12-19,46.9,73.74,80.86,33.4
2022-12-20,47.08,73.96,81.21,33.54
2022-12-21,47.91,75.29,82.59,34.06
2022-12-22,47.45,74.54,81.78,33.76
2022-12-23,47.69,75.0,82.33,33.95
2022-12-27,47.69,74.96,82.24,33.94
2022-12-28,47.37,74.56,81.72,33.82
2022-12-29,48.15,75.75,83.02,34.29
2022-12-30,47.94,75.47,82.73,34.2
2023-01-03,48.1,75.72,82.99,34.32
2023-01-04,48.85,76.9,84.24,34.87
2023-01-05,48.43,76.28,83.53,34.61
2023-01-06,49.53,78.05,85.55,35.38
2023-01-09,49.4,77.84,85.24,35.25
2023-01-10,49.76,78.35,85.9,35.45
2023-01-11,50.24,79.07,86.64,35.78
2023-01-12,50.47,79.4,87.08,35.85
2023-01-13,50.84,79.88,87.65,36.12
2023-01-17,50.5,79.44,87.12,35.88
2023-01-18,49.53,78.01,85.49,35.21
2023-01-19,48.98,77.07,84.51,34.8
2023-01-20,49.86,78.36,85.98,35.35
2023-01-23,50.41,79.26,87.05,35.76
2023-01-24,50.37,79.29,86.96,35.78
2023-01-25,50.76,79.79,87.55,36.06
2023-01-26,51.1,80.38,88.13,36.25
2023-01-27,51.21,80.27,88.32,36.25
2023-01-30,50.89,79.81,87.85,36.07
2023-01-31,51.67,80.98,89.21,36.56
2023-02-01,51.86,81.17,89.49,36.56
2023-02-02,52.03,81.34,89.81,36.66
2023-02-03,52.07,81.2,89.81,36.59
2023-02-06,51.89,81.05,89.52,36.58
2023-02-07,52.48,82.05,90.64,37.0
2023-02-08,52.17,81.55,90.11,36.78
2023-02-09,51.48,80.43,88.86,36.37
2023-02-10,51.69,80.77,89.12,36.49
2023-02-13,52.26,81.72,90.19,36.91
2023-02-14,52.0,81.25,89.68,36.71
2023-02-15,52.17,81.47,89.96,36.75
2023-02-16,51.61,80.62,89.05,36.38
2023-02-17,51.66,80.65,89.12,36.39
2023-02-21,50.57,78.99,87.23,35.64
2023-02-22,50.49,78.86,87.09,35.6
2023-02-23,50.58,78.97,87.28,35.63
2023-02-24,50.56,78.97,87.26,35.66
2023-02-27,50.54,78.99,87.18,35.65
2023-02-28,50.64,79.11,87.36,35.72
2023-03-01,50.48,78.88,87.02,35.6
2023-03-02,50.16,78.44,86.51,35.43
2023-03-03,50.92,79.66,87.85,35.99
2023-03-06,50.82,79.63,87.68,36.02
2023-03-07,49.59,77.68,85.6,35.09
2023-03-08,49.44,77.43,85.25,34.96
2023-03-09,47.34,74.17,81.68,33.54
2023-03-10,46.18,72.43,79.66,32.93
2023-03-13,44.21,69.69,76.29,31.63
2023-03-14,45.3,71.16,78.09,32.27
2023-03-15,44.13,69.27,76.07,31.41
2023-03-16,45.01,70.65,77.59,32.01
2023-03-17,43.18,68.3,74.99,30.98
2023-03-20,43.74,69.24,75.95,31.17
2023-03-21,45.08,71.22,78.26,31.96
2023-03-22,43.8,69.32,76.0,31.22
2023-03-23,43.29,68.23,75.21,31.01
2023-03-24,43.42,68.38,74.95,30.99
2023-03-27,44.12,69.51,76.13,31.42
2023-03-28,44.13,69.57,76.17,31.41
2023-03-29,44.76,70.6,77.29,31.87
2023-03-30,44.57,70.4,77.01,31.8
2023-03-31,45.1,71.14,77.89,32.15
2023-04-03,45.02,71.19,77.75,32.21
2023-04-04,44.5,70.31,76.8,31.91
2023-04-05,44.39,70.27,76.71,31.87
2023-04-06,44.62,70.64,77.05,31.99
2023-04-10,44.8,70.9,77.36,32.06
2023-04-11,45.19,71.47,78.04,32.34
2023-04-12,45.08,71.45,77.86,32.27
2023-04-13,45.37,71.86,78.32,32.56
2023-04-14,45.74,72.54,78.98,32.88
2023-04-17,46.37,73.51,80.12,33.26
2023-04-18,46.54,73.88,80.35,33.36
2023-04-19,46.83,74.28,80.93,33.44
2023-04-20,46.58,73.84,80.42,33.34
2023-04-21,46.27,73.4,79.94,33.22
2023-04-24,46.15,73.25,79.75,33.14
2023-04-25,45.22,71.89,78.14,32.57
2023-04-26,44.83,71.11,77.35,32.26
2023-04-27,45.53,72.32,78.66,32.78
2023-04-28,46.09,73.17,79.58,33.17
2023-05-01,45.89,72.97,79.28,33.08
2023-05-02,44.69,71.18,77.18,32.33
2023-05-03,44.08,70.2,76.17,31.96
2023-05-04,43.27,68.91,74.65,31.55
2023-05-05,44.37,70.69,76.7,32.33
2023-05-08,44.44,70.8,76.68,32.38
2023-05-09,44.34,70.69,76.52,32.26
2023-05-10,44.16,70.49,76.28,32.08
2023-05-11,44.01,70.28,75.96,32.03
2023-05-12,43.85,70.0,75.73,31.9
2023-05-15,44.28,70.66,76.49,32.16
2023-05-16,43.82,69.88,75.69,31.86
2023-05-17,44.95,71.5,77.62,32.5
2023-05-18,45.26,71.96,78.12,32.74
2023-05-19,45.02,71.69,77.76,32.6
2023-05-22,45.31,72.02,78.22,32.66
2023-05-23,44.95,71.37,77.65,32.28
2023-05-24,44.37,70.47,76.59,31.86
2023-05-25,44.38,70.53,76.63,31.85
2023-05-26,44.73,70.99,77.23,32.11
2023-05-30,44.9,71.21,77.49,32.1
2023-05-31,44.2,70.2,76.44,31.76
2023-06-01,44.8,70.92,77.39,32.1
2023-06-02,45.92,72.7,79.29,32.8
2023-06-05,45.57,72.26,78.72,32.63
2023-06-06,46.29,73.24,79.89,33.04
2023-06-07,46.56,73.59,80.42,33.17
2023-06-08,46.51,73.63,80.31,33.14
2023-06-09,46.47,73.61,80.24,33.15
2023-06-12,46.43,73.33,80.17,33.14
2023-06-13,46.81,74.15,80.8,33.34
2023-06-14,46.59,73.7,80.47,33.21
2023-06-15,47.21,74.74,81.49,33.65
2023-06-16,46.79,74.45,81.2,33.58
2023-06-20,46.44,73.92,80.6,33.18
2023-06-21,46.3,73.7,80.35,33.14
2023-06-22,45.91,72.86,79.7,32.88
2023-06-23,45.64,72.37,79.19,32.74
2023-06-26,45.57,72.49,79.14,32.67
2023-06-27,45.98,73.08,79.88,32.93
2023-06-28,45.92,72.98,79.79,32.85
2023-06-29,46.73,74.11,80.65,33.42
2023-06-30,47.07,74.61,81.24,33.71
2023-07-03,47.39,75.14,81.87,33.9
2023-07-05,47.21,74.67,81.54,33.83
2023-07-06,46.7,73.99,80.68,33.54
2023-07-07,46.91,74.42,80.98,33.59
2023-07-10,47.15,74.65,81.42,33.74
2023-07-11,47.77,75.61,82.48,34.14
2023-07-12,48.11,76.1,83.13,34.36
2023-07-13,48.48,76.56,83.74,34.48
2023-07-14,48.16,75.95,83.15,34.25
2023-07-17,48.62,76.8,84.01,34.58
2023-07-18,49.28,78.06,85.15,34.97
2023-07-19,49.61,78.59,85.69,35.12
2023-07-20,49.81,79.24,86.1,35.38
2023-07-21,49.6,78.99,85.67,35.26
2023-07-24,50.08,79.7,86.54,35.6
2023-07-25,49.78,79.21,85.95,35.37
2023-07-26,50.18,79.98,86.71,35.58
2023-07-27,49.5,79.03,85.52,35.13
2023-07-28,49.62,79.17,85.77,35.2
2023-07-31,49.88,79.41,86.13,35.33
2023-08-01,49.83,79.13,86.03,35.33
2023-08-02,49.38,78.54,85.27,35.03
2023-08-03,49.39,78.79,85.38,35.05
2023-08-04,49.25,78.54,85.09,34.91
2023-08-07,49.81,79.57,86.1,35.4
2023-08-08,49.35,78.86,85.2,35.08
2023-08-09,48.98,78.11,84.56,34.82
2023-08-10,49.01,78.09,84.66,34.85
2023-08-11,49.07,78.3,84.74,34.92
2023-08-14,48.91,77.93,84.55,34.85
2023-08-15,48.02,76.45,82.92,34.21
2023-08-16,47.86,76.26,82.67,34.16
2023-08-17,47.6,75.93,82.22,33.99
2023-08-18,47.63,75.87,82.3,33.98
2023-08-21,47.56,75.75,82.19,33.94
2023-08-22,47.1,74.85,81.38,33.62
2023-08-23,47.54,75.67,82.13,33.95
2023-08-24,47.46,75.62,81.96,33.83
2023-08-25,47.57,75.74,82.24,33.99
2023-08-28,47.93,76.13,82.74,34.18
2023-08-29,48.41,76.96,83.59,34.49
2023-08-30,48.45,77.03,83.66,34.51
2023-08-31,48.3,76.86,83.5,34.38
2023-09-01,48.72,77.44,84.22,34.69
2023-09-05,48.27,76.69,83.34,34.34
2023-09-06,48.13,76.45,83.08,34.32
2023-09-07,48.03,76.38,82.92,34.23
2023-09-08,48.16,76.67,83.24,34.3
2023-09-11,48.33,76.98,83.51,34.46
2023-09-12,48.71,77.79,84.12,34.69
2023-09-13,48.63,77.57,83.96,34.69
2023-09-14,49.1,78.59,84.82,35.01
2023-09-15,48.6,78.14,84.4,34.83
2023-09-18,48.68,78.34,84.48,34.77
2023-09-19,48.61,78.33,84.35,34.73
2023-09-20,48.27,77.81,83.78,34.49
2023-09-21,47.45,76.58,82.37,33.92
2023-09-22,47.12,76.07,81.89,33.66
2023-09-25,47.27,76.3,82.05,33.74
2023-09-26,46.59,74.85,80.9,33.29
2023-09-27,46.5,74.76,80.8,33.24
2023-09-28,46.88,75.3,80.88,33.48
2023-09-29,46.56,74.76,80.32,33.17
2023-10-02,46.08,73.79,79.58,32.89
2023-10-03,45.26,72.52,78.2,32.37
2023-10-04,45.69,73.09,78.81,32.61
2023-10-05,45.95,73.52,79.27,32.76
2023-10-06,46.34,74.2,79.93,33.04
2023-10-09,46.34,74.29,79.97,33.06
2023-10-10,46.73,74.76,80.6,33.3
2023-10-11,46.81,74.95,80.73,33.35
2023-10-12,46.43,74.32,80.12,33.14
2023-10-13,46.41,74.47,80.1,33.21
2023-10-16,47.01,75.28,81.03,33.56
2023-10-17,47.32,75.77,81.68,33.72
2023-10-18,46.43,74.45,80.19,33.14
2023-10-19,45.83,73.46,79.05,32.7
2023-10-20,45.1,72.24,77.83,32.2
2023-10-23,44.78,71.71,77.22,32.0
2023-10-24,45.07,72.08,77.73,32.22
2023-10-25,44.86,71.76,77.4,32.1
2023-10-26,44.87,72.21,77.44,32.03
2023-10-27,44.01,70.7,75.97,31.45
2023-10-30,44.74,71.86,77.17,32.01
2023-10-31,45.21,72.57,77.99,32.36
2023-11-01,45.49,73.08,78.5,32.57
2023-11-02,46.67,74.84,80.48,33.34
2023-11-03,47.4,75.99,81.77,33.78
2023-11-06,47.2,75.62,81.45,33.68
2023-11-07,47.17,75.49,81.33,33.63
2023-11-08,47.13,75.49,81.36,33.67
2023-11-09,46.88,75.24,80.93,33.53
2023-11-10,47.4,76.11,81.85,33.91
2023-11-13,47.38,75.96,81.7,33.86
2023-11-14,48.47,77.71,83.67,34.5
2023-11-15,48.74,78.06,84.08,34.69
2023-11-16,48.8,78.3,84.13,34.83
2023-11-17,49.12,78.74,84.73,35.01
2023-11-20,49.31,79.0,85.02,35.15
2023-11-21,49.21,78.91,84.9,35.13
2023-11-22,49.45,79.24,85.29,35.27
2023-11-24,49.64,79.49,85.62,35.38
2023-11-27,49.52,79.33,85.39,35.26
2023-11-28,49.51,79.17,85.33,35.25
2023-11-29,49.92,79.86,86.07,35.5
2023-11-30,50.42,80.68,86.91,35.9
2023-12-01,50.96,81.47,87.88,36.17
2023-12-04,51.05,81.63,88.03,36.13
2023-12-05,50.77,81.24,87.6,35.95
2023-12-06,50.55,80.71,87.21,35.77
2023-12-07,50.82,81.03,87.65,35.94
2023-12-08,51.1,81.56,88.17,36.13
2023-12-11,51.42,82.08,88.71,36.35
2023-12-12,51.74,82.57,89.27,36.61
2023-12-13,52.75,84.0,90.91,37.2
2023-12-14,53.38,85.36,92.1,37.57
2023-12-15,52.87,84.7,91.58,37.35
2023-12-18,52.97,84.89,91.74,37.29
2023-12-19,53.51,85.59,92.09,37.57
2023-12-20,52.58,83.7,90.47,36.9
2023-12-21,53.07,84.34,91.3,37.26
2023-12-22,53.18,84.65,91.59,37.34
2023-12-26,53.46,85.12,92.09,37.49
2023-12-27,53.69,85.35,92.38,37.61
2023-12-28,53.82,85.68,92.67,37.72
2023-12-29,53.55,85.41,92.26,37.6
2024-01-02,53.61,85.64,92.32,37.76
2024-01-03,53.03,84.87,91.29,37.44
2024-01-04,53.19,85.16,91.62,37.59
2024-01-05,53.47,85.66,92.12,37.75
2024-01-08,53.85,86.08,92.73,37.99
2024-01-09,53.43,85.36,92.02,37.75
2024-01-10,53.53,85.55,92.23,37.81
2024-01-11,53.32,85.06,91.77,37.67
2024-01-12,53.13,84.83,91.53,37.6
2024-01-16,52.75,84.21,90.89,37.34
2024-01-17,52.62,83.91,90.62,37.27
2024-01-18,52.72,84.06,90.85,37.33
2024-01-19,53.62,85.53,92.4,37.93
2024-01-22,54.0,85.92,92.98,38.11
2024-01-23,53.93,85.99,92.92,38.17
2024-01-24,54.14,86.48,93.29,38.32
2024-01-25,54.41,87.03,93.7,38.51
2024-01-26,54.57,87.21,94.02,38.65
2024-01-29,54.92,87.4,94.54,38.75
